#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CONVERTING;CONVERTING;CONVERSION;KONVERTIERUNG;;CONVERSIÓN;;;;;;;;;x
RULE_OPTION_DE_JURE_REQUIREMENT_REQUIRED_DESC;Titles with De Jure land will eventually be destroyed if a character holds no De Jure land of the title within their realm.;Un titre avec des terres de jure sera détruit si le détenteur n'a aucune de ces terres dans son pays.;Titel mit De-jure-Ländereien werden irgendwann zerstört, wenn ein Charakter in seinem Reich keine De-jure-Ländereien des Titels innehat.;;Si un personaje ostenta unas tierras que no sean de iure para su título dentro de sus dominios, los títulos con tierras de iure se acabarán destruyendo.;;;;;;;;;x
EVTDESC_GR_1;As you hold no De Jure land within the [title_to_destroy.GetTier] of [title_to_destroy.GetName] you can no longer rightfully claim to be its ruler. You are now regarded as a mere claimant to a throne outside your reach.;Puisque vous ne détenez pas de terre de jure en [title_to_destroy.GetTier] de [title_to_destroy.GetName], vous ne pouvez plus légitimement vous déclarer être son propriétaire. Vous êtes maintenant considéré[Root.GetNoneE] comme un[Root.GetNoneE] simple prétendant[Root.GetNoneE].;Da Ihr keine De-jure-Ländereien innerhalb des [title_to_destroy.GetTier] von [title_to_destroy.GetName] innehabt, seid Ihr nicht mehr berechtigt, es zu beherrschen. Ihr werdet jetzt als bloßer Anwärter auf einen Thron außerhalb Eurer Reichweite erachtet.;;Dado que no ostentas tierras de iure en el [title_to_destroy.GetTier] de [title_to_destroy.GetName], ya no podrás reclamar el gobierno como legítimo. Ahora se te considera como un mero aspirante a un trono fuera de tu alcance.;;;;;;;;;x
EVTOPTA_GR_1;But [title_to_destroy.GetName] was to be mine!;Mais [title_to_destroy.GetName] était à moi !;Aber [title_to_destroy.GetName] sollte mir gehören!;;¡Pero [title_to_destroy.GetName] debía ser de mi propiedad!;;;;;;;;;x
EVTDESC_GR_11;The tumultuous death of [From.GetFullName] presents an excellent opportunity for us to declare our independence. Of course, [nomadic_heir.GetFullName] might strike at us with vengeance for defying [nomadic_heir.GetHerHis] rule...;La mort tumultueuse de [From.GetFullName] nous donne une excellente occasion pour déclarer notre indépendance. Bien sûr, [nomadic_heir.GetFullName] pourrait nous attaquer pour avoir défié son autorité...;Der turbulente Tod von [From.GetFullName] eröffnet uns eine hervorragende Gelegenheit, unsere Unabhängigkeit zu erklären. Natürlich kann [nomadic_heir.GetFullName] an uns Rache üben, dass wir uns gegen [nomadic_heir.GetHerHis]e Herrschaft gestellt haben ...;;La tumultuosa muerte de [From.GetFullName] nos brinda una oportunidad excelente para proclamar nuestra independencia. Claro que [nomadic_heir.GetFullName] podría vengarse de nosotros por desafiar su autoridad...;;;;;;;;;x
EVTOPTA_GR_11;No, we shall stay loyal.;Non, nous devons rester loyaux.;Nein, wir bleiben lieber loyal.;;No, seremos leales.;;;;;;;;;x
EVTOPTB_GR_11;We are masters of our own destiny!;Nous sommes les maîtres de notre destin !;Wir sind unseres eigenen Schicksals Schmied!;;¡Nosotros decidimos nuestro destino!;;;;;;;;;x
EVTDESC_GR_12;My former subject, [From.GetFirstName], has chosen independence from my rule.;Mon ancien sujet, [From.GetFirstName], a choisi l'indépendance.;Mein ehemaliger Untertan [From.GetFirstName] hat die Unabhängigkeit anstatt meiner Herrschaft gewählt.;;[From.GetFirstName], antes mi súbdito, ha elegido independizarse de mi gobierno.;;;;;;;;;x
EVTOPTA_GR_12;I shall have their heads!;Je prendrai sa tête !;Köpfe werden rollen!;;¡Le cortaré la cabeza!;;;;;;;;;x
RULE_SUPERNATURAL_UNRESTRICTED_DESC;AI rulers will be eligible to receive supernatural events such as the Demon Child, Wolf's Blood and Immortality event chains.;Les personnages dirigés par l'IA sont éligibles aux chaînes d'événements telles que l'enfant démon, le sang du loup et l'immortalité.;KI-Herrscher sind berechtigt, übernatürliche Ereignisse wie das Dämonenkind, Wolfsblut und Unsterblichkeit-Ereignisketten zu erhalten.;;Los gobernantes de IA podrán optar a recibir eventos sobrenaturales como las cadenas de eventos Hijo del demonio, Sangre de lobo e Inmortalidad.;;;;;;;;;x
EVTDESC_NE_1;[invited_character.GetFullName] has arrived at your court, ready for employment.;[invited_character.GetFullName] est à présent à votre Cour, prêt[invited_character.GetNoneE] à travailler.;[invited_character.GetFullName] ist an Eurem Hof eingetroffen und ist einsatzbereit.;;[invited_character.GetFullName] ha llegado a tu corte con ganas de trabajar.;;;;;;;;;x
EVTOPTA_NE_1;I shall make [invited_character.GetFirstName] a commander.;J'en ferai un commandant.;Ich werde [invited_character.GetFirstName] zum Befehlshaber ernennen.;;Nombraré comandante a [invited_character.GetFirstName].;;;;;;;;;x
EVTOPTB_NE_1;[invited_character.GetFirstName] is not what I asked for, begone!;[invited_character.GetFirstName] n'est pas ce que je demandais. Partez !;[invited_character.GetFirstName] habe ich nicht gemeint. Von dannen!;;¡[invited_character.GetFirstName] no es lo que he pedido! ¡Largo de mi vista!;;;;;;;;;x
RULE_OPTION_DELAYED_RANDOM;Delayed Random;Aléatoire retardé;Verzögerter Zufall;;Retraso aleatorio;;;;;;;;;x
RULE_MONGOL_INVASION_DELAYED_RANDOM_DESC;The Mongol Horde will invade at a random date, though at the earliest at the year 1000, and 50 years after the game has started.;L'invasion de la Horde mongole se produira à une date aléatoire, mais au plus tôt en l'an 1000 et 50 ans après le début de la partie.;Die mongolische Horde fällt an einem zufällig festgelegten Zeitpunkt ein, aber frühestens ab dem Jahr 100, und 50 Jahre nach Spielstart.;;El ejército mongol invadirá en una fecha aleatoria, aunque no antes del año 1000 y 50 años después del comienzo de la partida.;;;;;;;;;x
RULE_AZTEC_INVASION_DELAYED_RANDOM_DESC;The Aztec Invasion will occur at a random date, though at the earliest at the year 1000, and 50 years after the game has started.;L'invasion aztèque se produira à une date aléatoire, mais au plus tôt en l'an 1000 et 50 ans après le début de la partie.;Die aztekische Invasion findet an einem zufällig festgelegten Zeitpunkt statt, aber frühestens ab dem Jahr 100, und 50 Jahre nach Spielstart.;;La invasión azteca tendrá lugar en una fecha aleatoria, aunque no antes del año 1000 y 50 años después del comienzo de la partida.;;;;;;;;;x
RIP.30300.title;Rumors of an Immortal;Rumeurs d'immortalité;Gerüchte eines Unsterblichen;;Rumores de un Inmortal;;;;;;;;;x
RIP.30300.title.b;A scrawled letter arrives;Une lettre griffonnée arrive;Ein gekritzelter Brief trifft ein.;;La llegada de una carta emborronada;;;;;;;;;x
RIP.30300.d.highlander;Word has reached you that there is another Immortal, Ramirez, who is seeking you out. This Spaniard has heard of your Immortality and has vowed to put it to an end. While his motivations are unknown, his intentions appear clear and it is only a matter of time until he finds you.;Il paraît qu'il y a un autre immortel, Ramirez, qui vous recherche. Cet Espagnol a entendu parler de votre immortalité et a juré d'y mettre un terme. Tandis que ses motivations sont inconnues, ses intentions paraissent claires et ce n'est qu'une affaire de temps avant qu'il ne vous trouve.;Ihr habt Gerüchte vernommen, dass es einen anderen Unsterblichen gibt, Ramirez, der nach Euch sucht. Dieser Spanier hat von Eurer Unsterblichkeit gehört, und geschworen, ihr ein Ende zu setzen. Seine Motive sind zwar unbekannt, seine Absichten jedoch eindeutig und es ist nur eine Frage der Zeit, bis er Euch findet.;;Oyes rumores de que hay otro Inmortal, Ramirez, que te está buscando. Dicho español ha oído sobre tu inmortalidad y ha jurado ponerle fin. Aunque se desconocen sus motivos, sus intenciones sí están claras, y solo es cuestión de tiempo que dé con tu paradero.;;;;;;;;;x
RIP.30300.d.evildude;Word of a monstrous man has reached you. This sadistic creature, known as Uran, is also Immortal and has dedicated his long life to inflicting cruelty upon others in the most terrible ways he can imagine. Rumors say his cruelty is only outmatched by his all-consuming jealousy, and hearing of another Immortal has driven him into a frothing rage. If these rumors are to be believed, he is certain track you down and attempt to kill you sooner rather than later...;Des rumeurs vous sont parvenues au sujet d'un homme monstrueux. Cet être sadique, qui s'appelle Uran, est aussi un immortel et il a passé sa longue vie à infliger aux autres les sévices les plus horribles qui puissent être. Sa cruauté est seulement surpassée par sa jalousie dévorante, et entendre parler d'un autre immortel l'aurait fait écumer de rage. Il serait même à votre recherche afin de vous tuer le plus vite possible.;Ihr habt Gerüchte über einen monströsen Menschen vernommen. Dieses sadistische Wesen ist als Uran bekannt. Er ist auch ein Unsterblicher und hat sein langes Leben dazu gewidmet, anderen auf die schrecklichst mögliche Weise Grausamkeiten zuzufügen. Gerüchten zufolge wird seine Grausamkeit nur von einer alles verzehrenden Eifersucht übertroffen. Er hat gehört, dass es noch einen anderen Unsterblichen gibt und ist in schäumenden Wahn ausgebrochen. Wenn man diesen Gerüchten Glauben schenken kann, wird er Euch mit Sicherheit ausfindig machen und früher oder später versuchen, Euch zu töten ...;;Te han llegado rumores de un hombre monstruoso. Dicha criatura sádica, conocida como Uran, también es Inmortal y ha dedicado su larga vida a derrochar crueldad sobre los demás de una manera inimaginable. Se rumorea que su crueldad es tanta como su envidia obsesiva, y al saber de la existencia de otro Inmortal, se ha despertado una ira irrefrenable en su ser. Si los rumores son ciertos, no cabe duda de que hallará tu paradero y tratará de matarte antes o después...;;;;;;;;;x
RIP.30300.d.goodguy;Of late you have been hearing tales of another Immortal, Arthur. This man, this paragon of goodness, seems to have devoted his life to helping others and righting wrongs. It seems like a dull life, but everyone needs a hobby you suppose. You have never considered yourself a bad sort, perhaps a little boisterous at times, but Arthur seems to have some kind of grudge against you. Phrases such as 'ending the reign of terror' and 'stopping the unending bloodshed' have been bandied about. It all seems very excessive.;Dernièrement, vous avez entendu des histoires au sujet d'un Immortel, Arthur. Cet homme, ce parangon de bonté, semble avoir consacré sa vie à aider les autres et à redresser les torts. Sans doute une vie terne, mais vous supposez que tout le monde a besoin d'un passe-temps. Vous n'avez jamais pensé être une mauvaise personne, même si vous pouvez parfois être un peu turbulent[Root.GetNoneE], mais Arthur semble avoir une sorte de rancune envers vous. Des expressions telles que « mettre fin au règne de la terreur » et « arrêter l'interminable effusion de sang » ont été avancées. Tout cela semble très excessif.;In letzter Zeit sind Euch Geschichten über einen anderen Unsterblichen, Arthur, zu Ohren gekommen. Dieser Mann, ein wahrer Tugendbold, scheint sein Leben dazu zu widmen, anderen zu helfen und Fehler wiedergutzumachen. Scheint ein sehr ödes Leben zu sein, aber jeder braucht wohl ein Hobby. Ihr habt Euch nie selbst für schlecht gehalten, vielleicht hin und wieder etwas übermütig, aber Arthur scheint anscheinend was gegen Euch zu haben. Phrasen wie "der Terrorherrschaft ein Ende setzen", und "das endlose Blutvergießen beenden" scheinen in aller Munde zu sein. Scheint alles sehr übertrieben.;;"Últimamente has oído historias sobre otro ser Inmortal, Arthur. Ese ser, ese ejemplo de bondad, parece haber dedicado su vida a ayudar a los demás y a resarcir sus errores. Podría parecer una vida insulsa, pero supones que todos necesitamos una ocupación. Nunca te has considerado mala persona, quizás un poco beligerante a veces, pero Arthur siente algún tipo de rencor por ti. Ha mencionado frases como ""terminar con la era del terror"" y ""detener este baño de sangre eterno"". Parece excesivo.";;;;;;;;;x
RIP.30300.d.shieldmaiden;Bards sing of a Shieldmaiden named Torhild, or perhaps she is a Valkyrie walking the earth. Regardless, it is said she is another Immortal and that she thrives on battle. In the most popular ballad she fights her greatest duel against an immortal man named Caine, and after her victory she weeps because she will never again find such a worthy foe. If these tales are true, she may well seek you out and challenge you to a duel.;Les bardes chantent les exploits de Torhild, une skjaldmö ou une Valkyrie foulant la terre. Quoi qu'il en soit, il est dit que c'est une immortelle et qu'elle se nourrit de batailles. Dans la ballade la plus populaire, elle se bat dans son plus grand duel contre un homme immortel nommé Caine, et après sa victoire, elle pleure parce qu'elle ne trouvera jamais à nouveau un tel adversaire. Si ces histoires sont vraies, elle pourrait bien vous être à votre recherche pour vous défier en duel.;Die Barden singen von einer Schildmaid namens Torhild, oder vielleicht ist sie eine Walküre auf Erden. Egal, sie soll eine andere Unsterbliche sein, die im Kampf aufblüht. In der beliebtesten Ballade kämpft sie ihr größtes Duell gegen einen Unsterblichen namens Caine, und nach ihrem Sieg weint sie, weil sie nie wieder einen so galanten Gegner finden wird. Sollten diese Geschichten stimmen, kann es gut sein, dass sie Euch aufsucht und zu einem Duell herausfordert.;;Los bardos cantan sobre una doncella escudera llamada Torhild, aunque quizás sea una valkiria que ha bajado a la tierra. Bueno, da igual. Dicen que es otra Inmortal y que la guerra le ayuda a prosperar. La balada más popular cuenta que en su mejor duelo se enfrenta a un Inmortal llamado Caine, y que tras su victoria llora porque nunca encontrará a un enemigo tan respetable. Si la historia es cierta, podría buscarte a ti y desafiarte a un duelo.;;;;;;;;;x
RIP.30300.d.horse;While the penmanship is atrocious you notice that, curiously, the word-choice indicates a fairly intelligent writer:\n'I do not appreciate imitators, especially in such a blatant display which could draw attention to all of our kind. I am coming for you. You cannot outrun me. I shall burn your city to the ground, it won't be the first I have destroyed. I shall lay waste to your people and trample your legacy into the dirt, as I have done before to greater men. History will view you as a lunatic who destroyed themselves through pride and folly. Await me in terror.'\nThe letter is not signed.;Bien que la calligraphie soit atroce, vous remarquez que, curieusement, le choix des mots indique un écrivain assez intelligent: \n« Je n'apprécie pas les imitateurs, surtout un si peu discret qui pourrait attirer l'attention sur l'ensemble de notre genre. Je viens pour vous. Vous ne pouvez pas me distancer. Je réduirai en cendres votre cité, qui ne sera pas la première. Je dévasterai votre peuple et piétinerai votre héritage, comme je l'ai fait avant avec de plus grands hommes. L'histoire vous considérera comme un lunatique que son orgueil et sa folie ont détruit. Attendez-moi dans la terreur. »\nLa lettre n'est pas signée.;Das Gekritzel mag zwar grauenhaft sein, aber seltsamerweise fällt Euch auf, dass die Wortwahl auf einen ziemlich intelligenten Verfasser schließen lässt:\n"Ich weiß Nachahmer nicht zu schätzen, besonders in einem derartig eklatanten Auftreten, dass die Aufmerksamkeit auf alle unserer Art lenken könnte. Ich werde Euch aufsuchen. Ihr könnt mir nicht entkommen. Ich werde Eure Stadt in Schutt und Asche legen, es wäre nicht die erste, die ich zerstört habe. Ich werde Euer Volk vernichten und Eure Hinterlassenschaft in Grund und Boden stampfen, wie ich das schon mit größeren Männern getan habe. Die Geschichte wird Euch als Wahnsinnigen betrachten, der aus Stolz und Eselei unterging. Zittert vor mir."\nDer Brief wurde nicht unterschrieben.;;"Aunque la caligrafía es atroz, adviertes que, curiosamente, el estilo sugiere bastante inteligencia por parte del escritor:\n""No me gustan los imitadores, sobre todo con un alarde tan imprudente que pudiera atraer la atención de los nuestros. Voy a por ti. No puedes vencerme. Reduciré tu ciudad a cenizas. No será la primera vez. Devastaré a tu pueblo y enterraré tu legado, como ya hice con otros grandes hombres. La historia te recordará como a alguien lunático que lo perdió todo por culpa de su orgullo y su estupidez. Espérame en el terror"".\nLa carta no está firmada.";;;;;;;;;x
RIP.30300.a;Bring them on!;Venez, je vous attends !;Na komm schon!;;¡Acepto el desafío!;;;;;;;;;x
RIP.30300.b;I don't like the sound of this!;Cela ne me dit rien qui vaille !;Das hört sich ja gar nicht gut an!;;¡No me gusta la idea!;;;;;;;;;x
RIP.30300.c;It's not as if I flay people. Often.;Ce n'est pas comme si je fouettais les gens. Du moins, pas souvent.;Ist ja nicht so, als würde ich Leute schinden. Jedenfalls nicht oft.;;Yo no soy de los que van por ahí desollando a la gente. A menudo.;;;;;;;;;x
RIP.30301.title;Your Rival has found you!;Votre rival[immortal_rival.GetNoneE] vous a trouvé !;Euer Rivale hat Euch gefunden!;;¡Tu rival te ha encontrado!;;;;;;;;;x
RIP.30301.d.highlander;As you step out your rooms you barely have time to wonder where your guards are before you are confronted by [immortal_rival.GetFirstName]\n'Your life ends now!' he shouts, raising his sword.;Alors que vous sortez de votre chambre, vous avez à peine le temps de vous demander où sont vos gardes avant d'être confronté à [immortal_rival.GetFirstName].\n« Votre vie doit prendre fin ! », crie-t-il, brandissant son épée.;Als Ihr aus Euren Gemächern kommt, habt Ihr kaum die Zeit, Euch zu fragen, wo Eure Wachen sind, bevor Euch [immortal_rival.GetFirstName] konfrontiert.\n"Dein Leben ist zu Ende!", ruft er und hebt sein Schwert.;;"Según pones un pie fuera de tus aposentos, apenas tienes tiempo de preguntarte dónde están tus guardias y te ves cara a cara con [immortal_rival.GetFirstName]\n""¡Tu vida acaba hoy!"", grita mientras levanta su espada.";;;;;;;;;x
RIP.30301.d.evildude;As you step out your rooms you barely have time to wonder where your guards are before you are confronted by [immortal_rival.GetFirstName]\n 'Time to die, you [GetFromRootInsult]!' he growls, hefting his sword.;Alors que vous sortez de votre chambre, vous avez à peine le temps de vous demander où sont vos gardes avant d'être confronté à [immortal_rival.GetFirstName].\n« C'est l'heure de mourir, espèce [GetFromRootInsultNounAdj] ! », grogne-t-il, soulevant son épée.;Als Ihr aus Euren Gemächern kommt, habt Ihr kaum die Zeit, Euch zu fragen, wo Eure Wachen sind, bevor Euch [immortal_rival.GetFirstName] konfrontiert.\n"Stirb!", knurrt er und zückt sein Schwert.;;"Según pones un pie fuera de tus aposentos, apenas tienes tiempo de preguntarte dónde están tus guardias y te ves cara a cara con [immortal_rival.GetFirstName]\n""¡Te ha llegado la hora, [GetFromRootInsult]!"", gruñe mientras levanta su espada.";;;;;;;;;x
RIP.30301.d.goodguy;As you step out your rooms notice the odd absence of your guards for a moment before [immortal_rival.GetFirstName] steps out in front of you.\n'It is time to bring an end to you,' he says, somewhat sadly, 'make your peace with your god.';Alors que vous sortez de votre chambre, vous remarquez l'absence de vos gardes l'espace d'un instant avant que [immortal_rival.GetFirstName] n'apparaisse devant vous.\n« Il est temps de mettre un terme à votre existence » dit-il, un peu triste, « et de vous réconcilier votre dieu ».;Als Ihr aus Euren Gemächern kommt, bemerkt Ihr einen Moment lang, dass die Wachen seltsamerweise fehlen, bevor [immortal_rival.GetFirstName] vor Euch tritt.\n"Es ist an der Zeit, dass ich Euch ein Ende setze", murmelt er fast traurig, "schließe Frieden mit deinem Gott.";;"Según pones un pie fuera de tus aposentos, por un instante notas la extraña ausencia de tus guardias antes de que [immortal_rival.GetFirstName] se plante ante ti. \n""Es hora de poner fin a tu vida"" y añade con tono triste: ""Queda en paz con tu dios"".";;;;;;;;;x
RIP.30301.d.shieldmaiden;The hallway is deserted of everyone except an armored women you suspect is [immortal_rival.GetFirstName]. Your suspicions are confirmed when she introduces herself and challenges you to a duel.;La grande salle est déserte hormis une femme en armure que vous soupçonnez être [immortal_rival.GetFirstName]. Vos soupçons sont confirmés lorsqu'elle se présente et vous défie en duel.;Der Gang ist verlassen, bis auf eine Frau in Rüstung, von der Ihr annehmt, es sei [immortal_rival.GetFirstName]. Euer Verdacht ist bestätigt, als sie sich vorstellt und Euch zum Duell herausfordert.;;La galería está desierta. No hay nadie excepto una mujer armada que sospechas es [immortal_rival.GetFirstName]. Tus sospechas se confirman cuando se presenta y te desafía a un duelo.;;;;;;;;;;x
RIP.30301.d.horse;The corridor is splatted with blood and the bodies of your guards lie broken and trampled everywhere you look. A massive horse stands in the midst of the slaughter, steam rising from his flanks. You notice the mangled body of [immortal_horse_victim.GetBestName] by his hooves.\n'I am Incitatus, trampler of nations!' he announces 'I brook no imitations. You're next.';Le couloir est aspergé de sang et les corps de vos gardes jonchent le sol. Un cheval massif se dresse au milieu du massacre, de la vapeur s'élevant depuis ses flancs. Vous remarquez le corps de [immortal_horse_victim.GetBestName], mutilé à coups de sabot. \n« Je suis Incitatus, piétineur de pays ! », annonce-t-il. « Je ne tolère aucune imitation. Vous êtes [Root.GetLeLa] prochain[Root.GetNoneE] ».;Der Gang ist voller Blutspritzer und die Leichen Eurer Wachen liegen überall zermalmt und zertrampelt herum. Inmitten des Gemetzels steht ein riesiges Ross, von dessen Flanken Dampf aufsteigt. Ihr bemerkt die verstümmelte Leiche von [immortal_horse_victim.GetBestName] neben seinen Hufen.\n"Ich bin Incitatus, Trampler von Nationen!", tönt er. "Ich dulde keine Imitationen. Ihr seid als Nächstes an der Reihe.";;"Hay salpicones de sangre por el pasillo y los cuerpos de tus guardias yacen quebrantados y pisoteados allá donde miras. Un caballo enorme permanece parado en medio de la matanza. Un vapor emerge de sus flancos. Encuentras el cuerpo de Pezuña Brillante destrozado por sus cascos.\n""¡Soy Incitatus, pisoteador de naciones!"", y declara: ""No admito farsantes. Es tu turno"".";;;;;;;;;x
RIP.30301.d.horse2;The corridor is splatted with blood and the bodies of your guards lie broken and trampled everywhere you look. A massive horse stands in the midst of the slaughter, steam rising from his flanks. You notice the mangled body of [immortal_horse_victim.GetBestName] by his hooves.\n'I am Incitatus, trampler of nations!' he announces 'I herd you had put a horse on your council, but it seems I was misinformed. Nonetheless, you're next.';Le couloir a été aspergé de sang et les corps de vos gardes jonchent le sol. Un cheval massif se dresse au milieu du massacre, de la vapeur s'élevant depuis ses flancs. Vous remarquez le corps de [immortal_horse_victim.GetBestName] mutilé à coups de sabot. \n« Je suis Incitatus, piétineur de pays ! », annonce-t-il. « J'ai entendu que vous aviez placé un cheval à votre Conseil, mais il semble que j'ai été mal renseigné. Vous êtes [Root.GetLeLa] prochain[Root.GetNoneE] ».;Der Gang ist voller Blutspritzer und die Leichen Eurer Wachen liegen überall zermalmt und zertrampelt herum. Inmitten des Gemetzels steht ein riesiges Ross, von dessen Flanken Dampf aufsteigt. Ihr bemerkt die verstümmelte Leiche von [immortal_horse_victim.GetBestName] neben seinen Hufen.\n"Ich bin Incitatus, Trampler von Nationen", tönt er. "Ich habe gehört, dass Ihr ein Pferd in einen Rat ernannt habt, aber anscheinend wurde ich da falsch informiert. Trotzdem seid Ihr als Nächstes an der Reihe.";;"Hay salpicones de sangre por el pasillo y los cuerpos de tus guardias yacen quebrantados y pisoteados allá donde miras. Un caballo enorme permanece parado en medio de la matanza. Un vapor emerge de sus flancos. Encuentras el cuerpo de [immortal_horse_victim.GetBestName] destrozado por sus cascos.\n""¡Soy Incitatus, pisoteador de naciones!, y declara: ""Oí que habías puesto un caballo en tu consejo, pero parece que era un rumor. No obstante, es tu turno"".";;;;;;;;;x
RIP.30302.d;Without hesitation you tear your sword from its sheath and leap to the attack. [immortal_rival.GetFirstName] seems startled by the ferocity of your onslaught is barely able to parry your first few blows. You feign a small overextension of your thrust and [immortal_rival.GetSheHe] takes the bait: As [immortal_rival.GetSheHe] attempt a counter-attack your blade snaps down and takes [immortal_rival.GetHerHis] hand clean off at the wrist. Before [immortal_rival.GetSheHe] can do more than gasp at the sudden pain your sword whips up and around, slicing [immortal_rival.GetHerHis] head from [immortal_rival.GetHerHis] shoulders.;Sans hésitation, vous sortez votre épée de son fourreau et partez à l'assaut. [immortal_rival.GetFirstName], surpris[immortal_rival.GetNoneE] par la férocité de votre attaque, est à peine capable de parer vos premiers coups. Vous feignez de pousser une botte et [immortal_rival.GetIlElle] mord à l'hameçon. Alors qu'[immortal_rival.GetIlElle] tente une contre-attaque, votre lame s'abat sur [immortal_rival.GetLuiElle] et sectionne sa main au niveau du poignet. Avant qu'[immortal_rival.GetIlElle] ne puisse faire plus que haleter après la soudaine douleur, vous lui tranchez la tête.;Ohne zu zögern zückt Ihr Euer Schwert und greift an. [immortal_rival.GetFirstName] scheint von Eurem wilden Angriff überrascht und kann Eure ersten Hiebe kaum parieren. Ihr täuscht einen langen Hieb vor und [immortal_rival.GetSheHe] fällt darauf herein: Beim Versuch eines Gegenangriffs blitzt Eure Klinge nach unten und hackt [immortal_rival.GetHerHis]e Hand sauber ab. Bevor Euer Gegner auch nur wegen des plötzlichen Schmerzes aufschreien kann, wirbelt Euer Schwert kreisförmig nach oben und enthauptet ihn.;;Sin dudarlo, desenvainas tu espada y te lanzas al ataque. La ferocidad de tu acometida parece sorprender a [immortal_rival.GetFirstName] y es casi incapaz de esquivar tus primeros golpes. Finges que vas a realizar una estocada algo más larga y [immortal_rival.GetSheHe] muerde el anzuelo: cuando intenta contraatacar, tu hoja esgrime un golpe sobre su muñeca y le rebana la mano. Antes de que pueda hacer otra cosa que emitir un grito ahogado por el dolor, tu espada asesta un golpe en círculo hacia arriba, cortándole la cabeza.;;;;;;;;;x
RIP.30302.a;All too easy, [immortal_rival.GetFirstName]!;Trop facile, [immortal_rival.GetFirstName] !;Viel zu einfach, [immortal_rival.GetFirstName]!;;¡Demasiado fácil, [immortal_rival.GetFirstName]!;;;;;;;;;x
