#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gamer;Game Master;Expert en jeux;Meisterspieler;;Maestro de juego;;;;;;;;;x
desc_wol_raja_dharma;This character has followed the tenets of Dharma and proven to be an exceptional ruler.;Ce personnage suit les principes de Dharma et a montré qu'il était un souverain exceptionnel.;Diese Person folgt den Grundsätzen des Dharma und verfügt über außergewöhnliche Fähigkeiten als Herrscher.;;Este personaje ha seguido los principios de Dharma y ha resultado ser un jefe excepcional.;;;;;;;;;x
nick_the_rash;the Rash;l'Imprudent;der/die Vorschnelle;;la Erupción;;;;;;;;;x
wol_legendary_wisdom;Legendary Wisdom;Sagesse légendaire;Legendäre Weisheit;;Sabiduría legendaria;;;;;;;;;x
desc_wol_legendary_wisdom;The wisdom of this character is renowned throughout the lands.;La sagesse de ce personnage est connue de tous.;Die Weisheit dieser Person ist im ganzen Land bekannt.;;La sabiduría de este personaje es célebre en todas partes las tierras.;;;;;;;;;x
wol_respected_ruler;Respected Ruler;Souverain respecté;Angesehener Herrscher;;Gobernante respetado;;;;;;;;;x
desc_wol_respected_ruler;This character has won respect as a ruler.;Ce personnage s'est fait respecter en tant que souverain.;Diese Person hat als Herrscher an Ansehen gewonnen.;;Este personaje ha ganado el respeto como gobernante.;;;;;;;;;x
EVTDESC_WOL_114;[FromFromFrom.GetTitledFirstName], the target of my seduction, is now my [GetFromFromFromRelation], making further efforts rather pointless.;[FromFromFrom.GetTitledFirstName], que je cherche à séduire, est maintenant m[FromFromFrom.GetOnA] [GetFromFromFromRelation]. Tout effort supplémentaire est inutile.;[FromFromFrom.GetTitledFirstName], das Ziel meiner Verführung, ist nun mein/e [GetFromFromFromRelation], daher sind weitere Bemühungen unnötig.;;[FromFromFrom.GetTitledFirstName], el objetivo de mi seducción, ahora es mi [GetFromFromFromRelation], haciendo bastante inútiles esfuerzos posteriores.;;;;;;;;;x
EVTOPTA_WOL_114;[FromFromFrom.GetSubjectPronounCap] is mine anyway;[FromFromFrom.GetIlElleCap] est à moi quoi qu'il arrive;[FromFromFrom.GetSubjectPronounCap] habe ich bereits erobert.;;[FromFromFrom.GetSubjectPronounCap] de todos modos es mío/a.;;;;;;;;;x
EVTOPTA_WOL_202;I won't give up just yet;Je n'abandonnerai pas tout de suite;Ich gebe noch nicht auf;;Aún no me rendiré.;;;;;;;;;x
EVTDESC_WOL_2230;My agent in [target_captive.Host.GetTitledFirstNameNoRegnal]'s court, [target_agent.GetBestName], is no longer able to carry out the mission.;Mon agent à la cour de [target_captive.Host.GetTitledFirstNameNoRegnal], [target_agent.GetBestName], n'est plus en mesure de mener sa mission à bien.;Mein Helfershelfer am Hof von [target_captive.Host.GetTitledFirstNameNoRegnal] [target_agent.GetBestName] kann die Mission nicht mehr ausführen.;;Mi agente en la corte de [target_captive.Host.GetTitledFirstNameNoRegnal], [target_agent.GetBestName], ya no es capaz de realizar la misión.;;;;;;;;;x
EVTOPTA_WOL_2230;I will have to look for another contact...;Je devrai en trouver un autre...;Ich muss eine neue Kontaktperson finden...;;Tendré que buscar otro contacto...;;;;;;;;;x
EVTDESC_WOL_2231;Dear [Root.GetTitledFirstNameNoRegnal], I fear that the plan I have devised to liberate [target_captive.GetBestName] will cost more money than I had estimated. If you still wish see [target_captive.GetObjectPronoun] free, please send me the necessary funds.\n\nYour friend, [target_agent.GetBestName];Ch[Root.GetErEre] [Root.GetTitledFirstNameNoRegnal], j'ai peur que mon projet de libérer [target_captive.GetBestName] ne coûte plus cher que prévu. Si vous souhaitez toujours sa libération, veuillez me faire parvenir les fonds nécessaires.\n\nVotre ami[target_agent.GetNoneE], [target_agent.GetBestName];Oh [Root.GetTitledFirstNameNoRegnal], ich befürchte, dass mein Plan zur Befreiung von [target_captive.GetBestName] kostspieliger wird als ursprünglich gedacht. Falls Ihr [target_captive.GetObjectPronoun] immer noch befreien wollt, schickt mir bitte die nötigen Mittel.\n\nEuer Freund, [target_agent.GetBestName];;Querido/a [Root.GetTitledFirstNameNoRegnal], me temo que el plan he diseñado para liberar a [target_captive.GetBestName] costará más dinero del que había estimado. Si aún deseas ver[target_captive.GetObjectPronoun] libre, por favor envíame los fondos necesarios.\n\nTu amigo/a[target_agent.GetBestName];;;;;;;;;x
EVTOPTA_WOL_2231;I guess I have no choice...;Je n'ai pas le choix...;Ich habe wohl keine andere Wahl ...;;Supongo que no tengo otra opción...;;;;;;;;;x
EVTOPTC_WOL_2231;Time to abandon this plan;Abandonnons là ce projet;Der Plan muss abgeblasen werden;;Es hora de abandonar a este plan;;;;;;;;;x
EVTDESC_WOL_2232;Despite my best efforts, I still have not managed to find anyone at the court of [target_captive.Host.GetTitledFirstName] who would be willing to help [target_captive.GetBestName] escape.;Malgré tous mes efforts, je n'ai toujours pas réussi à trouver quelqu'un à la cour de [target_captive.Host.GetTitledFirstName] qui accepte d'aider [target_captive.GetBestName] à s'échapper.;Trotz meiner Bemühungen habe ich immer noch niemanden am Hof von [target_captive.Host.GetTitledFirstName] ausfindig machen können, der bereit wäre, bei der Befreiung von [target_captive.GetBestName] zu helfen.;;A pesar de mis mejores esfuerzos, aún no he logrado encontrar a nadie en la corte de [target_captive.Host.GetTitledFirstName] que esté dispuestos a ayudar a la fuga de [target_captive.GetBestName].;;;;;;;;;x
EVTOPTA_WOL_2232;Keep looking;Poursuivre les recherches;Suche fortsetzen;;Sigue buscando;;;;;;;;;x
EVTOPTB_WOL_2232;I give up!;J'abandonne !;Ich gebe auf!;;!Me rindo!;;;;;;;;;x
EVTOPTA_WOL_3003;I shall be genial and well liked;Je veux être génial, je veux qu'on m'apprécie;Ich werde originell und beliebt sein;;Seré cordial y apreciado;;;;;;;;;x
EVTOPTB_WOL_3003;I shall master the game of life;Je veux maîtriser le jeu de la vie;Ich werde das Spiel des Lebens meistern;;Dominaré el juego de la vida;;;;;;;;;x
EVTDESC_WOL_10101;[From.GetTitledFirstName] has previously expressed a desire to find ways to bring more wealth to the [From.PrimaryTitle.GetTier] of [From.PrimaryTitle.GetName]. Now it seems there has arisen an opportunity to set up a new and possibly lucrative trade route.;[From.GetTitledFirstName] a par le passé exprimé le désir d'enrichir [From.PrimaryTitle.GetTier] de [From.PrimaryTitle.GetName]. L'opportunité se présente de créer une route commerciale possiblement lucrative pour [From.GetTitle.GetFullName].;[From.GetTitledFirstName] hat früher bereits den Wunsch geäußert, den Reichtum von das [From.PrimaryTitle.GetTier] von [From.PrimaryTitle.GetName] zu mehren. Nun bietet sich mir die Gelegenheit, eine Handelsroute für [From.GetTitle.GetFullName] aufzubauen.;;[From.GetTitledFirstName] había expresado con anterioridad el deseo de traer la riqueza al [From.PrimaryTitle.GetTier] de [From.PrimaryTitle.GetName]. Se me ha presentado la oportunidad de establecer una ruta comercial para el [From.GetTitle.GetFullName].;;;;;;;;;x
EVTOPTA_WOL_10101;Discuss it with [From.GetTitledFirstName].;En parler à [From.GetTitledFirstName].;Präsentiert [From.GetTitledFirstName] Euren Plan;;Preséntaselo a [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTB_WOL_10101;I have more important matters to attend to.;J'ai d'autres priorités.;Ich habe Wichtigeres zu tun.;;Tengo asuntos más importantes.;;;;;;;;;x
EVTDESC_WOL_10102;Your [From.GetJobTitle] comes to see you one afternoon. [From.GetSheHeCap] explains that [From.GetSheHe] has devised a plan to bring in exotic goods by setting up a trade route with a foreign realm. This would of course require a sizeable monetary investment but the potential profits would also be great.;Au cours de l'après-midi, votre [From.GetJobTitle] vient vous parler de son projet de faire venir des denrées exotiques de l'étranger grâce à la mise en place d'une route commerciale. Malgré l'investissement élevé, les profits pourraient l'être encore plus.;Am Nachmittag sucht Euch der/die [From.GetJobTitle] auf und erläutert einen Plan, wie exotische Waren ins Reich zu importieren wären. [From.GetSheHeCap] schlägt vor, eine Handelsroute zu einem ausländischen Reich aufzubauen. Dazu wäre zwar eine teure Handelsexpedition nötig, langfristig winken jedoch große Profite.;;Durante la tarde tu [From.GetJobTitle] sube a explicarte [From.GetHerHis] plan para traer bienes exóticos al reino. [From.GetSheHeCap] aconseja establecer una ruta comercial con un reino extranjero, aunque esto requiere una expedición cara que podría resultar completamente provechosa.;;;;;;;;;x
EVTOPTA_WOL_10102;Let's organize an expedition.;Montons cette expédition.;Stellen wir die Handelsexpedition zusammen.;;Vamos a preparar la expedición.;;;;;;;;;x
EVTOPTB_WOL_10102;My money has better uses.;Mon argent sera mieux utilisé ailleurs.;Ich kann mein Geld sinnvoller einsetzen.;;Mi dinero tiene mejores usos.;;;;;;;;;x
EVTDESC_WOL_10103;The time has come to purchase pack animals for our planned merchant expedition. Strong and sturdy beasts are available at the market but they come at quite a hefty price.;Il est temps de doter la caravane marchande de bêtes de somme pour qu'elle parte en expédition. Vous recherchez des animaux forts et endurants, l'idéal pour ce travail. Cependant, leur coût est très élevé.;Wir müssen nun unsere Handelskarawane mit Packtieren ausstatten. Für eine solche Handelsexpedition sind starke und robuste Tiere am besten geeignet. Allerdings kosten sie eine Stange Geld.;;Es hora de equipar a nuestra caravana mercante con animales de carga para nuestra expedición comercial. Buscas bestias fuertes y resistentes que serían perfectas para este trabajo pero tienen un precio considerable.;;;;;;;;;x
EVTOPTA_WOL_10103;Purchase them. We'll need the best ones available.;Acheter les bêtes pour le voyage.;Kauft die Packtiere für die Reise.;;Compra los animales de carga para el viaje.;;;;;;;;;x
EVTOPTB_WOL_10103;Hire a crew of bandits to steal the animals.;Embaucher des brigands qui voleront les bêtes.;Gebt einer Banditenbande den Auftrag, die Packtiere zu stehlen.;;Contrata un grupo de bandidos para robar los animales de carga.;;;;;;;;;x
EVTOPTC_WOL_10103;On second thought, I really can't afford this.;J'ai bien réfléchi, je n'en ai pas les moyens.;Wenn ich darüber nachdenke, kann ich mir die Reise im Moment gar nicht leisten.;;Ahora que lo pienso mejor, no me puedo permitir el viaje de momento.;;;;;;;;;x
EVTDESC_WOL_10104;The time has come to outfit a ship for our trading expedition. The harbormaster shows you a large ship with a sizeable cargo hold that would be perfect for this job, but it does come at quite a hefty price.;Il est temps de doter l'expédition d'un navire. Le capitaine du port vous montre un imposant vaisseau doté d'une vaste soute, qui serait parfait pour l'occasion. Seulement, son prix est très élevé.;Wir müssen nun ein Schiff für unsere Handelsexpedition besorgen. Der Hafenmeister hat ein großes Schiff mit reichlich Laderaum, das optimal für diese Aufgabe geeignet wäre. Allerdings kostet es eine Stange Geld.;;Es hora de equipar un barco para nuestra expedición comercial. El capitán de puerto muestra un gran barco con una gran capacidad de carga que sería perfecto para este trabajo, pero tiene un precio considerable.;;;;;;;;;x
EVTOPTA_WOL_10104;Buy the merchant ship for the journey.;Acheter le navire pour le voyage.;Kauft das Handelsschiff für die Reise.;;Compra el buque mercante para el viaje.;;;;;;;;;x
EVTOPTB_WOL_10104;Hire a crew of bandits to steal the ship.;Embaucher des brigands qui voleront le navire.;Gebt einer Banditenbande den Auftrag, das Schiff zu stehlen.;;Contrata un grupo de bandidos para para robar el barco.;;;;;;;;;x
EVTOPTC_WOL_10104;On second thought, I really can't afford this.;J'ai bien réfléchi, je n'en ai pas les moyens.;Wenn ich darüber nachdenke, kann ich mir die Reise im Moment gar nicht leisten.;;Ahora que lo pienso mejor, no me puedo permitir el viaje de momento.;;;;;;;;;x
EVTDESC_WOL_10105;The word has spread that you're planning a trading expedition, and a group of [Root.Religion.GetPriestTitle]s have arrived at your court with a request. They are offering temple funds for the journey if you will allow them to come along on the journey.;On raconte que vous préparez un voyage commercial et des [Root.Religion.GetPriestTitle]s se présentent à votre cour. Ils vous proposent une partie des fonds de leur église si vous acceptez de les emmener avec vous vers le royaume étranger.;Es hat sich herumgesprochen, dass Ihr eine Handelsreise plant. Einige Geistliche haben sich an Eurem Hof eingefunden. Sie möchten mitreisen und sind bereit, mit Kirchengeldern dafür zu bezahlen.;;Corre la voz que estás planeando un viaje de comercial y algunos [Root.Religion.GetPriestTitle] han llegado a tu corte. Ofrecen algunos fondos de la iglesia para el viaje si puedan venir contigo al reino extranjero.;;;;;;;;;x
EVTOPTA_WOL_10105;Of course, it will be an honor to have you with us.;Bien sûr, ce sera un honneur de vous avoir avec nous.;Natürlich. Es wäre uns eine Ehre, gemeinsam zu reisen.;;Por supuesto. Será un honor para con nosotros.;;;;;;;;;x
EVTOPTB_WOL_10105;No, I can't risk them getting in the way.;Je ne peux pas prendre le risque de les voir s'impliquer.;Ich kann es nicht riskieren, dass sie uns in die Quere kommen.;;No me puedo arriesgar a que se entrometan.;;;;;;;;;x
EVTDESC_WOL_10106;The [Root.Religion.GetPriestTitle]s have been giving the crew nervous glares for a couple of days now and today confronted you voicing concerns about traveling with thieves and bandits. They say that [Root.Religion.GetName] faithful should not consort with such people.;Cela fait deux jours que les [Root.Religion.GetPriestTitle]s regardent l'équipage d'un oeil inquiet. Aujourd'hui, ils viennent vous faire part de leur inquiétude de voyager en compagnie de voleurs et de bandits. Ils vous expliquent qu'il n'est pas approprié pour des fidèles [Root.GetReligionMascPl] de collaborer avec ce genre de personnes.;Die Geistlichen beäugen schon seit Tagen nervös die Besatzung. Heute haben sie Euch gegenüber Bedenken angemeldet, zusammen mit Dieben und Banditen reisen zu müssen. Weiterhin geben sie zu bedenken, dass die Gebote der Religion [Root.Religion.GetName] es ihnen nicht erlauben würden, mit derartigen Menschen gemeinsame Sache zu machen.;;El [Root.Religion.GetPriestTitle] ha estado echando miradas nerviosas a la tripulación durante un par de días y ahora se encara contigo preocupado por viajar con ladrones y bandidos. Sigue argumentando que no es propio del [Root.Religion.GetName] colaborar con la gente de tal ocupación.;;;;;;;;;x
EVTOPTA_WOL_10106;Oh well.;Je n'y peux rien...;Na gut.;;Bueno.;;;;;;;;;x
EVTOPTB_WOL_10106;We're helping these men to a life without crime.;En fait, nous aidons ces gens à vivre sans commettre de crimes.;In Wirklichkeit helfen wir diesen Männern, ein Leben außerhalb der Kriminalität zu führen.;;En realidad ayudamos a estos hombres con una vida sin delito.;;;;;;;;;x
EVTDESC_WOL_10107;A message arrives informing you that [From.GetTitledFirstName] is planning to open a foreign trade route. As this route is intended to travel through your areas of interest you are surely entitled to some compensation.;Un messager vous informe d'un projet de [From.GetTitledFirstName] de créer une route commerciale. Cette route doit passer par une région qui vous intéresse et vous avez certainement le droit d'exiger des dédommagements pour perte d'opportunités commerciales.;Ihr erhaltet die Botschaft, dass [From.GetTitledFirstName] plant, eine Handelsroute ins Ausland zu errichten. Da diese Route durch Euer Einflussgebiet führt, steht Euch sicherlich eine Entschädigung für entgangene Handelsmöglichkeiten zu.;;Un mensaje te llega con noticias de los planes de [From.GetTitledFirstName] para una ruta de comercio exterior. Como esta ruta está trazada a través de su área de interés, seguramente tienes derecho a algunas compensaciones por las oportunidades comerciales perdidas.;;;;;;;;;x
EVTOPTA_WOL_10107;Demand monetary compensation.;Exiger une compensation financière.;Verlangt Entschädigungszahlungen.;;Exige la compensación monetaria.;;;;;;;;;x
EVTOPTB_WOL_10107;Never mind.;Ce n'est pas important.;Das ist unwichtig.;;No importa.;;;;;;;;;x
EVTDESC_WOL_10108;Dear [Root.GetTitledFirstName], I have been informed of your ambitions to establish new trade operations near my lands. I do hope that you intend to compensate me for this incursion into the [From.PrimaryTitle.GetFullName].\n\nSigned, \n[From.GetTitledFirstName];Ch[Root.GetErEre] [Root.GetTitledFirstName], on m'a informé de votre projet d'établir des opérations commerciales dans cette région. J'espère que les opportunités commerciales perdues par les [From.PrimaryTitle.GetFullName] en raison de votre incursion seront compensées.\n\nSigné,\n[From.GetTitledFirstName];Oh [Root.GetTitledFirstName], man hat mich über Eure Pläne informiert, in unserer Umgebung Handelsposten einzurichten. Ich hoffe stark, dass [From.PrimaryTitle.GetFullName] für diesen Verlust an Handelsmöglichkeiten, den diese Einmischung nach sich zieht, entschädigt wird.\n\nUnterzeichnet, \n[From.GetTitledFirstName];;Querido[Root.GetTitledFirstName], me han informado sobre tus ambiciones de establecer operaciones comerciales en nuestra vecindad. Espero que la pérdida de comercio que resultará para [From.PrimaryTitle.GetFullName] sea compensado.\n\nFirmado,\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA_WOL_10108;Here are some coins for the [From.GetTitle].;Voici quelques pièces pour [From.GetTitledFirstName].;Hier sind einige Münzen für den/die [From.GetTitle].;;Aquí hay algunas monedas para el [From.GetTitle].;;;;;;;;;x
EVTOPTB_WOL_10108;This is none of your business.;Ceci ne vous regarde pas.;Das geht Euch nichts an.;;Esto no es asunto tuyo.;;;;;;;;;x
EVTDESCA_WOL_10109;Dear [Root.GetTitledFirstName]. Of course you shall be compensated for our infringement.\n\nSigned, \n[From.GetTitledFirstName];Ch[Root.GetErEre] [Root.GetTitledFirstName], \n\nVous recevrez bien évidemment une compensation pour notre intrusion.\n\nSigné,\n[From.GetTitledFirstName];Oh [Root.GetTitledFirstName], natürlich werdet Ihr für unsere Einmischung entschädigt.\n\nUnterzeichnet, \n[From.GetTitledFirstName];;Querido/a [Root.GetTitledFirstName]. Por supuesto, serás compensado por nuestra infracción.\n\nFirmado, \n[From.GetTitledFirstName] ;;;;;;;;;x
EVTDESCB_WOL_10109;Dear [Root.GetTitledFirstName]. I understand your concerns but my undertakings are none of your business.\n\nSigned, \n[From.GetTitledFirstName];Ch[Root.GetErEre] [Root.GetTitledFirstName], \n\nJe comprends votre inquiétude. Cependant, mes plans ne vous concernent pas.\n\nSigné,\n[From.GetTitledFirstName];Oh [Root.GetTitledFirstName], ich habe Verständnis für Eure Bedenken, aber meine Geschäftspläne gehen Euch nichts an .\n\nUnterzeichnet, \n[From.GetTitledFirstName];;Querido/a [Root.GetTitledFirstName]. Entiendo tu preocupación pero tus negocios no son asunto tuyo.\n\nFirmado, \n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA_WOL_10109;Great!;Excellent !;Ausgezeichnet!;;!Genial!;;;;;;;;;x
EVTOPTB_WOL_10109;That pirate!;Sale pirate !;Immer diese Piraten!;;!Ese pirata!;;;;;;;;;x
EVTDESCA_WOL_10110;The bandits you hired failed with their retrieval of the pack animals. Even worse, some of them were arrested and subsequently revealed your involvement. It seems like this expedition has to be abandoned for now.;Les bandits que vous avez embauchés pour voler les bêtes de somme ont échoué. Pire encore, certains ont été arrêtés et ont parlé de vous. Il semble que cette expédition doive être remise à plus tard.;Die Banditen, die Ihr angeheuert habt, konnten die Packtiere nicht beschaffen. Im Gegenteil, sie wurden gefasst und haben Eure Mittäterschaft ausgeplaudert. Es scheint, als müsse die Handelsexpedition fürs Erste abgebrochen werden.;;Los bandidos que contrataste fracasaron en la consecución de los animales de carga. Y lo que es peor, algunos de ellos fueron detenidos y revelado tu participación. Parece que esta expedición tendrá que ser abandonada por ahora.;;;;;;;;;x
EVTDESCB_WOL_10110;The bandits you hired failed with their retrieval of the ship. Even worse, some of them were arrested and subsequently revealed your involvement. It seems like this expedition has to be abandoned for now.;Les bandits que vous avez embauchés pour voler le navire ont échoué. Pire encore, certains ont été arrêtés et ont parlé de vous. Il semble que cette expédition doive être remise à plus tard.;Die Banditen, die Ihr angeheuert habt, konnten das Schiff nicht für Euch stehlen. Schlimmer noch, manche von ihnen wurden gefasst und haben Eure Mittäterschaft ausgeplaudert. Es scheint, als müsse die Handelsexpedition fürs Erste abgebrochen werden.;;Los bandidos que contrataste fracasaron en la consecución del barco. Y lo que es peor, algunos de ellos fueron detenidos y revelaron tu participación. Parece que esta expedición tendrá que ser abandonada por ahora.;;;;;;;;;x
EVTOPTA_WOL_10110;That's terrible!;C'est une catastrophe !;Das ist ja furchtbar!;;!Es terrible!;;;;;;;;;x
