#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BM_THE_OLD_GODS_ERA_INFO;By the middle of the 9th century, the Norse raiders and adventurers known as the Vikings had already begun to set their indelible mark on the map of Europe, establishing realms in Russia and the British Isles and travelling and raiding as far as the Black Sea and the Mediterranean. The Karling rulers, descendants of Charlemagne, ruled mighty realms in France, Germany and Italy, while the Muslim religion was now firmly established in Spain under the Umayyads. The Byzantine emperor held on, though suffering under increasing pressure from the Caliphate and the Bulgarians. West of the fractured Steppes, The Magyars were poised to make their claim on the Carpathian basin. Islam was spreading rapidly in Persia under rulers such as the Saffarids, and had penetrated into the Indus valley. Further East, the Hindu Pratihara dynasty was expanding.;Vers le milieu du IXe siècle, les pillards et aventuriers nordiques connus sous le nom de Vikings commencent déjà à imprimer leur marque indélébile en Europe, établissant des royaumes en Russie et dans les îles britanniques, pillant des contrées aussi lointaines que la mer Noire et la Méditerranée. Les souverains carolingiens, descendants de Charlemagne, possédent de puissants royaumes en France, en Germanie et en Italie, tandis que l'islam détient de solides bases en Espagne avec la dynastie des Omeyyades. L'empereur byzantin connait des moments difficiles face à la pression du Califat et des Bulgares. À l'ouest des steppes, les Magyars se préparent à envahir le bassin des Carpates. L'Islam se répand rapidement en Perse sous l'impulsion de souverains tels que les Saffarides, et se propage jusqu'à la vallée de l'Indus. Plus à l'est encore, la dynastie hindoue des Pratihâra s'étend.;Zu Mitte des 9. Jh. hatten die skandinavischen Plünderer und Abenteurer, die unter der Bezeichnung Wikinger zusammengefasst werden, der europäischen Landkarte bereits ihren unauslöschlichen Stempel aufgedrückt. Sie gründeten Reiche in Russland und auf den Britischen Inseln und segelten auf ihren Raub- und Erkundungsfahrten bis ins Schwarze Meer und ins Mittelmeer. Als die Nachkommen Karls des Großen herrschten die Karolinger über mächtige Reiche in Frankreich, Deutschland und Italien, während der Islam unter den Umayyaden in Spanien nun eine gesicherte Machtbasis hatte. Im Osten musste sich der Kaiser von Byzanz des wachsenden Drucks der Kalifen und der Bulgaren erwehren. Westlich der in Einzelreiche zersplitterten Steppen waren die Magyaren in einer günstigen Position, Anspruch auf das Karpatenbecken zu erheben. In Persien breitete sich der Islam schnell unter den Herrscherdynastien wie den Saffariden aus und drang dabei bis zum Indus vor. Und noch weiter östlich erweiterten die Hindus der Pratihara-Dynastie ihre Machtbasis.;;A mediados del siglo IX, los aventureros e invasores nórdicos conocidos como vikingos, ya habían empezado a situar su imborrable marca en el mapa de Europa. Estableciendo reinos en Rusia y las Islas Británicas y viajaron y saquearon en lugares tan lejanos como el Mar Negro y el Mediterráneo. Los gobernantes carolingios, descendientes de Carlomagno, estuvieron al mando de poderosos reinos en Francia, Alemania e Italia, mientras que la religión musulmana se estableció fuertemente en España a manos de los omeyas. El emperador bizantino no se rindió,  a pesar de ser cada vez más presionado por el califato y los búlgaros. Al oeste de las fracturadas estepas, los magiares estaban preparados para reclamar la Cuenca  de los Cárpatos. El Islam se expandió rápidamente por Persia, bajo unos gobernantes como los saffarís, y penetró en el Valle del Indo. Más hacia el este, se expandió la dinastía hindú Pratihara.;;;;;;;;;x
BM_FATE_OF_ENGLAND_ERA;High Middle Ages;Moyen Âge classique;Hochmittelalter;;Plena Edad Media;;;;;;;;;x
BM_FATE_OF_ENGLAND_ERA_INFO;By the late 10th and early 11th centuries the Muslim world was changing, with Turkish dynasties such as the Seljuks and Ghaznavids now dominating Persia. The Byzantine Empire was still holding its own but was to see worse times coming. Central and Western continental Europe was split between France and a strong Holy Roman Empire, while Christian kings were advancing against a fractured and weakened Muslim Spain. Scandinavia was quickly converting to Christianity, and the Norse settlers in Russia and Britain had become assimilated with the local populations. Yet Viking descendants in Normandy and Italy were preparing new conquests, and the time of the First Crusade was approaching...;Vers la fin du Xe et le début du XIe siècles, le monde musulman connaît des changements : les dynasties turques telles que les Seldjoukides et des Ghaznavides dominent à présent la Perse. L'Empire byzantin perdure toujours, mais le pire reste encore à venir. L'Europe centrale et occidentale est divisée entre la France et le puissant Saint-Empire romain tandis que les rois chrétiens gagnent du terrain sur une Espagne musulmane divisée et affaiblie. La Scandinavie se convertit rapidement au christianisme, tandis que les colons nordiques installés en Russie et en Bretagne s'assimilent aux populations locales. Cependant, les descendants des Vikings implantés en Normandie et en Italie se préparent à de nouvelles conquêtes, et le temps de la première croisade approche...;Im späten 10. und frühen 11. Jh. änderten sich die Machtverhältnisse der muslimischen Welt, als türkische Dynastien wie die Seldschuken und Ghaznaviden die Vorherrschaft in Persien übernahmen. Das Byzantinische Reich bestand fort, doch ihm sollten schlimme Zeiten bevorstehen. Frankreich und das Heilige Römische Reich teilten sich die Herrschaft über den Westen und die Mitte des europäischen Festlandes, während christliche Könige gegen ein ungeeintes und geschwächtes muslimisches Spanien vorrückten. In Skandinavien breitete sich das Christentum schnell aus und die Wikinger, die sich in Russland und auf der Britischen Insel niedergelassen hatten, wurden von der dortigen Bevölkerung assimiliert. Ihre Nachkommen jedoch, in der Normandie und in Italien, rüsteten sich für neue Eroberungszüge und das Zeitalter der Kreuzzüge nahte...;;A finales del siglo X y comienzos del XI, el mundo musulmán cambió, con dinastías turcas como los selijúcidas y los gaznávidas ahora dominando Persia. El Imperio bizantino aún se mantenía pero se le acercaban tiempos difíciles. La Europa continental central y occidental estaba escindida entre Francia y un fuerte Sacro Imperio Romano, mientras que los reyes cristianos avanzaban ante una debilitada y fracturada España musulmana. Escandinavia pronto se convirtió a la cristiandad y los colonos nórdicos en Rusia y Bretaña fueron integrados a las poblaciones locales. Además, los descendientes de los vikingos en Normandía e Italia se preparaban para nuevas conquistas, y se acercaba el momento de la Primera Cruzada... ;;;;;;;;;x
BM_THE_MONGOLS_ERA;Age of the Mongols;L'âge des Mongols;Mongolensturm;;Edad de los Mongoles;;;;;;;;;x
BM_THE_MONGOLS_ERA_INFO;As Europe entered the 13th century, Constantinople had been weakened by the Turks and sacked by the Fourth Crusade, so the Byzantine Empire was very much weakened. The Turks still reigned in the Middle East and Persia, in India many new kingdoms vied for power after the fall of the old dynasties. The Norman conquest had brought new political and dynastic struggles to England and France, the Christian kingdoms in Spain were continually growing stronger, Scandinavia had left paganism behind and was becoming more centralized. In Russia several principalities struggled for power in the shadow of the Bolghars and Cumans to the east. In Germany and Italy, the Holy Roman Empire still stood firm, but beyond all this, to the east, a new power was to come into play. When the Mongols broke into Eastern Europe and Persia, it changed the balance of power in all of Western Eurasia...;Alors que l'Europe entre dans le XIIIe siècle, Constantinople est affaiblie par les Turcs et pillée par la quatrième croisade, et l'Empire byzantin connait de grandes difficultés. Les Turcs règnent encore au Moyen-Orient et en Perse. En Inde, de nouveaux royaumes luttent pour la domination après la chute des vieilles dynasties. Les conquêtes normandes ont créé de nouvelles luttes politiques et dynastiques en Angleterre et en France, les royaumes chrétiens d'Espagne se renforcent un peu plus chaque jour, la Scandinavie abandonne le paganisme et devient plus centralisée. En Russie, plusieurs principautés luttent pour gagner en puissance dans l'ombre des Bulgares et des Coumans. En Germanie et en Italie, le Saint-Empire romain tient bon, mais plus à l'est, une nouvelle puissance s'apprête à entrer en jeu. Lorsque les Mongols arrivent dans l'est de l'Europe et en Perse, ils modifient l'équilibre du monde dans toute l'Eurasie occidentale...;Als Europa ins 13. Jh. eintrat, war Konstantinopel von den Türken geschwächt und vom Vierten Kreuzzug gebrandschatzt worden. Byzanz hatte seine Machtposition so gut wie verloren. Die Türken herrschten über den Nahen Osten und Persien, und in Indien versuchten viele neue Königreiche nach dem Niedergang alter Herrscherdynastien die Vorherrschaft an sich zu reißen. Die Eroberung Englands durch die Normannen löste neue politische und dynastische Konflikte in England und Frankreich aus, die christlichen Königreiche Spaniens wurden stetig mächtiger und im nun endgültig christianisierten Skandinavien wurde die Herrschaft allmählich zentralisierter. In Russland kämpften mehrere Fürstentümer im Schatten der Bulgaren und Kumanen im Osten um die Macht. In Deutschland und Italien behielt das Heilige Römische Reich seine zentrale Bedeutung, doch jenseits dieser Entwicklungen erhob sich am östlichen Horizont eine neue Großmacht. Als die Mongolen in Osteuropa und Persien einfielen, sollte dies das Kräftegleichgewicht in Westeurasien von Grund auf ändern...;;Cuando Europa entró en el siglo XIII Constantinopla ya había sido debilitada por los turcos y saqueada por la Cuarta Cruzada, así que el Imperio bizantino era débil. Los turcos aún reinaban en el Oriente Medio y Persia, en la India muchos nuevos reinos competían por el poder tras la caída de las viejas dinastías. La conquista normanda había traído nuevas disputas a Inglaterra y Francia, los reinos cristianos de España seguían fortaleciéndose, Escandinavia había abandonado el paganismo y se había centralizado. En Rusia, varios principados luchaban por el poder a la sombra de los búlgaros y los cumanos, al este. En Alemania e Italia, el Sacro Imperio Romano aún seguía firme, pero con todo lo que estaba sucediendo al este, estaba a punto de aparecer un nueva potencia. Cuando los mongoles irrumpieron en Europa del Este y Persia, cambió el equilibrio de poderes en toda la Eurasia Occidental...;;;;;;;;;x
BM_100_YEARS_WAR_ERA;Late Middle Ages;Bas Moyen Âge;Spätmittelalter;;Crisis de la Edad Media;;;;;;;;;x
BM_100_YEARS_WAR_ERA_INFO;Europe in the Late Middle Ages was a very different place compared to a few hundred years earlier. Spain was dominated by the Christian kingdoms, the Muslim rulers only clinging on in the south. The Holy Roman Empire still dominated Central Europe next to a strong Hungary, while in France and England dynastic conflicts with roots in the Norman conquest were to lead to long and bloody wars. The Golden Horde and the Ilkhanate dominated the Steppes and Persia, forcing every ruler between Central Europe and India to take the Mongols into account. The Tughluq dynasty ruled an immense empire in India, while North Africa was divided between various Arab dynasties. Turkish domination in the Middle East seemed to have been ended by the Mongol conquests, but in Anatolia a dynasty known as the Ottomans was stirring...;L'Europe du bas Moyen Âge est bien différente de ce qu'elle était quelques siècles auparavant. L'Espagne est dominée par les royaumes chrétiens, les souverains musulmans ne contrôlant plus que le sud de la péninsule. Le Saint-Empire romain domine encore le centre de l'Europe aux côtés d'une Hongrie puissante, tandis que la France et l'Angleterre s'embourbent dans des conflits dynastiques longs et sanglants qui trouvent leurs racines dans la conquête normande. La Horde d'or et les Ilkhanides dominent les steppes et la Perse, contraignant tous les souverains d'Europe centrale et d'Inde à prendre les Mongols au sérieux. La dynastie des Tughlûq contrôle un immense empire en Inde, tandis que l'Afrique du Nord est divisée entre diverses dynasties arabes. La domination turque sur le Moyen-Orient semble avoir mis un terme aux conquêtes mongoles, mais en Anatolie, une dynastie du nom des Ottomans vient d'apparaître...;Das Europa des Spätmittelalters unterschied sich deutlich vom Europa nur einige hundert Jahre zuvor. Spanien wurde nun von christlichen Königreichen beherrscht, und nur im Süden hielten sich muslimische Herrscher. Das Heilige Römische Reich dominierte weiterhin Zentraleuropa, in Nachbarschaft zu einem starken Ungarn, während in Frankreich und England dynastische Konflikte, die ihre Wurzeln in der Zeit der normannischen Eroberung hatten, lange, blutige Kriege heraufbeschworen. Die Goldene Horde und das Ilkhanat herrschten über die Steppen und über Persien, was die Herrscher Europas und Indiens zwang, die Mongolen in etwaige Überlegungen miteinzubeziehen. Die Dynastie der Tughluq herrschte über ein riesiges Reich in Indien, während Nordafrika unter verschiedenen arabische Dynastien aufgeteilt war. Die türkische Vorherrschaft im Nahen und Mittleren Osten war nach dem Vordringen der Mongolen scheinbar beendet, allerdings gab es in Anatolien eine neue Herrscherfamilie, die Osmanen, die bald auf sich aufmerksam machte...;;Durante la Crisis de la Edad Media, Europa era un lugar muy diferente respecto a lo que había sido unos pocos siglos antes. España estaba dominada por los reinos cristianos y los gobernantes musulmanes solamente permanecían aferrados en el sur. El Sacro Imperio Romano aún dominaba la Europa Central próxima a la fuerte Hungría, mientras que en Francia e Inglaterra los conflictos dinásticos con raíces en la conquista normanda, iban a llevarlas a largas y sangrientas guerras. La Horda Dorada y el Iljanato dominaban las Estepas y Persia, obligando a todos los gobernantes entre la Europa Central e India a tener en cuenta a los mongoles. La dinastía tughlúquida gobernó un inmenso imperio en la India, mientras que el Norte de África estaba dividido entre varias dinastías árabes. El dominio turco en el Oriente Medio parecía que había llegado a su fin con las conquistas de los mongoles, pero en Anatolia estaba despertando una nueva dinastía conocida como los otomanos...;;;;;;;;;x
ze_administration_laws_0;Feudal Administration;Administration féodale;Feudale Verwaltung;;Administración Feudal;;;;;;;;;x
ze_administration_laws_0_option;Feudal;Féodale;Feudal;;Feudal;;;;;;;;;x
ze_administration_laws_0_desc;A feudal society is a hierarchy of landed lords, where each person in the system owes fealty to those directly above and commands those directly below. It is the way most of the medieval world works, and it means that the ruler depends greatly on the loyalty of [Player.GetHerHis] more powerful vassals.;Une société féodale est une hiérarchie de seigneurs terriens. Chaque personne dans ce système jure allégeance à celles qui se trouvent au-dessus d'elle et commande à celles qui se trouvent en dessous. C'est ainsi que la majorité du monde médiéval fonctionne. Cela signifie qu'un souverain dépend grandement de la loyauté de ses plus puissants vassaux.;Eine Feudalgesellschaft bezeichnet ein hierarchisches System von Fürsten mit Landbesitz. Jede Person hat einen Lehnsherrn, dem sie direkt unterstellt ist, sowie Lehnsmänner, die ihr direkt unterstellt sind. Der Großteil der mittelalterlichen Welt folgte diesem Prinzip. Als Konsequenz davon war der Herrscher stark von der Loyalität [Player.GetHerHis]er einflussreicheren Vasallen abhängig.;;Una sociedad feudal es una jerarquía de terratenientes en la cual cada persona del sistema debe lealtad a sus superiores y dan órdenes a los que tienen por debajo. La mayor parte del mundo medieval funciona de este modo, lo que significa que el gobernante depende, en gran medida, de la lealtad de [Player.GetHerHis] vasallos más poderosos.;;;;;;;;;x
ze_administration_laws_2;Imperial Administration;Administration impériale;Kaiserlich-imperiale Verwaltung;;Administración Imperial;;;;;;;;;x
ze_administration_laws_2_option;Imperial;Impériale;Imperial;;Imperial;;;;;;;;;x
ze_administration_laws_2_desc;This system of administration is similar to that of the Roman Empire, with a hierarchy of magistrates and functionaries running daily business in the name of the emperor. It allows for a power structure that hands less power to permanently landed vassals.;Ce système est similaire à celui qui existait dans l'Empire romain : une hiérarchie de magistrats et de fonctionnaires s'occupe de la gestion au quotidien au nom de l'empereur. Ce système permet une structure puissante qui accorde moins de pouvoirs aux vassaux définitivement attachés à leur terre.;Dieses Verwaltungssystem ähnelt dem des Römischen Reiches. Eine Hierarchie von Magistraten und Funktionären erledigt die Regierungsgeschäfte im Namen des Kaisers. Dabei entsteht ein Machtgefüge, bei dem weniger Macht in die Hände der Fürsten bzw. Grundherren übergeht.;;Este sistema de administración es similar al del Imperio Romano, cuenta con una jerarquía de magistrados y funcionarios que llevan diariamente los asuntos en nombre del emperador. Esto permite crear una estructura de poder que ofrece menos poder a los vasallos que poseen tierras de forma permanente.;;;;;;;;;x
SUPPLY_LIMIT_TOOLTIP;Supply Limit: $VALUE|Y$;Capacité de ravitaillement: $VALUE|Y$;Nachschublimit: $VALUE|Y$;Limit zapasów: $VALUE|Y$;Límite de suministros: $VALUE|Y$;Limite rifornimenti: $VALUE|Y$;Készlethatár: $VALUE|Y$;Limit dodávek: $VALUE|Y$;;;;;;x
MAKE_GREY;$TEXT|g$;$TEXT|g$;$TEXT|g$;;$TEXT|g$;;;;;;;;;x
Zeus;Conclave;Le Conseil;Conclave;;Conclave;;;;;;;;;x
EVTOPTC_SOA_4032;Engage [FromFrom.GetObjectPronoun] in theological debate;Une confrontation théologique s'impose;Verwickelt [FromFrom.GetObjectPronoun] in eine theologische Debatte;;Involucrar[FromFrom.GetObjectPronoun] en un debate teológico;;;;;;;;;x
EVTDESC_WOL_55_FF_MARRIED;Just the other day - skulking as I often do - I caught [FromFrom.GetTitledName] and my [GetFromRelation] [From.GetFirstName] in flagrante! They didn't notice me, but I am still in shock! [FromFrom.GetSubjectPronounCap] is a married [FromFrom.GetManWoman], by [Root.Religion.GetRandomGodName]!;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai pris [FromFrom.GetTitledName] et m[From.GetOnA] [GetFromRelation] [From.GetFirstName] en flagrant délit ! Ils ne m'ont pas vu, mais je suis encore sous le choc ! [From.GetIlElleCap] est une personne mariée, nom de [Root.Religion.GetRandomGodName] !;Neulich habe ich beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine[From.GetnMale] [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt. [From.GetSubjectPronounCap] ist [FromFrom.Geteineine] verheiratete[FromFrom.GetrMale] [FromFrom.GetManWoman], bei [Root.Religion.GetRandomGodName]!;;Justo el otro día -escondiéndome, como hago a menudo- pillé a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti!¡No me vieron, pero aún estoy impactado! '[From.GetSubjectPronounCap] es [From.GetManWoman] casado/ casada con [Root.Religion.GetRandomGodName]! ;;;;;;;;;x
maintaining_mercenary_band_2;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;;;;;;;;;x
maintaining_mercenary_band_3;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;;;;;;;;;x
maintaining_mercenary_band_4;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;;;;;;;;;x
maintaining_mercenary_band_5;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;;;;;;;;;x
maintaining_mercenary_band_6;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;;;;;;;;;x
maintaining_mercenary_band_7;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;;;;;;;;;x
desc_maintaining_mercenary_band_2;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_3;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_4;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_5;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_6;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;;;;;;;;;x
desc_maintaining_mercenary_band_7;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;;;;;;;;;x
