#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ADD_AMBITION_EFFECT;$CHAR$ gains the ambition §Y$OBJECTIVE$§!\n;$CHAR$ acquiert l'ambition : §Y$OBJECTIVE$§!\n;$CHAR$ erhält die Ambition §Y$OBJECTIVE$§!\n;;$CHAR$ gana la ambición §Y$OBJECTIVE$§!\n;;;;;;;;;x
BM_KOMNENOS_DYNASTY_DESC;After a series of devastating losses to invading Turkish forces, the Byzantine Empire is reeling. But there is hope - the great general Alexios Komnenos has just seized the throne from the corrupt Nikephoros III. Alexios - whose life was documented by his daughter Anna in 'the Alexiad' - and his successors would halt the decline of the Empire and push back the Turkish invaders from western Anatolia, buying more time for the ailing remnants of the old Roman Empire. For now, Anatolia is ruled by Suleyman I, a member of the Seljuk dynasty, who arrogantly calls his new state the 'Sultanate of Rum' (Rome).;Après une série d'échecs consécutifs en tentant d'anéantir les forces turques, l'Empire byzantin est fragilisé. Mais il reste un espoir : le grand général Alexis Ier Comnène vient de s'emparer du trône occupé jusqu'alors par Nicéphore III, un homme d'état corrompu. Alexis, dont la vie a été relatée dans l'Alexiade par sa fille Anne, et ses successeurs ont mis un terme au déclin de l'Empire byzantin et repoussé les envahisseurs turcs de l'Anatolie occidentale, laissant quelque répit à l'ancien Empire romain fort affaibli. À présent, l'Anatolie est dirigée par Soliman Ier, membre de la dynastie seldjoukide, qui a donné le nom arrogant de «Sultanat de Roum» (Rome) à son nouvel état.;Nach einer Reihe von verheerenden Verlusten gegen eindringende türkische Streitkräfte ist das byzantinische Reich ins Wanken geraten. Aber es gibt Hoffnung - der große Feldherr Alexios Komnenos hat gerade den Thron vom korrupten Nikephoros III ergriffen. Alexios - dessen Leben von seiner Tochter Anna in der "Alexiade" dokumentiert wird - und seine Nachfolger wollten den Niedergang des Reiches aufhalten und die türkischen Angreifer aus Westanatolien zurückdrängen, um mehr Zeit für die notleidenden Reste des alten römischen Reiches gewinnen zu können. Derzeit herrscht in Anatolien Suleyman I, ein Mitglied der Seldschuken-Dynastie, der arroganterweise seinen neuen Staat das "Sultanat des Rums" (Rom) nennt.;;Tras sufrir pérdidas devastadoras ante las fuerzas turcas invasoras, el Imperio Bizantino se tambalea. Pero aún hay esperanza: el gran general Alejo Comneno acaba de hacerse con el trono del corrupto Nicéforo III. Alejo, cuya vida documentó su hija Ana en 'La Alexiada', y sus sucesores detendrían la decadencia del imperio y expulsarían a los invasores turcos de la Anatolia occidental, lo que concedería más tiempo a los frágiles vestigios del antiguo Imperio Romano. Por ahora, Anatolia está bajo el mandato de Suleyman I, miembro de la dinastía Seljuk, quien denomina con arrogancia a su nuevo estado 'Sultanato de Rüm' (Roma).;;;;;;;;;x
BM_THE_LATIN_EMPIRE;The Latin Empire;L'Empire latin;Lateinisches Reich;;El Imperio Latino;;;;;;;;;x
BM_THE_LATIN_EMPIRE_DESC;The notorious and ill fated Fourth Crusade, which was supposed to retake Jerusalem after an invasion through Egypt, was instead derailed by scheming Venetians, corrupt leaders and the deposed Byzantine Emperor Alexios IV, seeking to regain his lost throne. The result was the tragic sack of Constantinople and the subsequent establishment of the so called Latin Empire. Almost none of the Crusaders even reached the Holy Land. Meanwhile, the infamous King John, brother of Richard the Lionheart, rules in England, and the Christian states of Spain face off against the powerful Almohad dynasty.;La tristement célèbre Quatrième croisade, censée permettre de récupérer Jérusalem au terme d'une invasion à travers l'Égypte, a été mise en échec par des dirigeants vénitiens corrompus et manipulateurs ainsi que par l'Empereur byzantin déchu Alexis IV, désirant à tout prix reconquérir son trône. Cette croisade a abouti au pillage tragique de Constantinople et à l'établissement ultérieur dudit Empire latin. Quasiment aucun croisé n'est parvenu jusqu'à la Terre sainte. Pendant ce temps, l'infâme roi Jean sans Terre, frère de Richard Cœur de Lion, dirige l'Angleterre et les états chrétiens d'Espagne doivent se défendre contre la puissante dynastie almohade.;Der berüchtigte und unglückselige vierte Kreuzzug, der Jerusalem nach einer Invasion durch Ägypten zurückerobern sollte, schlug stattdessen wegen intriganter Venezianer, korrupter Anführer und des gestürzten byzantinischen Kaisers Alexios IV fehl, der seinen verlorenen Thron zurückgewinnen wollte. Das Ergebnis war die tragische Plünderung von Konstantinopel und die anschließende Gründung des sogenannten lateinischen Kaiserreichs. Fast keiner der Kreuzfahrer erreichte überhaupt das heilige Land. Mittlerweile herrscht der berüchtigte König Johann, der Bruder von Richard Löwenherz, in England und die christlichen Staaten von Spanien kämpfen gegen die mächtige Almohaden-Dynastie.;;La notoria y malograda Cuarta Cruzada, que debía reconquistar Jerusalén tras una invasión a través de Egipto, se desbarató por intrigas venecianas, líderes corruptos y la pretensión del destronado emperador bizantino Alejo IV de recuperar el trono perdido. El resultado fue el trágico saqueo de Constantinopla y el posterior establecimiento del llamado Imperio Latino. Prácticamente ningún Cruzado logró alcanzar Tierra Santa. Mientras tanto, el infame rey Juan, hermano de Ricardo Corazón de León, reina en Inglaterra y los estados cristianos de España se enfrentan a la poderosa dinastía Almohade.;;;;;;;;;x
MARRIAGEEFFECT_MAT;§Y$WHO$§! marries §Y$SPOUSE$§! matrilineally.\n;§Y$WHO$§! épouse §Y$SPOUSE$§! matrilinéairement.\n;§Y$WHO$§! heiratet §Y$SPOUSE$§! matrilinear.\n;;§Y$WHO$§! se casa con §Y$SPOUSE$§! de forma matrilineal.\n;;;;;;;;;x
HAS_PLOT;Has Plot;A un complot;Verschwört sich;;Ha conspirado;;;;;;;;;x
I_SEE;I see...;Je vois...;Ich verstehe...;;Ya veo...;;;;;;;;;x
NOT_DEFENDING_AGAINST_CLAIMANT;Is NOT defending §Y$TITLE$§! against claimant §Y$CLAIMANT$§!;Ne défend pas son §Y$TITLE$§! face au prétendant §Y$CLAIMANT$§!.;Verteidigt §Y$TITLE$§! NICHT gegen den Anspruchsteller §Y$CLAIMANT$§!;;NO defiende a §Y$TITLE$§! contra el demandante §Y$CLAIMANT$§!;;;;;;;;;x
DEFENDING_AGAINST_CLAIMANT;Is defending §Y$TITLE$§! against claimant §Y$CLAIMANT$§!;Défend son §Y$TITLE$§! face au prétendant §Y$CLAIMANT$§!.;Verteidigt §Y$TITLE$§! gegen den Anspruchsteller §Y$CLAIMANT$§!;;Defiende a §Y$TITLE$§! contra el demandante §Y$CLAIMANT$§!;;;;;;;;;x
AT_WAR_OVER_TITLE_NOT;War does NOT involve the §Y$TITLE$§!;La guerre ne remet pas en jeu le §Y$TITLE$§!.;Der Krieg bezieht §Y$TITLE$§! NICHT ein;;La guerra NO involucra al §Y$TITLE$§!;;;;;;;;;x
AT_WAR_OVER_TITLE;War involves the §Y$TITLE$§!;La guerre remet en jeu le §Y$TITLE$§!.;Der Krieg bezieht §Y$TITLE$§! ein;;La guerra involucra al §Y$TITLE$§!;;;;;;;;;x
nick_the_jackal;the Jackal;le Chacal;[This.Getderdie] Schakal[This.GetinFemale];;el Chacal;;;;;;;;;x
opinion_foreign_conqueror;Foreign Conqueror;Conquérant étranger ;Fremde Eroberer;;Conquistador extranjero;;;;;;;;;x
IS_CONQUERED;Is Conquered;Est vaincu;Wird erobert;;está conquistado;;;;;;;;;x
IS_NOT_CONQUERED;Is NOT Conquered;N'est pas vaincu;Wird NICHT erobert;;NO está conquistado;;;;;;;;;x
CANCEL_AMBITION;Cancel Ambition;Annuler ambition;Ambition beenden;;Cancelar ambición;;;;;;;;;x
CANNOT_START_NEW_FOR_YEARS;If you cancel your Ambition, you can not pick a new one for §R$YEARS$§! years.;Si vous annulez votre ambition, vous ne pourrez pas en choisir d'autre pendant §R$YEARS$§! ans.;Wenn Ihr Eure Ambition beendet, könnt Ihr für §R$YEARS$§! Jahre keine neue wählen.;;Si cancelas tu ambición, no podrás elegir una nueva durante §R$YEARS$§! años.;;;;;;;;;x
HAS_A_PLOT;Has a Plot;A un complot;Verschwört sich;;Tiene una conspiración;;;;;;;;;x
HAS_NO_PLOT;Has no Plot;N'a pas de complot;Verschwört sich nicht;;No tiene conspiración;;;;;;;;;x
TITLE_CREATION_REQ_KINGDOMS;You need to hold at least §Y$KINGDOMS$§! Kingdom titles.;Vous devez détenir au moins §Y$KINGDOMS$§! titres de royaume.;Ihr müsst mindestens §Y$KINGDOMS$§! königliche Titel führen.;;Necesitas ostentar al menos §Y$KINGDOMS$§! títulos de reino.;;;;;;;;;x
HAS_CONFLICTING_PLOT;Has conflicting Plot with $CHAR2$;A un complot conflictuel avec $CHAR2$.;Die Verschwörung ist widersprüchlich zu $CHAR2$;;Tiene una conspiración en conflicto con $CHAR2$;;;;;;;;;x
CANNOT_CHANGE_PLOT;I cannot change Plot until §Y$DATE$§W!;Je ne peux modifier mon complot avant la date du §Y$DATE$§W!.;Ich kann die Verschwörung bis §Y$DATE$§W! nicht ändern;;No puedo cambiar de conspiración hasta el §Y$DATE$§W!;;;;;;;;;x
alert_no_ambition_delayed;You should pick an Ambition;Vous devriez choisir une ambition.;Ihr solltet eine Ambition wählen;;Deberías elegir una ambición;;;;;;;;;x
CLICK_TO_SELECT_PLOT;Click to choose a Plot;Cliquez pour choisir un complot;Zur Auswahl einer Verschwörung klicken;;Haz clic para elegir una conspiración;;;;;;;;;x
CLICK_TO_SELECT_AMBITION;Click to choose an Ambition;Cliquez pour choisir une ambition;Zur Auswahl einer Ambition klicken;;Haz clic para elegir una ambición;;;;;;;;;x
SELECT_AMBITION_DESC;You should pick an Ambition in life for your character - success will confer various perks.;Vous devriez choisir une ambition qui servira de fil rouge à votre personnage - tout succès entraînera certains avantages.;Ihr solltet eine Lebensambition für Euren Charakter wählen – der Erfolg wird verschiedene Vorteile bringen.;;Deberías elegir una ambición en la vida para tu personaje: el éxito te proporcionará diversos beneficios.;;;;;;;;;x
SELECT_PLOT_DESC;You can start a Plot - though beware if your Intrigue skill is low or your Spymaster is not trustworthy.;Vous pouvez fomenter un complot. Cependant, faites preuve de prudence si votre aptitude en intrigue est faible ou si votre maître-espion n'est pas digne de confiance.;Ihr könnt eine Verschwörung beginnen - aber Vorsicht, falls Eure Intrigen-Fertigkeit niedrig oder Euer Hofspitzel nicht vertrauenswürdig ist.;;Puedes iniciar una conspiración- ten cuidado si tu habilidad en intriga es baja o si tu Maestro de Espías no es de fiar.;;;;;;;;;x
SUCCESS_CONDITION;Success Condition;Conditions de réussite;Erfolgsbedingung;;Condición del éxito;;;;;;;;;x
SUCCESS_EFFECT;Success Effect;Effets de la réussite;Erfolgseffekt;;Efecto del éxito;;;;;;;;;x
SELECT_PLOT_NO_AVAILABLE;There are currently no suitable Plots available;Il n'y a actuellement aucun complot disponible.;Derzeit gibt es keine verfügbaren Verschwörungen;;Actualmente no hay conspiraciones adecuadas disponibles;;;;;;;;;x
FACTIONS;Factions;Factions;Fraktionen;;Facciones;;;;;;;;;x
#JOIN_FACTION;Join Faction;;Fraktion beitreten;;Unirse a la facción;;;;;;;;;x
JOIN_FACTION_DESC;Membership in a faction means you must abide by the faction leader's decisions. If the faction is headed for open revolt, you cannot decline to join in the war.;Être membre d'une faction signifie que vous devez respecter toutes les décisions du chef de la faction. Si votre faction décide de s'impliquer dans une révolte, vous ne pourrez refuser d'y prendre part.;Die Mitgliedschaft in einer Fraktion bedeutet, dass Ihr Euch an die Entscheidungen des Fraktionsführers halten müsst. Wenn die Fraktion eine offene Revolte vor sich hat, könnt Ihr nicht ablehnen, dem Krieg beizutreten.;;Pertenecer a una facción supone que debes acatar las decisiones de su líder. Si la facción decide sublevarse, no puedes negarte a participar en la guerra. ;;;;;;;;;x
LEAVE_FACTION;§YLeave Faction§!;§YQuitter la faction§!;Fraktion verlassen;;Abandonar facción;;;;;;;;;x
FACTION_POWER;Strength: $MEN$ Men ($PERC$% of Liege);$MEN$ hommes ($PERC$% du seigneur);$MEN$ Mann ($PERC$% von Lehnsherr);;Fuerza: $MEN$ hombres ($PERC$% del Señor);;;;;;;;;x
LEADS_FACTION;Leads faction '§Y$FACTION$§!';Est à la tête de la faction '§Y$FACTION$§!';Leitet die Fraktion "§Y$FACTION$§!";;Lidera la facción '§Y$FACTION$§!';;;;;;;;;x
LEADS_A_FACTION;Leads a Faction;Est à la tête d'une faction;Leitet eine Fraktion;;Lidera una facción;;;;;;;;;x
LEADS_NO_FACTION;Leads no Faction;N'est à la tête d'aucune faction;Leitet keine Fraktion;;No lidera facción;;;;;;;;;x
IN_FACTION;In faction '§Y$FACTION$§!';Est membre de la faction '§Y$FACTION$§!';In der Fraktion "§Y$FACTION$§!";;En la facción '§Y$FACTION$§!';;;;;;;;;x
IN_A_FACTION;In a Faction;Est membre d'une faction;In einer Fraktion;;En una facción;;;;;;;;;x
IN_NO_FACTION;In no Faction;N'est membre d'aucune faction;In keiner Fraktion;;En ninguna facción;;;;;;;;;x
HAS_LOWER_FACTION_POWER;Faction Strength is less than §Y$VAL$%§W of Liege.;La puissance de la faction est inférieure à §Y$VAL$%§W de celle du seigneur lige. ;Die Fraktionsstärke beträgt weniger als §Y$VAL$%§W des Lehnsherrn.;;La fuerza de la facción es inferior al §Y$VAL$%§W del Señor.;;;;;;;;;x
HAS_HIGHER_FACTION_POWER;Faction Strength is at least §Y$VAL$%§W of Liege.;La puissance de la faction est égale ou supérieure à §Y$VAL$%§W de celle du seigneur lige. ;Die Fraktionsstärke beträgt mindestens §Y$VAL$%§W des Lehnsherrn.;;La fuerza de la facción es al menos del §Y$VAL$%§W del Señor.;;;;;;;;;x
ANY_FACTION_BACKER_STARTS;Any Faction Backer;N'importe quel partisan de la faction;Jeder Fraktionsunterstützer;;Partidario de cualquier facción;;;;;;;;;x
LegacyOfRomeDLC;Legacy of Rome;L'Héritage de Rome (Legacy of Rome);Legacy of Rome;;Legado de Roma;;;;;;;;;x
#COMPLETELY_CONTROLLED;The §Y$TITLE$§! is completely controlled\n;§Y$TITLE$§! est entièrement sous contrôle\n;§Y$TITLE$§! wird völlig kontrolliert\n;;El §Y$TITLE$§! está completamente controlado\n;;;;;;;;;x
#NOT_COMPLETELY_CONTROLLED;The §Y$TITLE$§! is NOT completely controlled;Le §Y$TITLE$§! n'est pas entièrement sous contrôle.;§Y$TITLE$§! wird NICHT völlig kontrolliert;;El §Y$TITLE$§! NO está completamente controlado;;;;;;;;;x
GOOD;Good;Bien;Gut;;Bueno;;;;;;;;;x
OPINION_OF_CHAR_AS_LIEGE;Opinion of §Y$CHAR$§! (as Liege);Opinion envers §Y$CHAR$§! (comme seigneur lige);Die Meinung von §Y$CHAR$§! (als Lehnsherr);;Opinión de §Y$CHAR$§! (como Señor);;;;;;;;;x
RULER_HAS_MOVED_CAPITAL;§Y[GetTitledFirstName]§! is not allowed to move the capital again in [GetPossPronoun] lifetime - unless it's back to the traditional capital of [PrimaryTitle.GetName].;§Y[GetTitledFirstName]§! n'a pas l'autorisation de déplacer de nouveau la capitale au cours de sa vie, sauf s'il s'agit de rétablir la capitale d'origine de [PrimaryTitle.GetName].;§Y[GetTitledFirstName]§! ist es nicht gestattet, die Hauptstadt zu [GetPossPronoun]en Lebzeiten erneut zu verlegen - es sei denn, es handelt sich wieder um die traditionelle Hauptstadt von "[PrimaryTitle.GetName]".;;§Y[GetTitledFirstName]§! no puede volver a desplazar la capital en [GetPossPronoun] vida, excepto si restituye la capital tradicional de [PrimaryTitle.GetName].;;;;;;;;;x
RULER_CAN_MOVE_CAPITAL_TO_OLD;Even though §Y[GetTitledFirstName]§! has already changed capital once, [GetSubjectPronoun] is allowed to move it here since it's the old capital of [PrimaryTitle.GetName].;Même si §Y[GetTitledFirstName]§! a déjà changé de capitale une fois, [GetIlElle] peut la déplacer ici car ce lieu est la capitale traditionnelle de [PrimaryTitle.GetName].;Obwohl §Y[GetTitledFirstName]§! schon einmal die Hauptstadt versetzt hat, ist es [GetSubjectPronoun] gestattet, sie hierher zu versetzen, da es sich um die alte Hauptstadt des [PrimaryTitle.GetName] handelt.;;A pesar de que §Y[GetTitledFirstName]§! ya ha cambiado de capital en una ocasión, puede traerla aquí dado que esta es la antigua capital de [PrimaryTitle.GetName].;;;;;;;;;x
CAN_ONLY_LEAD_X_FACTIONS;Only allowed to lead §Y$NUM$§! Factions!;Peut diriger seulement §Y$NUM$§! Factions !;Ist es nur gestattet, §Y$NUM$§! Fraktionen zu leiten!;;¡Autorizado a liderar solo §Y$NUM$§! facciones!;;;;;;;;;x
START_FACTION_DESC;You are only allowed to lead §Y$NUM$§! Factions. Choose wisely.;Vous ne pouvez prendre la tête que de §Y$NUM$§! factions. Choisissez-les donc à bon escient.;Euch wird gestattet, nur §Y$NUM$§! Fraktionen zu führen. Wählt weise.;;Solo estás autorizado a liderar §Y$NUM$§! facciones. Elige prudentemente;;;;;;;;;x
PATRIARCHATE_TITLE;Patriarchate of $TITLE$;Patriarcat de $TITLE$;Patriarchat von $TITLE$;;Patriarcado de $TITLE$;;;;;;;;;x
e_roman_empire;Roman Empire;Empire romain;Römisches Reich;;Imperio Romano;;;;;;;;;x
e_roman_empire_adj;Roman;romaine;Römisch;;Romano;;;;;;;;;x
ANY_CLAIMANT_STARTS;Any Claimant;N'importe quel prétendant;Jeder Anspruchsteller;;Cualquier demandante;;;;;;;;;x
TRIGGER_SENIORITY_HEIR;The Seniority Heir;Héritier par ancienneté;Der Erbe nach Seniorität;;El heredero de mayor edad;;;;;;;;;x
TRIGGER_PRIMOGENITURE_HEIR;The Primogeniture Heir;Héritier par primogéniture;Der Erbe nach Primogenitur;;El heredero primogénito;;;;;;;;;x
#PENTARCH_DESC;There is currently no Orthodox Bishop of §Y$TITLE$§!;;Derzeit gibt es keinen orthodoxen Bischof von §Y$TITLE$§!;;Actualmente no hay Obispo Ortodoxo de §Y$TITLE$§!;;;;;;;;;x
AUTOCEPHALOUS_PATRIARCHS;Autocephalous Patriarchs;Patriarches autocéphales;Autokephale Patriarche;;Patriarcas autocéfalos;;;;;;;;;x
AUTOCEPHALOUS_REL_HEAD_TITLE;Patriarch;Patriarche;Patriarch;;Patriarca;;;;;;;;;x
REL_HEAD;Religious Head;Chef religieux ;Religiöser Anführer;;Cabeza religiosa;;;;;;;;;x
AUTOCEPHALY_IRO;§YAdditional Autocephalous Patriarchs§!;§YPatriarches autocéphales§!;§YZusätzliche autokephale Patriarche§!;;§YPatriacas autocéfalos adicionales§! ;;;;;;;;;x
#AUTOCEPHALY_DRO;Apart from the original five Patriarchs - the Pentarchy - all other Orthodox kingdoms or empires also have their own autonomous Patriarchs. The Court Chaplain of an Orthodox kingdom or empire is also considered the Patriarch of that realm. He will always do what his liege asks of him, but only the Ecumenical Patriarch can grant the Invasion Casus Belli. Each autocephalous Patriarch controls Excommunication within their respective realm.;;Neben den ursprünglichen fünf Patriarchen - der Pentarchie – haben alle anderen orthodoxen Königreichen oder Imperien ihre eigenen autonomen Patriarchen. Der Hofprediger eines orthodoxen Königreichs oder Reichs wird auch als der Patriarch dieses Gebiets anerkannt. Er wird auch immer tun, was sein Vasall verlangt, aber nur der Ökonomische Patriarch kann den Casus Belli "Invasion" gewähren. Jeder autokephale Patriarch hat in seinem Reich die Kontrolle über die Exkommunikation.;;Además de los cinco Patriarcas originales – la Pentarquía –, todos los demás reinos e imperios ortodoxos también cuentan con sus propios patriarcas independientes. El Capellán de la Corte de un reino o imperio ortodoxo también es considerado Patriarca de ;;;;;;;;;x
SET_PARENT_RELIGION;The §Y$RELIGION$§! religion becomes a heresy of the §Y$PARENT$§! faith.;La foi §Y$RELIGION$§! est devenue une hérésie §Y$PARENT$§!.;Die §Y$RELIGION$§!e Religion wird zu einer Ketzerei des §Y$PARENT$§!en Glaubens.;;La religión §Y$RELIGION$§! se convierte en herejía de la fe §Y$PARENT$§!.;;;;;;;;;x
SET_PARENT_RELIGION_NONE;The §Y$RELIGION$§! religion is no longer a heresy of the §Y$OLD_PARENT$§! faith.;La foi §Y$RELIGION$§! n'est plus une hérésie §Y$OLD_PARENT$§!.;Die §Y$RELIGION$§!e Religion ist nicht länger eine Ketzerei des §Y$OLD_PARENT$§!en Glaubens.;;La religión §Y$RELIGION$§! deja de ser una herejía de la fe §Y$OLD_PARENT$§!.;;;;;;;;;x
BECOMES_INDEPENDENT_EFFECT;§Y$VASSAL$§! becomes Independent;§Y$VASSAL$§! devient indépendant.;§Y$VASSAL$§! wird unabhängig;;§Y$VASSAL$§! se independiza;;;;;;;;;x
BECOMES_LIEGE_EFFECT;§Y$LIEGE$§! becomes §Y$VASSAL$§!'s new liege;§Y$LIEGE$§! devient le nouveau seigneur lige de §Y$VASSAL$§!.;§Y$LIEGE$§! wird zu §Y$VASSAL$s§! neuem Lehnsherrn;;§Y$LIEGE$§! se convierte en el nuevo señor de §Y$VASSAL$§!;;;;;;;;;x
opinion_granted_independence;Granted Independence;Indépendance accordée ;Gewährte Unabhängigkeit;;Independencia concedida;;;;;;;;;x
EVTTOOLTIP8000;[Root.PlotTarget.GetTitledName] receives your ultimatum.;[Root.PlotTarget.GetTitledName] reçoit votre ultimatum.;[Root.PlotTarget.GetTitledName] erhält Euer Ultimatum.;;[Root.PlotTarget.GetTitledName] recibe tu ultimátum.;;;;;;;;;x
EVTDESC8005;I am afraid the Faction I represent must insist on succession by Seniority. We are fully prepared to take up arms should you refuse, and rest assured, we have enough men to enforce our just demand...\n\nSigned,\n[From.GetTitledName];M[Root.GetOnA] [Root.GetLordLady], \nJe crains que la faction que je représente se doive d'insister quant à la question de la succession par ancienneté. Nous sommes prêts à prendre les armes en cas de refus de votre part et soyez assuré que nous disposons de suffisamment d'hommes pour faire valoir nos légitimes demandes...\n\nSigné,\n[From.GetTitledName];Ich fürchte, die Fraktion, die ich vertrete, muss auf Nachfolge durch das Senioratsprinzip bestehen. Wir sind darauf vorbereitet, die Waffen zu ergreifen, solltet Ihr Euch weigern und seid versichert, dass wir genug Männer haben, um unsere Forderung durchzusetzen...\n\nGezeichnet,\n[From.GetTitledName];;Me temo que la Facción que represento debe insistir en la sucesión por antigüedad. Tomaremos las armas si lo rechazáis,y tened por seguro, que suficientes hombres respaldan nuestra justa demanda...\n\nFirmado:\n[From.GetTitledName];;;;;;;;;x
EVTTOOLTIP8005;[Root.Liege.GetTitledName] receives an ultimatum.;[Root.Liege.GetTitledName] reçoit un ultimatum.;[Root.Liege.GetTitledName] erhält ein Ultimatum.;;[Root.Liege.GetTitledName] recibe un ultimátum.;;;;;;;;;x
EVTOPTB8005;Over my dead body!;Il faudra me marcher sur le corps !;Nur über meine Leiche!;;¡Por encima de mi cadáver!;;;;;;;;;x
EVTDESC8010;I am afraid the Faction I represent must insist on succession by Primogeniture. We are fully prepared to take up arms should you refuse, and rest assured, we have enough men to enforce our just demand...\n\nSigned,\n[From.GetTitledName];M[Root.GetOnA] [Root.GetLordLady], \nJe crains que la faction que je représente se doive d'insister quant à la question de la succession par primogéniture. Nous sommes prêts à prendre les armes en cas de refus de votre part et soyez assuré que nous disposons de suffisamment d'hommes pour faire valoir nos légitimes demandes...\n\nSigné,\n[From.GetTitledName];Ich fürchte, die Fraktion, die ich vertrete, muss auf Nachfolge durch Primogenitur bestehen. Wir sind darauf vorbereitet, die Waffen zu ergreifen, solltet Ihr Euch weigern und seid versichert, dass wir genug Männer haben, um unsere Forderung durchzusetzen...\n\nGezeichnet,\n[From.GetTitledName];;Me temo que la Facción que represento debe insistir en la sucesión por Primogenitura. Tomaremos las armas si lo rechazáis,y tened por seguro, que suficientes hombres respaldan nuestra justa demanda...\n\nFirmado:\n[From.GetTitledName];;;;;;;;;x
