#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_ALL_HELP_IS_APPRECIATED;All help is appreciated;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W accepted §Y[Actor.GetBestName]'s§W offer to join §Y$WAR$§!;§Y[Recipient.GetBestName]§! a accepté l'offre de §Y[Actor.GetBestName]§! de rejoindre la §Y$WAR$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Angebot angenommen, sich dem Krieg §Y$WAR$§! anzuschließen.;;§Y[Recipient.GetBestName]§W ha aceptado la oferta de §Y[Actor.GetBestName]'s§W para unirse a  §Y$WAR$§!;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_DECLINE_SETUP;Offer to Join War Declined;Offre de se joindre à la guerre refusée;Angebot, sich dem Krieg anzuschließen, abgelehnt;;Oferta para unirse a la guerra rechazada;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W declined §Y[Actor.GetBestName]'s§W offer to join §Y$WAR$§!;§Y[Recipient.GetBestName]§! a refusé l'offre de se joindre à la §Y$WAR$§! de §Y[Actor.GetBestName]§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Angebot abgelehnt, sich dem Krieg §Y$WAR$§! anzuschließen.;;§Y[Recipient.GetBestName]§W ha rechazado la oferta de §Y[Actor.GetBestName]'s§W para unirse a §Y$WAR$§!;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_OFFER;[Actor.GetBestName] wants to join §Y$WAR$§!;[Actor.GetBestName] veut se joindre à la §Y$WAR$§!;[Actor.GetBestName] möchte sich §Y$WAR$§! anschließen;;[Actor.GetBestName] quiere unirse a §Y$WAR$§!;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_LETTER;Your cause is righteous! Please accept my offer to join you in the $WAR$.;Votre cause est juste ! Veuillez accepter mon offre de me joindre à la $WAR$.;Euer Grund ist gerecht! Bitte nehmt mein Angebot an, mich Eurem Krieg "$WAR$" anschließen zu dürfen.;;¡Tu causa es justa! Por favor, acepte mi oferta para participar en la $WAR$. ;;;;;;;;;x
INTERACTION_CANNOT_JOIN_LIEGE_WAR;We cannot join our lieges' wars;Nous ne pouvons pas rejoindre les guerres de notre seigneur lige;Wir können uns den Kriegen unseres Lehnsherren nicht anschließen;;No podemos unirnos a la guerra de nuestros señores;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_IS_SAME_RELIGION;§Y[Recipient.GetTitledFirstName]§! is [Actor.Religion.GetName];§Y[Recipient.GetTitledFirstName]§! est [Actor.Religion.GetName];§Y[Recipient.GetTitledFirstName]§! ist [Actor.Religion.GetName];;§Y[Recipient.GetTitledFirstName]§! es [Actor.Religion.GetName];;;;;;;;;x
EVTDESC293;I gladly accept your offer of assistance in my war. Let our enemies tremble!\n\n[From.GetTitledFirstName];J'accepte volontiers votre proposition d'aide dans ma guerre. Faisons trembler nos ennemis !\n\n[From.GetTitledFirstName];Ich nehme Euer Angebot, mich in meinem Krieg zu unterstützen, gerne an. Lasst unsere Feinde erzittern!\n\n[From.GetTitledFirstName];;Con gusto acepto tu oferta de ayuda en la guerra. ¡Que tiemblen nuestros enemigos! \n\n[From.GetTitledFirstName] ;;;;;;;;;x
EVTDESC294;I appreciate your offer, but I do not need your meddling in my war.\n\n[From.GetTitledFirstName];Je vous remercie de votre offre, mais je n'ai pas besoin de votre aide dans ma guerre.\n\n[From.GetTitledFirstName];Ich danke Euch für Euer Angebot, doch ich benötige Eure Einmischung in meinen Krieg nicht.\n\n[From.GetTitledFirstName];;Agradezco tu ofrecimiento, pero no necesito tu intromisión en mi guerra.\n\n[From.GetTitledFirstName] ;;;;;;;;;x
CALL_ALLY_INTERACTION_TITLE;Call to Arms;Appel aux armes;Ruf zu den Waffen;;Llamada a las armas;;;;;;;;;x
CALL_ALLY_INTERACTION_DESC;Request that §Y[Recipient.GetBestName]§! join us in our current war efforts.;Demander que §Y[Recipient.GetBestName]§! nous rejoigne dans nos efforts de guerre actuels.;Bittet darum, dass sich §Y[Recipient.GetBestName]§! unseren aktuellen Kriegsbemühungen anschließt.;;Solicita que §Y[Recipient.GetBestName]§! se una a nosotros en la guerra.;;;;;;;;;x
CALL_ALLY_INTERACTION_LONG_DESC;Characters can be called into wars only if they are of the same dynasty or have close marital ties.;Les personnages ne peuvent être appelés dans une guerre que s'ils sont de la même dynastie ou qu'ils ont un lien par mariage.;Charaktere können nur zum Beitritt in Kriege aufgerufen werden, wenn sie derselben Dynastie angehören oder enge familiäre Verbindungen bestehen.;;Los personajes pueden llamarse a las guerras si son de la misma dinastía o hay lazos cercanos por parte del cónyuge.;;;;;;;;;x
CALL_ALLY_INTERACTION_0;Request that §Y[Recipient.GetBestName]§! join us in §Y$WAR$§!.;Demander que §Y[Recipient.GetBestName]§! nous rejoigne dans la §Y$WAR$§!.;Erbittet, dass sich §Y[Recipient.GetBestName]§! uns im Krieg §Y$WAR$§! anschließt.;;Solicita que §Y[Recipient.GetBestName]§! se una a nosotros en §Y$WAR$§!.;;;;;;;;;x
CALL_ALLY_INTERACTION_ACCEPT_SETUP;Call to Arms Accepted;Appel aux armes accepté;Ruf zu den Waffen angenommen;;Llamada a las armas aceptada;;;;;;;;;x
CALL_ALLY_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W accepted §Y[Actor.GetBestName]'s§W call to arms for §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§! a accepté l'appel aux armes de §Y[Actor.GetBestName]§! pour §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Ruf zu den Waffen zu $ACTOR_WARS$ angenommen.;;§Y[Recipient.GetBestName]§W ha aceptado la llamada a la armas de §Y[Actor.GetBestName]'s§W para Y$ACTOR_WARS$§!;;;;;;;;;x
CALL_ALLY_INTERACTION_DECLINE_SETUP;Call to Arms Declined;Appel aux armes refusé;Ruf zu den Waffen abgelehnt;;Llamada a las armas rechazada;;;;;;;;;x
CALL_ALLY_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W declined §Y[Actor.GetBestName]'s§W call to arms for §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§! a refusé l'appel aux armes de §Y[Actor.GetBestName]§! pour §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Ruf zu den Waffen zu $ACTOR_WARS$ abgelehnt.;;§Y[Recipient.GetBestName]§W ha rechazado la llamada a las armas de §Y[Actor.GetBestName]'s§W para §Y$ACTOR_WARS$§!;;;;;;;;;x
CALL_ALLY_INTERACTION_OFFER;[Actor.GetBestName] wants us to join §Y$ACTOR_WARS$§!;[Actor.GetBestName] veut se joindre à la §Y$ACTOR_WARS$§!;[Actor.GetBestName] möchte, dass wir uns $ACTOR_WARS$ anschließen.;;[Actor.GetBestName] quiere unirse a nosotros en §Y$ACTOR_WARS$§!;;;;;;;;;x
ACTOR_WARS;[GetPossPronoun] wars;ses guerres;[GetPossPronoun]en Kriegen;;guerras [GetPossPronoun];;;;;;;;;x
DECLARE_WAR_INTERACTION_3;§R[Recipient.GetTitledFirstName] is currently revolting against [Recipient.GetPossPronoun] liege. If that conflict ends, our war will end too! The forces of the liege and any other revolters will be hostile to our armies.§!;§R[Recipient.GetTitledFirstName] est actuellement en révolte contre son seigneur lige. Si ce conflit se termine, notre guerre prendrait fin également ! Les forces du seigneur lige et des autres rebelles nous seront hostiles.§!;§R[Recipient.GetTitledFirstName] rebelliert gegen [Recipient.GetPossPronoun]en Lehnsherren. Endet dieser Konflikt, endet auch unser Krieg! Die Truppen des Lehnsherren und aller Aufständischen werden uns feindlich gesinnt sein.§!;;§R[Recipient.GetTitledFirstName] está en plena rebelión contra el señor [Recipient.GetPossPronoun]. Si el conflicto termina, ¡nuestra guerra va a terminar también! Las fuerzas del señor y los rebeldes serán hostiles a nuestros ejércitos. §! ;;;;;;;;;x
DECLARE_WAR_INTERACTION_4;§RNearby [Recipient.Religion.GetName] rulers might ask to join [Recipient.GetTitledName] in defense of their faith.§!;§RLes voisins [Recipient.GetReligionMascPl] pourraient demander à se joindre à [Recipient.GetTitledName] pour défendre leur foi.§!;§RBenachbarte Herrscher der gleichen Religion könnten sich [Recipient.GetTitledFirstName] anschließen.§!;;§RGobernadores [Recipient.Religion.GetName] cercanos podrían pedir que se unan a [Recipient.GetTitledName] en defensa de su fe.§!;;;;;;;;;x
plot_gain_vassal_title_title;Revoke the [This.GetFullBaseName];Révoquer [This.GetFullBaseName];Entzieht den Titel [This.GetFullBaseName];;Revocar la [This.GetFullBaseName];;;;;;;;;x
plot_gain_vassal_title_desc;[From.GetBestName] is plotting to revoke the title of [This.GetFullBaseName].;[From.GetBestName] complote pour révoquer le titre de [This.GetFullBaseName].;[From.GetBestName] plant eine Verschwörung, um den Titel [This.GetFullBaseName] zu entziehen.;;[From.GetBestName] está conspirando para revocar el título de [This.GetFullBaseName].;;;;;;;;;x
plot_gain_vassal_title_decision;[Root.GetPlot];[Root.GetPlot];[Root.GetPlot];;[Root.GetPlot];;;;;;;;;x
plot_gain_vassal_title_decision_desc;Put the plot into motion by sending an ultimatum to [Root.PlotTarget.GetTitledName].;Lancer l'exécution du complot en envoyant un ultimatum à [Root.PlotTarget.GetTitledName].;Setzt die Verschwörung durch Senden eines Ultimatums an [Root.PlotTarget.GetTitledName] in Bewegung.;;Pon en marcha el complot enviando un ultimátum a [Root.PlotTarget.GetTitledName].;;;;;;;;;x
EVTTOOLTIP8030;[Root.PlotTarget.GetTitledName] receives a letter.;[Root.PlotTarget.GetTitledName] reçoit une lettre.;[Root.PlotTarget.GetTitledName] erhält einen Brief.;;[Root.PlotTarget.GetTitledName] recibe una carta.;;;;;;;;;x
EVTDESC8030;I have decided to [From.GetPlot]. The vassals in the realm have studied the legal documents presented in this case and the majority of them have deemed my demand justified. Either step down peacefully or I will be forced to take what is mine by military means.\n\nSigned,\n[From.GetTitledName];J'ai décidé de [From.GetPlot]. Les vassaux du Royaume ont étudié les documents juridiques présentés dans cette affaire et la majorité d'entre eux ont jugé ma demande justifiée. Abandonnez pacifiquement votre titre, ou je vais être obligé de reprendre ce qui m'appartient par des moyens militaires.\n\nSigné,\n[From.GetTitledName];Ich habe mich zu [From.GetPlot] entschlossen. Die Vasallen im Reich haben die juristischen Dokumente, die in diesem Fall vorgelegt wurden, überprüft und die Mehrheit dieser zeigen, dass mein Begehr gerechtfertigt ist. Entweder dankt Ihr friedlich ab oder ich bin dazu gezwungen, mir mithilfe von militärischen Mitteln das zu nehmen, was mir zusteht.\n\nGezeichnet,\n[From.GetTitledName];;He decidido [From.GetPlot]. Los vasallos del reino han estudiado los documentos legales presentados en este caso y la mayoría de ellos han juzgado que mi demanda es justificada. O bien se rinde en una actitud pacífica o me veré obligado a tomar lo que es mío por medios militares. \n\nFirmado,\n[From.GetTitledName] ;;;;;;;;;x
EVTDESC8068;Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and hand my title over to you. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];Plutôt que de risquer une guerre civile qui va déchirer le Royaume, j'ai décidé de céder à votre demande et de vous remettre mon titre. Mais cet acte déloyal de chantage ne sera jamais oublié...\n\nSigné,\n[From.GetTitledName];Ich habe beschlossen, mich lieber Eurer Forderung zu beugen und Euch meinen Titel zu übergeben, als einen Bürgerkrieg zu riskieren, der das Reich auseinanderreißen würde. Diese heimtückische Erpressung werde ich allerdings niemals vergessen...\n\nGezeichnet,\n[From.GetTitledName];;En vez de correr el riesgo de que una guerra civil destroce el reino, he decidido ceder ante tu demanda y entregarte mi título. Pero este traidor acto de chantaje no será olvidado...\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA8068;Excellent!;Excellent !;Hervorragend!;;¡Excelente!;;;;;;;;;x
EVTDESC8096;Rather than letting civil war tear the realm apart, [FromFrom.PlotTarget.GetTitledName] has agreed to step down and let me [FromFrom.GetPlot]. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];Plutôt que de laisser la guerre civile déchirer le Royaume, [FromFrom.PlotTarget.GetTitledName] a accepté de se retirer et de me laisser [FromFrom.GetPlot]. Votre précieux soutien dans ce conflit ne sera jamais oublié.\n\nCordialement,\n[FromFrom.GetTitledName];Damit das Reich nicht von einem Bürgerkrieg zerrissen wird, hat [FromFrom.PlotTarget.GetTitledName] seinem Rücktritt zugestimmt und lässt mich [FromFrom.GetPlot]. Eure wertvolle Unterstützung in diesem Konflikt wird nicht in Vergessenheit geraten.\n\nGezeichnet,\n[FromFrom.GetTitledName];;En vez de dejar que la guerra civil destroce el reino, [FromFrom.PlotTarget.GetTitledName] ha aceptado retirarse y dejarme [FromFrom.GetPlot]. Tu valioso apoyo en este conflicto no será olvidado.\n\nAtentamente,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTOPTA8096;Good;Excellent !;Gut;;Bien;;;;;;;;;x
EVTDESC8118;Your shameful attempt at blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. What is rightfully mine is mine!\n\nSigned,\n[From.GetTitledName];Votre honteuse tentative de chantage n'a pas réussi. Peu importe le nombre de corrompus que vous avez soudoyés pour soutenir votre projet, mais je ne rendrais pas sans me battre. Ce qui m'appartient légitimement restera toujours mien !\n\nSigné,\n[From.GetTitledName];Euer niederträchtiger Erpressungsversuch ist fehlgeschlagen. Egal wie viele korrupte Seelen Ihr angeworben habt, um Euren Plan in die Tat umzusetzen - ich werde nicht aufgeben, ohne zu kämpfen. Was rechtmäßig mir gehört, ist Mein!\n\nGezeichnet,\n[From.GetTitledName];;Tu vergonzoso intento de chantaje no ha tenido éxito. No importa cuántas almas corruptas hayan sido tentadas a ayudar a llevar a cabo tu plan, no voy a ceder sin luchar. Lo que es legítimamente mío, ¡es mío! \n\nFirmado,\n[From.GetTitledName] ;;;;;;;;;x
EVTOPTA8118;Then war it is!;Alors c'est la guerre !;Das bedeutet Krieg!;;¡Entonces es la guerra!;;;;;;;;;x
CRUSADE_DESC_IRO;His Holiness, §Y$POPE$§! has declared a $CRUSADE$ to reclaim all parts of the §Y$TITLE$§! held by §Y$ENEMY$§!.;Sa Sainteté le §Y$POPE$§! a lancé une $CRUSADE$ pour reconquérir toutes les terres du §Y$TITLE$§! détenues par §Y$ENEMY$§!.;Seine Heiligkeit, §Y$POPE$§! hat einen $CRUSADE$ ausgerufen, um alle Besitztümer des Titels §Y"$TITLE$"§!, die §Y$ENEMY$§! innehat, zurückzufordern.;;Su santidad, §Y$POPE$§! ha declarado una $CRUSADE$ para reclamar todas las partes del §Y$TITLE$§! en poder de §Y$ENEMY$§!.;;;;;;;;;x
CRUSADE_DESC_DRO_1;Since the Crown of §Y$TITLE$§! is already held by a good [Religion.GetName] ruler - §Y[GetTitledFirstName]§! - all gains will be handed over to [GetObjectPronoun].;Puisque la Couronne de §Y$TITLE$§! est déjà détenue par un[GetNoneE] fidèle [GetReligionMascFem] - §Y[GetTitledFirstName]§! -, toutes les conquêtes lui seront remises.;Da die Krone von §Y$TITLE$§! bereits von einem guten [Religion.GetName]en Herrscher gehalten wird - §Y[GetTitledFirstName]§! - werden alle Erträge an [GetObjectPronoun] weitergereicht.;;Como la Corona de §Y$TITLE$§! ya está en manos de un buen gobernante [Religion.GetName]  - §Y[GetTitledFirstName]§! - Todas las ganancias serán entregadas a [GetObjectPronoun]. ;;;;;;;;;x
CRUSADE_DESC_DRO_2;Since the Crown of §Y$TITLE$§! is not held by a $RELIGION$ ruler, all gains will be handed over to the ruler who contributes the most to the $CRUSADE$, which is currently §Y$RULER$§!.;Puisque la Couronne de §Y$TITLE$§! n'est pas détenue par un seigneur de religion $RELIGION$, toutes les conquêtes seront remises au seigneur qui participera le plus activement à la $CRUSADE$, à savoir pour l'instant §Y$RULER$§!.;Da die Krone von §Y$TITLE$§! nicht von einem $RELIGION$en Herrscher gehalten wird, werden alle Erträge an den Herrscher übergeben, der sich am meisten an dem $CRUSADE$ beteiligt hat. Hierbei handelt es sich derzeit um §Y$RULER$§!.;;Como la Corona de §Y$TITLE$§! no está en manos de un gobernante $RELIGION$, todas las ganancias serán entregadas al gobernante que aporta más a la $CRUSADE$, que es en la actualidad §Y$RULER$§!;;;;;;;;;x
PARTICIPATION_SCORE;Contribution to the $CRUSADE$;Contribution à la $CRUSADE$;Beteiligung am $CRUSADE$;;Contribución para la $CRUSADE$ ;;;;;;;;;x
CLICK_TO_OPEN_WAR_VIEW;§GClick to Open the War View§!;§GCliquez pour ouvrir la vue des guerres §!;§GKlicken, um die Kriegsübersicht zu öffnen§!;;§GHaz clic para la vista de guerra §!;;;;;;;;;x
EVTNAME620;Successful [From.Religion.GetCrusadeName] for [Root.GetBaseName]!;La [From.Religion.GetCrusadeName] réussie !;Erfolgreicher [From.Religion.GetCrusadeName] um [Root.GetBaseName]!;;Satisfactoria [From.Religion.GetCrusadeName] para [Root.GetBaseName]!;;;;;;;;;x
