#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
POLL_TAX_DESC;Population of other religion groups pay the Jizya tax;La population d'autres groupes religieux paie la djizîa;Angehörige fremder Religionsgruppen zahlen eine Dschizya-Steuer.;;La población de otros grupos de religión paga el impuesto jizya;;;;;;;;;x
CLAN_SIZE;§YMax Number of Clans§!;§YNombre maximal de clans§!;§YMaximale Anzahl an Klans§!;;§YNúmero máximo de clanes§!;;;;;;;;;x
CLAN_SIZE_DESC;The maximum number of Clans is determined by the size of the realm. Having too many clans will negatively affect the §YClan Sentiment§! of all vassal clans towards their liege. There is also an absolute maximum of §Y$MAX$§! Clans, at which point you can no longer use the §YSplit Clan§! interaction and any subjugated §YNomad§! will become a §YTribal§! ruler instead.;Le nombre maximal de clans est déterminé par la taille du pays. Posséder trop de clans affecte §Yle sentiment de clan§! de tous les vassaux envers leur seigneur de manière négative. De plus, le maximum absolu est de §Y$MAX$§! et une fois cette limite atteinte, vous ne pouvez plus §Yscinder les clans§!. Tout §Ynomade§! intégré par la suite deviendra alors un chef §Ytribal§!.;Die maximale Anzahl an Klans hängt von der Größe des Reiches ab. Gibt es zu viele Klans, hat dies negative Auswirkungen auf die §YKlanmeinung§! aller Klans gegenüber ihrem Herrn. Sollte die Anzahl der Klans das Maximum von §Y$MAX$§! überschreiten, steht die Aktion §Y"Klan teilen"§! nicht mehr zur Verfügung. Unterworfene §YNomaden§! werden stattdessen zu §YStammesherrschern§!.;;El número máximo de clanes está determinado por el tamaño del reino. Tener demasiados clanes afectará negativamente §Yel sentimiento del clan§Y de todos los clanes vasallos hacia su señor. También hay un máximo absoluto de §Y$MAX$§! clanes, a partir del cual ya no puedes utilizar la interacción §YDividir clan§! y en cambio, todo §Ynómada§! subyugado se convertirá en un gobernante §Ytribal§!.;;;;;;;;;x
#CLAN_LIMIT_FORMULA;§YAllowed Number of Clans§!;;Zulässige Anzahl an Klans;;Número permitido de clanes;;;;;;;;;x
succ_nomad_succession;Nomad Succession;Succession nomade;Nomadenerbfolge;;Sucesión nómada;;;;;;;;;x
#succ_nomad_succession_desc;Under Nomad Succession, the son or brother with the most Prestige inherits. However, the heir must be of the same culture in order to be eligible for any inheritance at all. Also, adults always have precedence over children. If the Khagan's primary heir is still a child, the child inherits the clan title but the most prestigious adult clan leader takes over the Khaganate. Other clan leaders with more Prestige than the heir always get Claims on the Khaganate.;;Bei der Nomadenerbfolge erbt derjenige Sohn oder Bruder, der das meiste Prestige hat. Allerdings muss der Kandidat zwingend der gleichen Kultur angehören, um als Erbe in Frage zu kommen. Erwachsene erhalten immer den Vorzug gegenüber Kindern. Sollte der Thronfolger des Khagans noch ein Kind sein, so erbt das Kind zwar den Klan, die Führung des Khaganats jedoch übernimmt in diesem Fall derjenige erwachsene Klanführer mit dem meisten Prestige. Außerdem erhalten alle Klanführer, die beim Machtwechsel mehr Prestige haben als der Erbe, immer einen Anspruch auf das Khaganat.;;Según la sucesión nómada, hereda el hijo o hermano con más prestigio. Sin embargo, para ser elegido para cualquier herencia, el heredero debe ser de la misma cultura. Además, los adultos siempre tienen prioridad sobre los niños. Si el heredero principal de kagan es todavía un niño, el niño hereda el título del clan, pero el líder de clan más prestigioso asume el kaganato. Otros líderes de clanes con más prestigio que el heredero siempre tendrán derecho al kaganato.;;;;;;;;;x
recent_county_uprising;Recent Uprising;Soulèvement récent;Kürzlicher Aufstand;;Insurrección reciente;;;;;;;;;x
prisoner_to_oubilette;Throw in Oubliette;Jeter aux oubliettes;Ins Verlies werfen;;Tirarlo a la mazmorra;;;;;;;;;x
prisoner_to_oubilette_desc;Have §Y[Root.GetTitledFirstName]§! thrown into the deepest hole in the dungeon and forget all about [Root.GetObjectPronoun]. There is no escape from the Oubliette! ([Root.GetPossPronounCap] life expectancy will not be high down there...).;Faire jeter §Y[Root.GetTitledFirstName]§! dans le trou le plus profond du château et oublier jusqu'à son existence. On ne s'échappe pas des oubliettes ! Son espérance de vie ne sera pas bien longue là-dedans...;Lasst §Y[Root.GetTitledFirstName]§! in das finsterste Loch des Kerkers werfen und dort verrotten. Ein Entkommen aus dem Verlies ist undenkbar! (Wen es dorthin verschlägt, dessen letztes Stündlein wird sicherlich bald schlagen ...);;Arrojar §Y[Root.GetTitledFirstName]§! al pozo más profundo en la mazmorra y olvidar todo sobre [Root.GetObjectPronoun]. ¡De la mazmorra no hay salida! ([Root.GetPossPronounCap] esperanza de vida no será muy alta allí abajo...). ;;;;;;;;;x
prisoner_to_dungeon;Move to Dungeon Cell;Transférer au cachot;In eine Kerkerzelle verlegen;;Trasladarlo a celda del calabozo;;;;;;;;;x
prisoner_to_dungeon_desc;Have §Y[Root.GetTitledFirstName]§! moved to a secure cell in the dungeon, where [Root.GetSubjectPronoun] can't escape easily, yet with a fair life expectancy.;Faire transférer §Y[Root.GetTitledFirstName]§! dans une cellule du cachot, d'où [Root.GetIlElle] ne s'échappera pas facilement et aura une espérance de vie correcte.;Lasst §Y[Root.GetTitledFirstName]§! in eine sichere Zelle des Kerkers verlegen. Von dort kann [Root.GetSubjectPronoun] nicht so leicht entkommen, trotzdem bleibt die Lebenserwartung im Rahmen.;;Haz trasladar a §Y[Root.GetTitledFirstName]§! a una celda segura en el calabozo, donde [Root.GetSubjectPronoun] no pueda escapar fácilmente, pero con una esperanza de vida justa.;;;;;;;;;x
prisoner_to_suite;Put in House Arrest;Transférer en résidence surveillée;Unter Hausarrest stellen;;Puesto bajo arresto domiciliario;;;;;;;;;x
prisoner_to_suite_desc;Move §Y[Root.GetTitledFirstName]§! to a guarded suite of rooms. There is a higher risk of escape, but [Root.GetSubjectPronoun] will want for nothing and can expect to live for a long time.;Faire transférer §Y[Root.GetTitledFirstName]§! dans une résidence surveillée. Il est plus facile de s'en échapper, mais [Root.GetIlElle] ne manquera de rien et pourra vivre longtemps.;Lasst §Y[Root.GetTitledFirstName]§! in einen bewachten Bereich mit mehreren Zimmern verlegen. Dadurch erhöht sich das Fluchtrisiko, aber [Root.GetSubjectPronoun] kann dort ein komfortables und möglicherweise langes Leben führen.;;Traslada a §Y[Root.GetTitledFirstName]§! a una suite vigilada con habitaciones. Existe un mayor riesgo de fuga, pero [Root.GetSubjectPronoun] no querrá nada y puede esperar vivir mucho tiempo.;;;;;;;;;x
MODIFIER_ADDED_NO_END;§Y$WHERE$§! gets '§Y$WHAT$§!', giving the following effects:\n$EFFECT$\n\n;§Y$WHERE$§! obtient '§Y$WHAT$§!', avec les effets suivants :\n$EFFECT$\n\n;$WHERE$ erhält "§Y$WHAT$§!", mit den folgenden Auswirkungen:\n$EFFECT$\n\n;;§Y$WHERE$§! recibe '§Y$WHAT$§!', dando los siguientes efectos:\n$EFFECT$\n\n;;;;;;;;;x
NOMAD_LAND_OVERRUN;§YClan Land Demand§!;§YExigences en terres du clan§!;§YLandforderung eines Klans§!;;§YDemanda de tierras de clan§!;;;;;;;;;x
NOMAD_LAND_OVERRUN_DESC;The Khan holds too much land compared to the other Clans. He has to hand out §Y$NUM$§! counties or he might face revolts from the existing Clans, or even see a minor Clan rising up to seize its rightful position among the major Clans...;Le khan possède trop de terres comparé aux autres clans. Il doit céder §Y$NUM$§! comtés ou faire face à une révolte des autres clans, et peut-être même voir un clan mineur accéder à un statut de clan majeur...;Der Khan besitzt im Verhältnis zu anderen Klans zu viel Land. Er muss §Y$NUM$§! Grafschaften vergeben oder er läuft das Risiko, dass bestehende Klans revoltieren oder kleinere Klans sich erheben, um ihren rechtmäßigen Platz an der Seite der größeren Klans einzufordern ...;;El can posee demasiada tierra comparada con la de los otros clanes. Tiene que entregar §Y$NUM$§! condados o podría enfrentarse a revueltas de los clanes existentes, o incluso ver cómo un clan menor se alza para tomar el puesto que le corresponde entre los clanes mayores...;;;;;;;;;x
#NOMAD_LAND_OVERRUN_GENERIC_DESC;If the Khagan holds too much land compared to the other Clans, it will affect their Sentiments, and there might even be risk of a minor Clan rising up to seize its rightful position among the major Clans...;;Wenn der Khagan im Verhältnis zu den anderen Klans zu viel Land besitzt, trübt dies die Stimmung der Klans und es besteht das Risiko, dass kleinere Klans sich erheben, um ihren rechtmäßigen Platz an der Seite der größeren Klans einzufordern ...;;Si el kagan tiene demasiada tierra en comparación con los otros clanes, afectará a sus sentimientos, e incluso puede existir riesgo de un clan menor se alce para tomar el puesto que le corresponde entre los principales clanes...;;;;;;;;;x
SENTIMENT_VS_CLAN;Sentiment against §YClan $CLAN$§!:;Sentiment envers le clan $CLAN$§!:;Meinung gegenüber §YKlan $CLAN$§!:;;Sentimiento contra §YClan $CLAN$§!:;;;;;;;;;x
EMPTY_PROVINCES_IN_REALM;Nomadic Counties in Realm;Comtés nomades dans le pays;Leere Grafschaften in Reich;;Condados vacíos en reino;;;;;;;;;x
REVOKE_TITLE_INTERACTION_1N;Revoke the §Y[ThirdPartyTitle.GetFullName]§! for §R$PRESTIGE$§! Prestige. This will lower §Y[Recipient.GetTitledFirstName]§!'s opinion of you by §R$OPINION$§!, and other non-Nomad vassals' by §R$OPINION2$§!.;Révoquer le §Y[ThirdPartyTitle.GetFullName]§! pour §R$PRESTIGE$§! points de prestige. Ceci réduira l'opinion de §Y[Recipient.GetTitledFirstName]§!' envers vous de §R$OPINION$§! points et celles des vassaux non-nomades de §R$OPINION2$§! points.;Entzieht gegen §R$PRESTIGE$§! Prestige den Titel von §Y[ThirdPartyTitle.GetFullName]§!. Hierdurch verringert sich die Meinung, die §Y[Recipient.GetTitledFirstName]§! von Euch hat, um §R$OPINION$§!. Die Meinung der anderen nicht nomadischen Vasallen verringert sich um §R$OPINION2$§!.;;Revocar la §Y[ThirdPartyTitle.GetFullName]§! para §R$PRESTIGE$§! prestigio. ¡Esto bajará la opinión de §Y[Recipient.GetTitledFirstName]§! sobre ti por §R$OPINION$§!, y otros vasallos no nómadas por §R$OPINION2$§!.;;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_LONG_DESC;Banished characters might escape with their lives, but they are forced to abdicate their titles, and their wealth is confiscated.;Les personnages bannis peuvent avoir la vie sauve, mais ils doivent abdiquer leurs titres et voient leurs richesses confisquées.;Verbannte Personen kommen möglicherweise mit dem Leben davon, werden aber zur Rückgabe ihrer Titel gezwungen und ihr Reichtum wird konfisziert.;;Los personajes desterrados pueden salvar la vida, pero se ven obligados a renunciar a sus títulos y sus riquezas son confiscadas.;;;;;;;;;x
EXILE_IMPRISONED_INTERACTION_2;Banishing a vassal ruler for no valid reason is seen as tyrannical, lowering your other vassals' opinion of you by §R$OPINION$§!.;Bannir un vassal sans raison valide est perçu comme un acte tyrannique qui réduira l'opinion de vos autres vassaux envers vous de §R$OPINION$§!.;Die Verbannung eines Vasallenherrschers ohne triftigen Grund wird als Akt der Tyrannei verstanden. Die Meinung Eurer Vasallen verringert sich um §R$OPINION$§!.;;Desterrar a un gobernante vasallo sin una razón válida se ve como algo tiránico, bajando la opinión de tus otros vasallos sobre ti en §R$OPINION$§!.;;;;;;;;;x
declare_feud_desc;Start a Feud with another Clan, allowing you to declare Dispute wars on them (unless you are the Khagan - you are never allowed to raid or declare wars on subject Clans.);Une querelle avec un autre clan vous permet de déclarer un litige à leur encontre (sauf si vous êtes le khagan : vous n'avez alors pas le droit de piller des clans sujets ou de leur déclarer la guerre).;Beginnt eine Fehde mit einem anderen Klan. Dies ermöglicht Disputkriege (außer Ihr seid der Khagan - Kriege oder Raubzüge gegenüber untergebenen Klans sind nicht erlaubt).;;Comienza una enemistad con otro clan, lo que te permite declarar guerras de disputa contra ellos (a menos que seas el kagan - no se permite asaltar o declarar guerras contra clanes súbditos).;;;;;;;;;x
SETTLE_FEUD_INTERACTION_DESC;Offer to reconcile and end our feud with the [Recipient.Clan.GetName]. This will cost us §R$COST$§!¤.;Proposer une réconciliation et la fin de la querelle avec [Recipient.Clan.GetName]. Ceci nous coûtera §R$COST$§!¤.;Macht [Recipient.Clan.GetName] ein Angebot zur Aussöhnung und Beilegung der Fehde. Dies würde uns §R$COST$§!¤ kosten.;;Ofrece reconciliar y poner fin a la pelea con el [Recipient.Clan.GetName]. Esto nos costará §R$COST$§!ñ.;;;;;;;;;x
SETTLE_FEUD_INTERACTION_LONG_DESC;Offer to reconcile with the [Recipient.Clan.GetName] by paying them a significant amount of money - blood money...;Proposer une réconciliation avec les [Recipient.Clan.GetName] en leur versant une substantielle somme d'argent. L'argent du sang...;Macht [Recipient.Clan.GetName] ein Angebot zur Aussöhnung, das die Zahlung einer beträchtlichen Geldsumme beinhaltet. Frieden hat eben seinen Preis ...;;Ofrece reconciliarte con [Recipient.Clan.GetName] pagando una cantidad significativa de dinero - dinero de sangre...;;;;;;;;;x
ABSORB_CLAN_INTERACTION_DESC;Absorb the §Y[Recipient.Clan.GetName]§! Clan - useful if you have too many Clans.;Absorber le clan §Y[Recipient.Clan.GetName]§!. Une action utile si vous avez trop de clans.;Gliedert den Klan §Y[Recipient.Clan.GetName]§! ein – dies ist dann sinnvoll, wenn es zu viele Klans gibt.;;Absorber el clan §Y[Recipient.Clan.GetName]§! - útil si tienes muchos clanes.;;;;;;;;x
ABSORB_CLAN_INTERACTION_LONG_DESC;Absorbing a Clan is not a popular action, but might be necessary if you have too many Clans.;Absorber un clan n'est jamais bien vu, mais cela peut s'avérer nécessaire si vous avez trop de clans.;Das Eingliedern eines Klans ist keine Maßnahme, mit der Ihr Euch Beliebtheit verschafft. Aber sie kann notwendig sein, wenn es zu viele Klans gibt.;;Absorber un clan no es una acción popular, pero podría ser necesario si tienes demasiados clanes.;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_DESC;Swearing a Blood Oath will make the §Y[Recipient.Clan.GetName]§! Clan a staunch ally for as long as both rulers live. However, you can only have one other Clan as your Blood Brothers.;Conclure un pacte de sang fera du clan §Y[Recipient.Clan.GetName]§! un allié fidèle tant que les deux souverains seront en vie. Cependant, un seul clan peut être considéré comme vos frères de sang.;Durch das Leisten eines Blutschwurs wird der Klan von §Y[Recipient.Clan.GetName]§! zu einem zuverlässigen Verbündeten, so lange beide Herrscher leben. Allerdings könnt Ihr immer nur mit einem Klan per Blutschwur verbunden sein.;;Realizar un juramento de sangre hará del clan §Y[Recipient.Clan.GetName]§! un aliado firme mientras vivan ambos gobernantes. Sin embargo, sólo puedes tener un solo clan ajeno hermano de sangre.;;;;;;;;;x
FORM_BLOOD_OATH_INTERACTION_LONG_DESC;Swearing a Blood Oath will make the other Clan a staunch ally for as long as both rulers live. However, you can only have one other Clan as your Blood Brothers.;Conclure un pacte de sang fera de l'autre clan un allié fidèle tant que les deux souverains seront en vie. Cependant, un seul clan peut être considéré comme vos frères de sang.;Durch das Leisten eines Blutschwurs wird der andere Klan zu einem zuverlässigen Verbündeten, so lange beide Herrscher leben. Allerdings könnt Ihr immer nur mit einem Klan per Blutschwur verbunden sein.;;Realizar un juramento de sangre convertirá al otro clan en un aliado firme mientras vivan ambos gobernantes. Sin embargo, sólo puedes tener un solo clan ajeno hermano de sangre.;;;;;;;;;x
adopt_faith_desc;You can adopt the faith of the [Root.Clan.GetName] Clan. The [Root.Religion.GetName] religion does have its advantages...;Vous pouvez adopter la religion du clan [Root.Clan.GetName]. La religion [Root.Religion.GetName] possède bien des avantages...;Ihr könnt den Glauben des Klans von [Root.Clan.GetName] annehmen. Die [Root.Religion.GetName]e Religion hat durchaus ihre Vorzüge ...;;Puedes adoptar la fe del clan [Root.Clan.GetName]. La religión [Root.Religion.GetName] tiene sus ventajas...;;;;;;;;x
GOV_PRESTIGE_LAW_CHANGE_DESC;Laws are changed by expending Prestige, not by votes;Les lois sont modifiées en dépensant du prestige, et non par le biais de votes;Gesetzesänderungen werden durch das Aufwenden von Prestige durchgeführt, nicht durch Wählerstimmen;;Las leyes se cambian gastando prestigio, no votando.;;;;;;;;;x
LAW_NORMAL_CHANGE_PIETY_COST;With $GOV$ Government, it costs $PIETY$ $PIETYNAME$ to change Demesne Laws;Avec un gouvernement de type '$GOV$', changer les lois du domaine coûte $PIETY$ $PIETYNAME$.;In der Regierungsform $GOV$ kostet die Änderung der Grundbesitzrechte $PIETY$ $PIETYNAME$;;Con un gobierno $GOV$, cuesta $PIETY$ $PIETYNAME$ cambiar las leyes de dominios;;;;;;;;x
LAW_DE_JURE_CHANGE_PIETY_COST;With $GOV$ Government, it costs $PIETY$ $PIETYNAME$ to change Crown Laws;Avec un gouvernement de type '$GOV$', changer les lois de la Couronne coûte $PIETY$ $PIETYNAME$.;In der Regierungsform $GOV$ kostet die Änderung der Krongesetze $PIETY$ $PIETYNAME$;;Con un gobierno $GOV$, cuesta $PIETY$ $PIETYNAME$ cambiar las leyes de la corona;;;;;;;;x
LAW_NORMAL_CHANGE_PRESTIGE_COST;With $GOV$ Government, it costs $PRESTIGE$ Prestige to change Demesne Laws;Avec un gouvernement de type '$GOV$', changer les lois du domaine coûte $PRESTIGE$ de prestige.;In der Regierungsform $GOV$ kostet die Änderung der Grundbesitzrechte $PRESTIGE$ Prestige;;Con un gobierno $GOV$, cuesta $PRESTIGE$ prestigio cambiar las leyes de dominios;;;;;;;;x
LAW_DE_JURE_CHANGE_PRESTIGE_COST;With $GOV$ Government, it costs $PRESTIGE$ Prestige to change Crown Laws;Avec un gouvernement de type '$GOV$', changer les lois de la Couronne coûte $PRESTIGE$ de prestige.;In der Regierungsform $GOV$ kostet die Änderung der Krongesetze $PRESTIGE$ Prestige;;Con un gobierno $GOV$, cuesta $PIETY$ $PIETYNAME$ cambiar las leyes de la corona;;;;;;;;x
NO_TEMPLE_HOLDING;No Temple Holding;Aucune propriété religieuse;Kein Tempelbesitztum;; NO Posesión del templo;;;;;;;;;x
clan_opinion_splitted_blood_brother_clan;Split the Clan of my Blood Brother;A scindé le clan de mon frère de sang;Teilte den Klan meines Blutsbruders;;Dividir el clan de mi hermano de sangre;;;;;;;;x
clan_opinion_splitted_my_clan;Split My Clan;A scindé mon clan;Teilte meinen Klan ;;Dividir el Clan ;;;;;;;;x
clan_opinion_attempted_splitted_my_clan;Tried To Split My Clan;A essayé de scinder mon clan;Versuchte meinen Klan zu teilen;;Dividir el Clan ;;;;;;;;x
#PROVINCE_EXTEND_DESC;§YOpen Trade Post and Fort View§!;§YOuvrir le menu des comptoirs et des forts§!;§YHandelsposten und Forts anzeigen§!;;§YAbrir puesto de comercio y ver la fortaleza §!;;;;;;;;;x
#PROVINCE_EXTEND_DESC_LONG;Extend the interface to show the local Trade Post and Fort.;Étendre l'interface pour afficher les comptoirs et forts locaux.;Oberfläche erweitern und lokale Handelsposten und Forts anzeigen.;;Amplía el interfaz para mostrar el puesto comercial local y la fortaleza.;;;;;;;;;x
#BUILD_FORT_DESC;Forts can be built in all counties you control, including occupied enemy counties. Forts cost §Y$COST$§!¤ to construct, and can be upgraded to regular Castle Holdings (§GRight-Click the Holding§!). Forts lock down your occupation of empty nomad provinces and negate the crushing Attrition enjoyed by certain Pagan tribes in their homelands.;;Der Bau von Forts ist in allen Provinzen, die von Euch kontrolliert werden, möglich, sogar in feindlichen. Ein Fort hat Baukosten von §Y$COST$§!¤ und kann zu einem normalen Burgbesitztum ausgebaut werden (§GRechtsklickt auf das Besitztum§!). Diese Forts ermöglichen es, leere Nomadenprovinzen dauerhaft zu besetzen. Außerdem wirken sie der vernichtenden Zermürbung auf dem Territorium mancher heidnischer Stämme entgegen.;;Las fortalezas se pueden construir en todas las provincias que controlas, incluyendo los condados enemigos ocupados. Cuesta §Y$COST$§!¤ construir una fortaleza y pueden ser mejoradas a una posesión regular de castillo (¡§GHaz-clic-derecho en Posesión§!). Las fortalezas bloquean la ocupación de provincias nómadas vacías y anulan el aplastante desgaste del que disfrutan ciertas tribus paganas en sus tierras natales;;;;;;;;x
BUILD_TRADE_POST_DESC;Trade Posts can be built for §Y$COST$§!¤ along the coasts by Patrician families in Merchant Republics - even in foreign territory. However, any local ruler is also allowed to build Trade Posts in their counties if the Silk Road happens to pass through. (See the §YTrade Zones§! map mode.);Les familles patriciennes vivant dans une république marchande peuvent établir des comptoirs au coût de §Y$COST$§!¤, et ce, même en territoire ennemi. Cependant, tout dirigeant local peut aussi établir des comptoirs dans ses propres comtés si la route de la soie les traverse. (Consultez la carte en mode §YZones marchandes§!.);Ein Handelsposten hat Baukosten in Höhe von §Y$COST$§!¤ und kann von den Patrizierfamilien einer Handelsrepublik überall an der Küste gebaut werden, sogar auf fremden Territorium. Allerdings können sie auch von anderen lokalen Herrschern in ihren Grafschaften errichtet werden, vorausgesetzt, die Seidenstraße führt durch die entsprechende Provinz (vgl. Kartenmodus §YHandelszonen§!).;;Los puestos de comercio se pueden construir a cambio de §Y$COST$§!ñ a lo largo de las costas por familias patricias en repúblicas comerciantes -incluso en territorio extranjero. Sin embargo, cualquier gobernante local también puede construir puestos comerciales en sus países si la Ruta de la seda por ellos. (Ver Modo de mapa §YZonas de comercio§!).;;;;;;;;x
PROVINCE_NOT_UNDER_SIEGE;§Y$PROVINCE$§! is not under siege;La province de §Y$PROVINCE$§! n'est pas assiégée;§Y$PROVINCE$§! wird nicht belagert;;§Y$PROVINCE$§! no está bajo asedio;;;;;;;;;x
ABSORB_CLAN_INTERACTION_4;Other clan vassals will not oppose the absorption of a traitorous clan.;Les autres clans vassaux ne s'opposeront pas à l'absorption d'un clan traître.;Andere Klanvasallen werden sich der Eingliederung eines verräterischen Klans nicht widersetzen.;;Otros clanes vasallos no se opondrán a la absorción de un clan traidor.;;;;;;;;x
TECHPOINTS_FROM_BUILDINGS;From Buildings: §Y$AMOUNT$§!\n;Grâce aux bâtiments : §Y$AMOUNT$§!\n;Durch Gebäude: §Y$AMOUNT$§!\n;;De edificios: §Y$AMOUNT$§!\n;;;;;;;;;x
RULER_HAS_MOVED_CAPITAL_RECENTLY_NOMAD;§Y[GetTitledFirstName]§! is not allowed to move the capital again for $MONTHS$ months.;§Y[GetTitledFirstName]§! n'a pas l'autorisation de déplacer de nouveau la capitale avant $MONTHS$ mois.;§Y[GetTitledFirstName]§! darf $MONTHS$ Monate lang die Hauptstadt nicht mehr verlegen.;;§Y[GetTitledFirstName]§! No se permite mover la capital otra vez durante $MONTHS$ meses.;;;;;;;;;x
MANPOWER_BREAKDOWN;Current Manpower Breakdown;Répartition des effectifs actuels;Aktuelle Aufschlüsselung der Mannstärke;;Crisis actual mano de obra;;;;;;;;;x
LIEGE_LEVY_DESC_OWNS;§Y$VASSAL$§! owns §Y$NUM$§! Troops in total\n;§Y$VASSAL$§! possède §Y$NUM$§! troupes au total\n;§Y$VASSAL$§! hat insgesamt §Y$NUM$§! Truppen \n;;§Y$VASSAL$§! poseen §Y$NUM$§! tropas en total;;;;;;;;x
LIEGE_LEVY_DESC_OWNS_DEPLETION;§Y$VASSAL$§! can currently raise §Y$NUM$§! Troops due to depletion\n;§Y$VASSAL$§! peut actuellement lever §Y$NUM$§! troupes en raison des pertes\n;§Y$VASSAL$§! kann derzeit aufgrund von Verlusten §Y$NUM$§! Truppen ausheben\n;;§Y$VASSAL$§! actualmente puede reclutar §Y$NUM$§! tropas debido a la reducción\n;;;;;;;;x
TRIBAL_VASSAL_CALL_TO_ARMS_BUTTON_NO_WAR;§Y$VASSAL$§! ( §Y$MEN$§! men );§Y$VASSAL$§! (§Y$MEN$§! hommes);§Y$VASSAL$§! ( §Y$MEN$§! Männer );;§Y$VASSAL$§! ( §Y$MEN$§! hombres );;;;;;;;x
ALLIES_POTENTIAL;Potential War Allies;Potentiels alliés;Potenzielle Kriegsverbündete;;Potenciales aliados de guerra;;;;;;;;x
SUZERAIN_OF;Is the Suzerain of §Y$OTHER$§!;Est suzerain de §Y$OTHER$§!;Ist Herrscher von §Y$OTHER$§!;;Es un soberano de §Y$OTHER$§!;;;;;;;;;x
SET_SPECIAL_TITLE_DESC;§Y$CHARACTER$§! gains the title §Y$TITLE$§!\n;§Y$CHARACTER$§! obtient le titre de §Y$TITLE$§!\n;§Y$CHARACTER$§! erhält den Titel §Y$TITLE$§!\n;;§Y$CHARACTER$§! gana el título de §Y$TITLE$§!\n;;;;;;;;x
