#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
make_capital_settlement_interaction_LONG_DESC;Make this Holding your capital.;Désigner cette propriété comme votre capitale.;Besitztum zur Hauptstadt machen.;;Haz de este asentamiento tu capital.;;;;;;;;;x
WILL_CANCEL_OLD_PLOT;You can only have one Plot active at a time. Choosing a new Plot will cancel your current one.;Vous ne pouvez prendre part qu'à un seul complot à la fois. Choisir un nouveau complot annulera celui en cours.;Maximal eine Intrige kann aktiv sein. Bei der Auswahl einer neuen Intrige wird die aktuelle abgebrochen.;;Sólo puedes tener una trama activa a la vez. Al elegir una nueva trama, cancelarás la actual.;;;;;;;;;x
WILL_CANCEL_OLD_AMBITION;You can only have one Ambition active at a time. Choosing a new Ambition will cancel your current one.;Vous pouvez seulement avoir une ambition active à la fois. Choisir une nouvelle ambition annulera celle en cours.;Maximal eine Ambition kann ausgewählt sein. Bei der Auswahl einer neuen wird die aktuelle aufgehoben.;;Sólo puedes tener un ambición activa a la vez. Al elegir una nueva ambición, cancelarás la actual.;;;;;;;;;x
WILL_CANCEL_OLD_FOCUS;You can only have one Focus active at a time. Choosing a new Focus will cancel your current one.;Vous pouvez seulement avoir un intérêt à la fois. Choisir un nouvel intérêt annulera celui en cours.;Maximal ein Fokus kann ausgewählt sein. Bei der Auswahl eines neuen wird der aktuelle aufgehoben.;;Sólo puedes tener un enfoque activo a la vez. Al elegir un enfoque nuevo, cancelarás el actual.;;;;;;;;;x
alert_available_targetted_decision_instant;§YSpecial Character Actions Possible§!;§YActions spéciales de personnage possibles§!;§YSpezielle Personenaktionen möglich§!;;¡§YPosibles acciones especiales de personaje§!;;;;;;;;;x
alert_available_targetted_decision_delayed;The following Special Character Actions are available:\n$LIST$;Les actions spéciales de personnage suivantes sont disponibles :\n$LIST$;Folgende Sonderaktionen sind verfügbar:\n$LIST$;;Están disponibles las siguientes acciones especiales de personaje: \n$LIST$;;;;;;;;;x
alert_available_title_decision_instant;§YSpecial Title Actions Possible§!;§YActions spéciales de titre possibles§!;§YSpezielle Titelaktionen möglich§!;;¡§YPosibles acciones especiales de título§!;;;;;;;;;x
alert_available_title_decision_delayed;The following Special Title Actions are available:\n$LIST$;Les actions spéciales de titre suivantes sont disponibles :\n$LIST$;Folgende Sonderaktionen sind verfügbar:\n$LIST$;;Están disponibles las siguientes acciones especiales de título: \n$LIST$;;;;;;;;;x
alert_available_settlement_decision_instant;§YSpecial Holding Actions Possible§!;§YActions spéciales de propriété possibles!§!;§YSpezielle Besitztumsaktionen möglich§!;;¡§YPosibles acciones especiales de asentamiento§!;;;;;;;;;x
alert_available_settlement_decision_delayed;The following Special Holding Actions are available:\n$LIST$;Les actions spéciales de propriété suivantes sont disponibles :\n$LIST$;Folgende Sonderaktionen sind verfügbar:\n$LIST$;;Están disponibles las siguientes acciones especiales de asentamiento: \n$LIST$;;;;;;;;;x
FLANK_DAMAGE_FINAL;Final Damage Values: §Y$DAMAGE$§! Damage (£1£), §Y$MORALE_DAMAGE$§! Morale Damage (£2£);Valeur finale de dégâts : §Y$DAMAGE$§! Dégâts (£1£), §Y$MORALE_DAMAGE$§! Dégâts moraux (£2£);Abschließende Schadenswerte: §Y$DAMAGE$§! Schaden (£1£), §Y$MORALE_DAMAGE$§! Moralschaden (£2£);;Valores de daño final: §Y$DAMAGE$§! Daño (£1£), §Y$MORALE_DAMAGE$§! Daño moral (£2£);;;;;;;;;x
TACTICAL_DISADVANTAGE;Penalty against §Y$TACTIC$§!: $PERC$;Pénalité contre §Y$TACTIC$§! : $PERC$;Malus bei §Y$TACTIC$§!: $PERC$;;Penalización contra §Y$TACTIC$§!: $PERC$;;;;;;;;;x
TOTAL_DEFENCE;Total Defence: §Y$DEF$§!;Défense totale : §Y$DEF$§!;Gesamtwert Verteidigung: §Y$DEF$§!;;Defensa total:§Y$DEF$§!;;;;;;;;;x
COMBATVIEW_TOTALTROOPS;Total Remaining Troops\n§GClick to show composition of Flanks§!;Total des troupes restantes\n§GCliquez pour afficher la composition des flancs§!;Gesamtzahl verbleibender Truppen\n§GKlickt für Details der Flanken§!;;Total de tropas restantes\n§G¡Haz clic para mostrar composición de flancos§!;;;;;;;;;x
COMBATVALUES;$NAME$\nDamage (£1£): §Y$DAMAGE$§!\nMorale Damage (£2£): §Y$MORALEDMG$§!\nDefence (£3£): §Y$DEFENCE$§!;$NAME$\nDégâts (£1) : §Y$DAMAGE$§!\nDégâts moraux (£2£) : §Y$MORALEDMG$§!\nDéfense (£3£) : §Y$DEFENCE$§!;$NAME$\nSchaden (£1£): §Y$DAMAGE$§!\nMoralschaden (£2£): §Y$MORALEDMG$§!\nVerteidigung (£3£): §Y$DEFENCE$§!;;$NAME$\nDaño (£1£)§Y$DAMAGE$§!\nDaño moral(£2£): §Y$MORALEDMG$§!: §Y$MORALEDMG$§!\nDefensa (£3£): §Y$DEFENCE$§!;;;;;;;;;x
COMBATVALUES_SUBUNIT;Damage per Soldier: §Y$DAMAGE$§!\nDefence per Soldier: §Y$DEFENCE$§!\n\nTotal Damage: §Y$TOTAL_DAMAGE$§!\nTotal Defence: §Y$TOTAL_DEFENCE$§!;Dégâts par soldat : §Y$DAMAGE$§!\nDéfense par soldat : §Y$DEFENCE$§!\n\nTotal des dégâts : §Y$TOTAL_DAMAGE$§!\nDéfense totale : §Y$TOTAL_DEFENCE$§!;Schaden pro Soldat: §Y$DAMAGE$§!\nVerteidigung pro Soldat: §Y$DEFENCE$§!\n\nGesamtschaden: §Y$TOTAL_DAMAGE$§!\nGesamtverteidigung: §Y$TOTAL_DEFENCE$§!;;Daño por soldado: §Y$DAMAGE$§!\nDefensa por soldado: §Y$DEFENCE$§!\n\nDaño total: §Y$TOTAL_DAMAGE$§!\nDefensa total: §Y$TOTAL_DEFENCE$§!;;;;;;;;;x
COMBATVIEW_FLANK_MORALE;Average morale in this flank: $MORALE$ (§Y+$DELTA$§W / week)\nTotal Morale: §Y$TOTAL_MORALE$§!;Moral moyen de ce flanc : $MORALE$ (§Y+$DELTA$§W/semaine)\n Moral total : §Y$TOTAL_MORALE$§!;Durchschnittsmoral dieser Flanke: $MORALE$ (§Y+$DELTA$§W / Woche)\nGesamtmoral: §Y$TOTAL_MORALE$§!;;Moral media en este flanco: $MORALE$ (§Y+$DELTA$§W / semana)\nMoral total: §Y$TOTAL_MORALE$§!;;;;;;;;;x
COMBATVIEW_MORALE;Average morale: §Y$MORALE$§W (§Y+$DELTA$§W / week)\nTotal Morale: §Y$TOTAL_MORALE$§!;Moral moyen : §Y$MORALE$§W (§Y+$DELTA$§W/semaine)\n Moral total : §Y$TOTAL_MORALE$§!;Durchschnittsmoral: §Y$MORALE$§W (§Y+$DELTA$§W / Woche)\nGesamtmoral: §Y$TOTAL_MORALE$§!;;Moral media:§Y$MORALE$§W (§Y+$DELTA$§W / semana)\nMoral total: §Y$TOTAL_MORALE$§! ;;;;;;;;;x
FLANK_DESIGNER_SHOW_VALUES;Show Values;Afficher les valeurs;Werte anzeigen;;Mostrar valores;;;;;;;;;x
FLANK_DESIGNER_SHOW_TROOPS;Show Troops;Afficher les troupes;Truppen anzeigen;;Mostrar tropas;;;;;;;;;x
convert_tribal_to_city;Upgrade to City;Améliorer en ville;Ausbau zur Stadt;;Actualización a ciudad;;;;;;;;;x
convert_tribal_to_city_named;Upgrade [Root.GetName] to a City;Améliorer [Root.GetName] en cité;[Root.GetName] zu einer Stadt ausbauen;;Actualizar [Root.GetName] a ciudad;;;;;;;;;x
#convert_tribal_to_city_desc;I can upgrade [Root.GetFullName] to a proper City.;;Ich kann [Root.GetFullName] zu einer Stadt ausbauen.;;Puedo actualizar [Root.GetFullName] a una ciudad como es debida.;;;;;;;;;x
convert_tribal_to_castle;Upgrade to Castle;Améliorer en château;Ausbau zur Burg;;Actualización a castillo;;;;;;;;;x
convert_tribal_to_castle_named;Upgrade [Root.GetName] to a Castle;Améliorer [Root.GetName] en château;[Root.GetName] zur Burg ausbauen;;Actualizar [Root.GetName] a castillo;;;;;;;;;x
#convert_tribal_to_castle_desc;I can upgrade [Root.GetFullName] to a proper Castle.;;Ich kann [Root.GetFullName] zu einer Burg ausbauen.;;Puedo actualizar [Root.GetFullName] a un castillo como es debido.;;;;;;;;;x
MODIFIER_TRIBAL_OPINION;Tribal Vassal Opinion;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;;;;;;;;;x
MODIFIER_UNREFORMED_TRIBAL_OPINION;Unreformed Pagan Tribal Vassal Opinion;Opinion de la part des vassaux tribaux païens non réformés;Meinung unreformierter heidnischer Stammesvasallen;;Opinión del vasallo tribal pagano no reformado;;;;;;;;;x
UNREFORMED_TRIBAL_VIEW_ON_TRAIT;Unreformed Pagan Tribal view on $TRAIT$: $VALUE$;Opinion des personnages tribaux païens non réformés sur '$TRAIT$' : $VALUE$;Reaktion unreformierter heidnischer Stammesvasallen auf $TRAIT$: $VALUE$;;Opinión Tribal Pagana no reformada sobre $TRAIT$: $VALUE$;;;;;;;;;x
TRAIT_OPINION_UNREFORMED_TRIBAL;Unreformed Pagan Tribal Opinion: $VALUE$;Opinion de la part des personnages tribaux païens non réformés : $VALUE$;Meinung unreformierter heidnischer Stämme: $VALUE$;;Opinión Tribal pagano no reformado: $VALUE$;;;;;;;;;x
TRIBAL_VASSAL_OPINION;Tribal Vassal Opinion;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;;;;;;;;;x
PROVINCE_HAS_NO_REGION; This county does not belong to any region; Ce comté n'appartient à aucune région;  Diese Provinz gehört keiner bestimmten Region an.;;Esta provincia no pertenece a ninguna región;;;;;;;;;x
PROVINCE_HAS_REGION_SELECT;Press §YLeft Click§W to select next region.;§YClic gauche§W pour sélectionner la région suivante.;§GLinksklick§W zur Auswahl der nächsten Region.;;Haz §YClick con el botón izquierdo§W para seleccionar la siguiente región.;;;;;;;;;x
PROVINCE_HAS_REGION_DESELECT;Press §YRight Click§W to deselect region.;§YClic droit§W pour désélectionner la région.;§GRechtsklick§W, um Region abzuwählen.;;Haz §YClic con el botón derecho§W para deseleccionar región.;;;;;;;;;x ;
PROVINCE_HAS_REGION;This county belongs to the following regions:;Ce comté appartient aux régions suivantes :;Diese Provinz gehört zu den folgenden Regionen:;;Esta provincia pertenece a las siguientes regiones:;;;;;;;;;x
FIND_PROVINCE;Find Title or Region;Trouver un titre ou une région;Titel oder Region suchen;;Encuentra título o región;;;;;;;;;x
REGION_OF;Region of;Région de;Region:;;Región de;;;;;;;;;x
HINT_DIPLO_VIEW_TITLE;The Diplomacy Menu;Le menu diplomatique;Das Diplomatiemenü;;Menú de diplomacia;;;;;;;;;x
EVTDESC107104;You currently have one unhappy Vassal. You can find this Vassal by clicking on your portrait and open the 'Vassals' tab. Try to increase the Opinion of this Vassal to a positive number. You can increase the Opinion of your Vassals towards you in several ways, for example by giving them more land (but do try to hold as much land as your Demesne Limit allows!). You can also give them an Honorary Title, or send them a gift. All this can be done in the Diplomacy Menu.;L'un de vos vassaux n'est pas heureux. Repérez-le en cliquant sur votre portrait puis en ouvrant l'onglet «Vassaux». Essayez d'améliorer l'opinion de ce vassal jusqu'à obtenir un nombre positif. Pour ce faire, il existe plusieurs façons. Par exemple, vous pouvez lui donner plus de propriétés (tentez cependant de toujours garder le nombre de propriétés à hauteur de la limite). Sinon, offrez-lui un titre honorifique ou un présent. Toutes ces options sont disponibles depuis le menu diplomatique.;Im Moment habt Ihr einen unzufriedenen Vasallen. Ihr könnt ihn ausfindig machen, indem Ihr auf Euer Porträt klickt und das Register "Vasallen" öffnet. Ihr könnt nun versuchen, die Meinung dieses Vasallen ins Positive zu wenden. Dazu habt Ihr verschiedene Möglichkeiten: Ihr könnt ihm mehr Land geben (allerdings solltet Ihr immer versuchen, so viel Land zu besitzen, wie es Euer Domänenlimit erlaubt!). Ihr könntet ihm auch einen Ehrentitel verleihen oder ihm ein Geschenk machen. Diese Aktionen werden im Diplomatiemenü ausgeführt.;;"Actualmente tienes un vasallo infeliz. Puedes encontrar este vasallo haciendo clic en su retrato y abriendo la etiqueta ""vasallos"". Trata de mejorar la opinión de este vasallo a un número positivo. Puedes aumentar la opinión de tus vasallos de varios modos, por ejemplo, dándoles más tierras (¡pero intenta guardarte tanta tierra como tu límite de dominios permita!). También puedes darles un título honorario, o enviarles un regalo. Todo esto puede hacerse en el menú de diplomacia.";;;;;;;;;x
EVTDESC107009;When you have found a good character to marry, right-click on their portrait to open the Diplomacy Menu. Here you may ask the Liege of your intended about the possibility of arranging a marriage. The Diplomacy Menu is the main way to interact with other characters. Go ahead and arrange the marriage!;Lorsque vous dénichez la candidate idéale au mariage, cliquez sur son portrait pour ouvrir le menu diplomatique. Là, vous pourrez demander la main de la jeune femme à son seigneur lige. Le menu diplomatique est l'outil principal permettant d'interagir avec d'autres personnages. Lancez-vous et organisez un mariage !;Durch einen Rechtsklick auf das Porträt der Person, die Ihr zu ehelichen gedenkt, öffnet Ihr das Diplomatiemenü, wo Ihr den Lehnsherrn Eurer Zukünftigen darum bitten könnt, eine Heirat zu arrangieren. Das Diplomatiemenü ist das meistgenutzte Hilfsmittel zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando encuentres un buen personaje para casarte, haz clic en su retrato para abrir el menú de diplomacia. Aquí puede preguntar al señor de tu futura esposa sobre la posibilidad de organizar un matrimonio. El menú de diplomacia es la manera principal de relacionarse con otros personajes. ¡Sigue adelante y concierta el matrimonio!;;;;;;;;;x
EVTDESC107300;You now have a Claim and it's time to let slip the dogs of War! Click on Canarias province and right-click the Ruler Portrait in the County View. Select 'Declare War' in the Diplomacy Menu and the 'Claim Canarias' Casus Belli. Send the War Declaration.;Vous possédez maintenant une revendication, il est temps de déterrer la hache de guerre ! Cliquez sur la province des îles Canaries puis faites un clic droit sur le portrait du dirigeant dans la Vue du Comté. Sélectionnez ensuite «Déclarer la guerre» dans le menu diplomatique puis le casus belli «Revendiquer îles Canaries». Envoyez la déclaration de guerre.;Ihr habt nun einen Anspruch und der Krieg kann beginnen! Klickt auf die Kanarischen Inseln und anschließend mit der rechten Maustaste auf das Herrscherporträt in der Grafschaftsansicht. Wählt im Diplomatiemenü die Option "Krieg erklären" und als Kriegsgrund "Anspruch auf die Kanarischen Inseln". Sendet die Kriegserklärung ab.;;¡Ahora tienes una reclamación y es el momento de soltar a los perros de la guerra! Haz clic en la provincia de Canarias y clic con el botón derecho en el retrato del gobernante en la vista del condado. Selecciona 'Declarar la guerra' en el menú de diplomacia y el Casus Belli 'Reclamar Canarias'. Envía la declaración de guerra.;;;;;;;;;x
#EVTDESC107301;Whenever you have Allies that can aid in your Wars, you will see an icon indicating this at the top of the screen. Clicking on this icon will open the Diplomacy Menu of your Allies, where you have the option to Call them to Arms, thus bringing them into your War (if they accept).;;Immer wenn Ihr Verbündete habt, die Euch im Krieg unterstützen können, wird dies durch ein Symbol im oberen Bereich des Bildschirms angezeigt. Per Mausklick auf dieses Symbol lässt sich das Diplomatiemenü Eurer Verbündeten öffnen, die Ihr nun zu den Waffen rufen könnt. Wenn sie akzeptieren, treten sie auf Eurer Seite in den Krieg ein.;;Cuando tengas aliados que puedan ayudarte en tus guerras, verás un icono indicando esto en lo alto de la pantalla. El clic en este icono abrirá el menú de diplomacia de tus aliados, donde tienes la opción de llamarlos a las armas, involucrándoles en tu guerra (si lo aceptan).;;;;;;;;;x
EVTDESC107326;You are now over your Vassal Limit, meaning you have more Vassals than you can control. Your Vassals will then give you reduced Taxes and Levies, and you might even lose some Vassals when you die and your Heir takes over. In the long term you can increase your Vassal Limit by increasing your Diplomacy, but in the short term you can Transfer Vassalage so that you have fewer Direct Vassals. You can do this by clicking on the character you want to give Vassals to, and open their Diplomacy Menu. The target character must be of a higher tier than the Vassal you wish to give away.;Vous avez plus de vassaux que vous ne pouvez en diriger. Ainsi, ces derniers vous fournissent moins d'impôts et de levées et si vous mourez, votre héritier risque de perdre ces vassaux. À long terme, vous pourrez augmenter votre limite de vassaux directs en augmentant votre compétence diplomatie mais pour le moment, la solution est de transférer le vasselage pour réduire le nombre de vassaux. Cliquez sur le personnage auquel vous souhaitez donner le vassal et ouvrez son menu diplomatique. Ce personnage doit être de niveau plus élevé que le vassal dont vous désirez vous départir.;Ihr habt Euer Vasallenlimit überschritten, was bedeutet, dass Ihr mehr Vasallen habt, als Ihr kontrollieren könnt. In diesem Fall erhaltet Ihr von Euren Vasallen weniger Steuereinnahmen und Truppen. Es kann sogar dazu kommen, dass manche Vasallen nach Eurem Tod Eurem Erben den Lehnseid nicht leisten. Langfristig könnt Ihr das Vasallenlimit erhöhen, indem Ihr Eure Fähigkeit im Bereich Staatsdiplomatie steigert. Kurzfristig jedoch könnt Ihr Vasallen übertragen, um so die Anzahl Eurer direkten Vasallen zu verringern. Hierzu wählt Ihr die Person aus, an die Ihr einen Vasallen übertragen möchtet, und öffnet ihre Diplomatieansicht. Dabei muss die Zielperson (der neue Lehnsherr) einen höheren Rang haben als der zu übertragende Vasall.;;Has superado tu límite de vasallos, lo que significa que tienes más vasallos de los que puedes controlar. Ahora tus vasallos te darán menos impuestos y levas e incluso puede ser que pierdas algunos vasallos cuando mueras y ascienda tu heredero. A largo plazo puedes aumentar tu límite de vasallos aumentando tu diplomacia, pero a corto plazo puedes transferir vasallaje para tener menos vasallos directos. Puedes hacerlo haciendo clic en el personaje al que desees dar vasallos, y abrir su menú de diplomacia. El personaje objetivo debe ser de un nivel más alto que el vasallo que desees entregar.;;;;;;;;;x
EVTDESC107334;One of your children is now old enough to be Tutored by a Guardian. By opening your Diplomacy Menu you can select the 'Educate Child' option. A Guardian will be automatically suggested, but feel free to click on the suggested Guardian in order to choose another one if you wish. You will want a Guardian with good Traits and Attributes, or use this opportunity and let a Vassal that dislike you to get the honor of becoming the Guardian of your child.;L'un de vos enfants a atteint l'âge d'être instruit par un tuteur. Dans le menu diplomatique, vous pouvez sélectionner l'option 'Éduquer un enfant'. Un tuteur sera automatiquement suggéré, mais vous pouvez toujours cliquer sur le tuteur suggéré pour en sélectionner un autre. Les tuteurs possédant de bons traits et compétences sont préférables. Vous pouvez aussi profiter de cette opportunité pour offrir à un vassal qui ne vous aime pas l'honneur d'être le tuteur de votre enfant.;Eines Eurer Kinder ist nun alt genug, um von einem Vormund erzogen zu werden. Nach dem Öffnen der Diplomatieansicht könnt Ihr nun die Option "Kind erziehen" auswählen. Dabei wird Euch automatisch ein Vormund empfohlen, den Ihr allerdings ändern könnt, indem Ihr auf sein Porträt klickt, um eine andere Person auszuwählen. Ihr solltet einen Vormund mit guten Eigenschaften und Fähigkeiten auswählen oder Ihr könnt diese Gelegenheit nutzen, um Euer Ansehen bei einem problematischen Vasallen zu verbessern, indem Ihr ihm die Ehre zuteil werden lasst, Euer Kind erziehen zu dürfen.;;Uno de tus hijos es ahora lo suficientemente mayor para ser educado por un tutor. Abriendo su menú de diplomacia puedes seleccionar la opción 'Educar al niño'. Automáticamente se sugerirá un tutor, pero no dudes en hacer clic sobre el tutor sugerido para elegir otro si lo deseas. Querrás un tutor con buenas características y atributos, o utiliza esta oportunidad para dejar que un vasallo al que no gustas el honor de ser el tutor de tu hijo.;;;;;;;;;x
EVTDESC107325;You are now over your Demesne Limit, meaning you have more Holdings than is seemly for you to rule personally. Your Vassals will dislike you for being over this limit, so you need to do something about it, and soon! In the long term, you can increase your demesne limit by increasing your Stewardship Attribute (and your wife's), but in the short term you need to give some of your Titles to your Vassals. You can do this by clicking on the character you want to give Titles to, and open their Diplomacy Menu. Look in the Character Finder or in the Court Tab in your Character View to find suitable characters.;Votre territoire a atteint sa taille maximale, ce qui veut dire que vous avez plus de terres que ce que vous pouvez contrôler. Vos vassaux n'apprécieront pas que vous dépassiez cette limite, et vous devez résoudre la situation sans tarder ! À long terme, vous pouvez augmenter la taille de votre domaine en augmentant votre compétence d'intendance (et celle de votre épouse), mais à court terme, vous devrez donner certains de vos titres à vos vassaux. Faites cela en cliquant sur le portrait du personnage auquel vous voulez donner des titres, puis ouvrez le menu diplomatique, puis l'onglet de cour ou la recherche de personnage pour trouver des personnages adéquats.;Ihr habt nun Euer Domänenlimit überschritten. Das heißt, dass sich mehr Besitztümer unter Eurer persönlichen Kontrolle befinden, als Euch zustehen. Durch das Überschreiten dieser Grenze zieht Ihr Euch die Missbilligung Eurer Vasallen zu. Daher müsst Ihr Abhilfe schaffen, und zwar schnell! Langfristig könnt Ihr Euer Domänenlimit vergrößern, indem Ihr Eure Fähigkeiten im Bereich Staatsverwaltung steigert (bzw. die Eurer Frau), aber kurzfristig bleibt Euch nichts anderes übrig, als einige Eurer Titel an Vasallen zu übertragen. Hierzu wählt Ihr die Person aus, der Ihr einen Titel übertragen möchtet, und öffnet das Diplomatiemenü. Sucht über die Personensuche oder über die Charakteransicht (Bereich: Hof) nach geeigneten Kandidaten.;;Has superado tu límite de dominios, lo que significa que tienes más posesiones de las que es apropiado que gobiernes personalmente. Tus vasallos te detestarán por sobrepasar este límite, así que tienes que hacer algo al respecto, ¡y rápido! A largo plazo, puedes aumentar tu límite de dominios aumentando tu atributo de administración (y el de tu esposa), pero a corto plazo tienes que dar algunos de tus títulos a tus vasallos. Puedes hacerlo haciendo clic en el personaje al que deseas dar títulos y abrir su menú de diplomacia. Mira en el buscador de personajes o en la etiqueta de la Corte en la visión de tu personaje para encontrar personajes adecuados.;;;;;;;;;x
EVTDESC107310;You are now ready to make Peace. To do this, click on the War icon in the bottom right of the screen. You can also right-click the portrait of the character you are fighting and open their Diplomacy Menu.;Vous êtes maintenant prêt à rétablir la paix. Pour ce faire, cliquez sur l'icône de guerre dans le coin inférieur droit de l'écran. Vous pouvez aussi faire un clic droit sur le portrait du personnage contre lequel vous êtes en guerre et ouvrir le menu diplomatique.;Ihr könnt nun Frieden schließen. Klickt dazu auf das Kriegssymbol rechts unten auf dem Bildschirm. Alternativ dazu könnt Ihr das Porträt Eures Widersachers mit der rechten Maustaste anklicken, um so das Diplomatiemenü dieser Person zu öffnen.;;Ahora estás listo para hacer la paz. Para hacer esto, haz clic en icono de guerra en la parte inferior derecha de la pantalla. También puedes hacer clic con el botón derecho del ratón en el retrato del personaje con el que estás luchando y abrir tu Menú de Diplomacia.;;;;;;;;;x
PART_OF_REGION;Part of $REGION$ region;Fait partie de la région $REGION$;Teil der Region $REGION$ ;;Parte de región de $REGION$;;;;;;;;;x
NOT_PART_OF_REGION;Not part of $REGION$ region;Ne fait pas partie de la région $REGION$;Kein Teil der Region $REGION$ ;;No es parte de la región de $REGION$;;;;;;;;;x
SPAWN_UNIT_EFFECT_REINFORCE_RATE;Reinforce Speed: §Y$RATE$§!%;Vitesse des renforts : §Y$RATE$§!%;Verstärkungsgeschwindigkeit: §Y$RATE$§!%;;Velocidad de refuerzos: §Y$RATE$§!%;;;;;;;;;x
