#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INTERACTION_RELIGION_MUST_MARRY_REGULARLY;$RELIGION$ characters cannot marry Matrilineally;Les adeptes de la religion $RELIGION$ ne peuvent pas contracter de mariage matrilinéaire;$RELIGION$e Charaktere können nicht matrilinear heiraten;;Los personajes de religión $RELIGION$ no pueden casarse matrilinealmente;;;;;;;;;x
#IRONMAN_MODE_CHECKSUM_DESC;The game data files have been altered in some way, disabling achievements in Ironman mode. Check so you don't have a mod loaded or verify your game files.;;Spieldateien sind verändert worden, daher sind Steam-Errungenschaften und der Ironman-Modus deaktiviert. Prüfen Sie, dass weder Mods aktiv sind noch Spieldateien geändert wurden.;;Los archivos del juego han sido modificados y por eso los logros están desactivados el modo Hombre de Hierro. Asegúrate que no tengas ninguna modificación del juego activada o verifica los ficheros del mismo.;;;;;;;;;x
EVTDESC_SoA_561;The realm has benefitted from the vast network of contacts that [From.GetTitledName], your Jewish [Root.GetMyChancellorName], has fostered abroad. Somehow [From.GetSheHe] always manages to keep up to date on new customs and the latest diplomatic developments.;Notre pays bénéficie d'un vaste réseau de contacts qui est entretenu à l'étranger par [From.GetTitledName], notre [Root.GetMyChancellorName] juif.\nDe quelques façons que ce soit, [From.GetIlElle] parvient toujours à rester à la pointe des us et coutumes diplomatiques ainsi que de s'informer des dernières évolutions en la matière.;Das Kontaktnetzwerk von [From.GetTitledName], Eurem jüdischen [Root.GetMyChancellorName], im Ausland hat Eurem Reich viele Vorteile gebracht. [From.GetSheHe] gelangt irgendwie immer an aktuelle Information über neue Sitten und diplomatische Entwicklungen.;;Nuestro reino se ha beneficiado de la amplia red de contactos que [From.GetTitledName], tu [Root.GetMyChancellorName] judio, ha creado en el extranjero. De alguna manera siempre está al día de todas las nuevas costumbres y los últimos acontecimientos diplomáticos.;;;;;;;;;x
EVTOPTA_SoA_561;Excellent work.;Excellent travail.;Ausgezeichnete Arbeit.;;Un trabajo excelente;;;;;;;;;x
EVTDESC_SoA_563;[From.GetTitledName], your [Root.GetMyTreasurerName], has several contacts among the Radhanites. This Jewish merchant network supposedly stretches across the entirety of the known world, from Western Europe all the way to distant Cathay, and these contacts have been a great boon to the development of the realm's economy.;[From.GetTitledName], notre [Root.GetMyTreasurerName], a de nombreux contacts auprès des radhanites. Ce réseau marchand juif s'étend prétendument au travers de l'ensemble du Monde connu, depuis l'Europe occidentale jusqu'à la lointaine Cathay. Ces contacts ont constitué une grande aubaine pour le développement de l'économie du pays.;[From.GetTitledName], Euer [Root.GetMyTreasurerName], hat viele Kontakte unter den Rhadaniten. Dieses Netzwerk von jüdischen Händlern erstreckt sich über die ganze bekannte Welt, von Westeuropa bis hin nach Cathay. Seine Kontakte haben sich als großer Vorteil für die Wirtschaft des Reiches erwiesen.;;[From.GetTitledName]. tu [Root.GetMyTreasurerName], tiene bastantes contactos entre los Radanitas. Esta red mercantil judía se extiende a lo largo del mundo conocido, desde la Europa más occidental a la lejana Catay, y estos contactos han conllevado a un boom en el desarrollo de la economía de nuestro Reino.;;;;;;;;;x
EVTDESC_SoA_565;Your [Root.GetMySpymasterName], [From.GetTitledName], seems to have friends and informants inside every Jewish community in Europe. Messenger pigeons arrive at [From.GetHerHis] abode on a daily basis, often carrying vital intelligence from abroad about new weapons and tactics.;Notre [Root.GetMySpymasterName], [From.GetTitledName], semble avoir des amis et des indicateurs au sein de chaque communauté juive d'Europe. Les pigeons voyageurs qui arrivent quotidiennement à sa demeure délivrent souvent de l'étranger des informations capitales à propos de nouvelles armes ou de nouvelles tactiques.;Euer [Root.GetMySpymasterName], [From.GetTitledName], scheint Freunde und Informanten in allen jüdischen Gemeinden in ganz Europa zu haben. Täglich treffen neue Brieftauben ein, welche wichtige Nachrichten über neue Waffen und Taktiken aus dem Ausland bringen.;;Tu [Root.GetMySpymasterName], [From.GetTitledName], parece tener amigos e informantes dentro de todas y cada una de las comunidades judías de europa. Las palomas mensajeras llegan a su morada todos los días, portando información vital del exterior sobre nuevas armas y tácticas.;;;;;;;;;x
LOADING_TIP_53;Jewish councillors will sometimes benefit the advancement of technology.;Les conseillers juifs bénéficient parfois des dernières avancées technologiques.;Jüdische Berater können gelegentlich den technologischen Fortschritt beschleunigen.;;Los consejeros judíos pueden beneficiarte con avances tecnológicos.;;;;;;;;;x
AIREASON_EXISTING_BETROTHAL;Will honor the betrothal;Honorera les fiançailles;Wird die Verlobung achten.;;Respetará el compromiso matrimonial;;;;;;;;;x
cathar_DESC;The Cathar, or Albigensian, heresy rejects confession and the holiness of the clergy and of the Pope. They only have a single sacrament - the Consolation - to remove sin and turn the believer into a Cathar 'Perfect'.;L'hérésie cathare, ou albigeoise, rejette la confession et le caractère sacré du clergé et du pape. Ils ne reconnaissent qu'un seul sacrement, celui du consolament, utilisé pour absoudre les péchés et être ordonné parfait.;Die Katharer (oder Albigenser) akzeptieren weder die Beichte noch die Heiligkeit der klerikalen Hierarchie oder des Papstes. Sie haben nur ein Sakrament - die Tröstung - die Reinigung von der Sünde.;;La herejía cátara, o albigense, rechaza la confesión y la santidad del clero y el Papa. Sólo tienen un Sacramento, la Consolación, que consiste en eliminar el pecado y convertir al creyente en un cátaro 'perfecto'.;;;;;;;;;x
fraticelli_DESC;The Fraticelli, or 'Little Brethren', is a Catholic heresy that originated in the Fransiscan Order of monks. It is devoted to poverty and asceticism - especially for men of the cloth. Fraticelli heretics are violently opposed to Church wealth and displays of opulence.;Les fraticelles, ou « petits frères », sont des hérétiques catholiques qui ont pour origine l'ordre des moines franciscains. Ils consacrent leur vie – tout particulièrement les hommes de robe – à la pauvreté et à l'ascétisme. Les hérétiques fraticelles s'opposent violemment à la richesse de l'Église et à son opulence ostentatoire.;Die Fratizellen sind eine katholische Ketzerei mit Ursprung im Franziskanischen Orden. Höchstes Gebot sind Armut und Askese - insbesondere für Priester. Die Fratizellen wenden sich entschieden gegen den Reichtum der Kirche.;;Los fraticelli, o 'hermanos menores', son una herejía católica originada dentro de la Orden monástica Franciscana. Dedicados a la pobreza y al ascetismo, especialmente para los religiosos. Los fraticelli se opusieron violentamente a las riquezas de la Iglesia y sus muestras de opulencia.;;;;;;;;;x
bogomilist_DESC;Bogomilism is an originally Orthodox Christian heresy with Gnostic elements that completely rejects the ecclesiastical hierarchy and advocates a return to early Christianity. Bogomilists believe that the world was created by an evil demiurge - the Devil.;Le bogomilisme est à l'origine une hérésie chrétienne orthodoxe incluant des éléments gnostiques rejetant la hiérarchie ecclésiale et prêchant le retour au christianisme primitif. Les bogomiles croient que le monde fut crée par un démiurge démoniaque : le Diable.;Die Bogomilen sind eine orthodoxe Ketzerei mit gnostischen Elementen. Sie lehnen die kirchliche Hierarchie gänzlich ab und arbeiten stattdessen auf eine Rückkehr zur frühen Form des Christentums hin. Sie glauben, dass die Welt vom Teufel geschaffen ist.;;El bogomilismo es una herejía de los cristianos ortodoxos combinada con elementos gnósticos que rechazan totalmente la jerarquía eclesiástica y predican la vuelta al cristianismo original. Los bogomilistas creen que el mundo fue creado por un demiurgo malvado, el Diablo.;;;;;;;;;x
iconoclast_DESC;The Iconoclast heresy plagued the Byzantine Empire in multiple waves. Iconoclasts believe that religious images - icons and depictions of holy figures in particular - are a form of idolatry and must not be allowed. In their heyday, iconoclasts destroyed innumerable such decorations and icons, sometimes even urged on by Iconoclast Emperors.;L'hérésie iconoclaste empesta l'Empire byzantin en de nombreuses vagues. Les iconoclastes croient que les images religieuses (icônes et représentation des figures sacrées en particulier) constituent une forme d'idolâtrie et doivent être interdites. À leur apogée, les iconoclastes – parfois exhortés par les empereurs iconoclastes – détruisirent d'innombrables décorations et icônes.;Die Bilderstürmer bedrängten das Byzantinische Reich in mehereren Wellen. Sie glauben, dass religiöse Bildnisse - insbesondere Ikonen und Bilder von heiligen Figuren - Götzendienst sind und daher verboten werden müssen. Durch ihren religiösen Eifer wurden unzählige Kunstwerke und Ikonen zerstört, zum Teil mit dem Wohlwollen gleichgesinnter Kaiser.;;La herejía iconoclasta recorrió el Imperio Bizantino en múltiples oleadas. Los iconoclastas consideran que las imágenes religiosas, los iconos y representaciones de los santos en particular, eran una forma de idolatría y debían ser prohibidas. En sus mejores días los iconoclastas destruyeron innumerables iconos y decoraciones religiosas, a veces inducidos por Emperadores iconoclastas.;;;;;;;;;x
yazidi_DESC;The Yazidi religion is properly a distinct religion but is treated as a Sunni heresy in the game. Yazidis believe that God created the world and left seven angels in charge, the chief of whom is the Peacock Angel, Malek Taus or Shaytan, a being usually identified by Christians and Muslims as Satan.;La religion yézidie est une religion distincte traitée comme hérésie sunnite dans le jeu. Les yézidis croient que Dieu a crée le monde et y a laissé sept anges pour l'administrer. Leur chef est l'ange-paon, Malek Taous ou Chaïtan : un être habituellement identifié par les chrétiens et les musulmans comme étant Satan.;Der Yazidi-Islam ist in Wirklichkeit eine separate Religion, wird im Spiel jedoch als eine Ketzerei des Sunni-Islam dargestellt. Seine Anhänger glauben, dass Gott die Welt aus einer Perle erschuf und dann sieben heilige Engel damit beauftragte, die Welt zu versorgen.;;La religión Yazidí es propiamente en una religión por si misma, pero es tratada como una herejía suní por el juego. Los Yazidíes creen que Dios creó el mundo y dejó a siete ángeles al mando, liderados por el Ángel del Pavo Real, Malek Taus o Shaytan, un ser muchas veces identificado por los cristianos y musulmanes como Satán.;;;;;;;;;x
ibadi_DESC;Ibadism is distinct from both Shi'a and Sunni Islam. Ibadis believe that souls condemned to Hell will stay there forever. Ibadis also reject the notion that Muslims will get to see Allah on the Day of Judgment.;L'ibadisme est distinct de l'islam chiite et sunnite. Les ibadites croient que les âmes condamnées à l'Enfer y resteront à jamais. Ils rejettent aussi la notion que les musulmans verront Allah au jour du Jugement dernier.;Der Ibadi-Islam unterscheidet sich sowohl vom Shia-Islam als auch vom Sunni-Islam. Die Ibadi glauben dass die Seelen in der Hölle dort für die Ewigkeit bleiben. Sie glauben auch nicht, dass Muslime am Tag des Letzten Gerichtes Allah sehen werden.;;El Ibadismo es distinto tanto del islamismo suní como del chií. Los ibadíes creen que las almas están condenadas al Infierno y estarán allí por toda la eternidad. Los ibadías también rechazan que los musulmanes verán a Alá en el Día del Juicio.;;;;;;;;;x
hurufi_DESC;The Hurufi faith is a mystical, kabbalistic, Sufi sect within Islam, regarded as a heresy.;La foi hurufite celle d'une secte mystique et kabbalistique soufie que l'Islam considère comme une hérésie.;Der Hurufismus ist eine mystische, kabbalistische Sekte im Islam.;;La fe hurufí es una secta  mística, kabalística y sufí dentro del Islam, es considerada una herejía.;;;;;;;;;x
karaite_DESC;Karaite Judaism is a Jewish movement characterized by the recognition of the Tanakh alone as its supreme legal authority in Jewish religious law and theology. In this it is distinct from mainstream Rabbinic Judaism. Karaites maintain that all of the divine commandments handed down to Moses by God were recorded in the written Torah, without additional Oral Law or explanation. In-game, Karaite Judaism is a heresy of mainstream Judaism. This heresy has no formal head and no special game mechanics.;Le judaïsme karaïte est un mouvement juif caractérisé par la reconnaissance du seul Tanakh et de son autorité suprême sur les lois religieuses et la théologie juive. En cela, il est distinct du courant rabbinique majoritaire. Les karaïtes soutiennent que tous les commandements divins reçus de Dieu par Moïse furent consignés dans la Torah écrite sans lois orales additionnelles ou explications. \n\nDans le jeu, cette hérésie du judaïsme n'a ni chef officiel ni mécanique spécifique.;Das Karaitische Judentum ist eine religiöse Bewegung, welche nur die Tanakh als höchste Autorität für jüdische Rechtsordnung und Theologie anerkennt. Sie meinen, dass die göttlichen Gebote vollständig in der Torah dargelegt sind, ohne das mündliche Überlieferungen oder Erläuterungen notwendig sind. Im Spiel werden die Karaiten als eine jüdische Ketzerei behandelt. Diese Ketzerei hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El judaísmo karaita es un movimiento judáico caracterizado por el reconocimiento sólo de la Tanaj como autoridad legal absoluta en los asuntos religiosos y la teología. Esto es lo que lo diferencia del judaísmo rabínico tradicional. Los karaitas consideran que todos los mandamientos dados a Moisés por Dios fueron escritos en la Torá, sin leyes orales ni explicaciones añadidas. En el juego el judaísmo karaita es una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x
samaritan_DESC;Samaritanism is an Abrahamic religion closely related to Judaism. Samaritans assert their worship is the true religion of the ancient Israelites prior to the Babylonian Exile, preserved by those who remained in the Land of Israel, as opposed to Judaism, which they assert is a related but altered and amended religion. In-game, Samaritanism is treated as a heresy of mainstream Judaism. This heresy has no formal head and no special game mechanics.;Le samaritanisme est une religion abrahamique très proche du judaïsme. Les samaritains affirment que leur culte est celui de la véritable religion des anciens Israélites, pratiquée antérieurement à leur exil babylonien et préservé par ceux qui sont restés en Israël. Ils opposent leur culte à celui du judaïsme qu'ils considèrent comme étant une religion liée mais altérée et amendée. \n\nDans le jeu, cette hérésie du judaïsme n'a ni chef officiel ni mécanique spécifique.;Der Samaritismus ist ein abrahamitische Religion, die eng mit der Judentum verwandt ist. Die Samariter glauben, dass ihr Glaube die ursprüngliche Religion vor dem Exil der Israeliten in Babylon darstellt und von den wenigen am Leben gehalten wird, die damals in ihrer Heimat zurückgeblieben sind. Das Judentum sehen sie als verwandte, aber veränderte Religion an. Im Spiel wird der Samaritismus als jüdische Ketzerei behandelt. Diese Ketzerei hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El samaritanismo es una religión abrahámica claramente relacionada con el judaismo. Los samaritanos consideran que su adoración es la verdadera religión que profesaban los israelitas antes del exilio babilónico, preservada por aquellos que permanecieron en Israel, al contrario que el judaísmo que consideran una religión relacionada con la suya pero que fue alterada y enmenda. En el juego el samaritanismo es considerado una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x
title_fraticelli_cardinal;Cardinal;Cardinal;Kardinal;;Cardenal;;;;;;;;;x
expected_next_title_fraticelli_cardinal;Expected Next Cardinal;Probable prochain cardinal;Erwarteter neuer Kardinal;;Presunto próximo cardenal;;;;;;;;;x
expected_next_title_fraticelli_cardinal_tooltip;This bishop is probably next in line for a Cardinalship when one becomes available.;Cet évêque sera probablement le prochain cardinal fraticelle dès qu'une place sera disponible.;Dieser Bischof wird wahrscheinlich als nächster zum Kardinal ernannt, wenn ein Sitz im Kollegium frei wird.;;Este obispo será, probablemente, el próximo Cardenal cuando haya una vacante.;;;;;;;;;x
