#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mesoamerican;Mesoamerican;méso-américain;Mesoamerikanisch;;Mesoamericano;;;;;;;;;x
EVTOPTA_SSI_003;It's the End of Days!;C'est la fin des temps !;Das Ende aller Tage ist nah!;;¡Es el fin de los días! ;;;;;;;;;x
EVTNAME_SSI_004;Sunset Invasion;Invasion du Soleil Couchant;Invasion aus dem Sonnenuntergang;;La invasion del Ocaso;;;;;;;;;x
EVTDESC_SSI_004;Thousands of exotic ships have arrived in [From.SeaZone.GetName], spewing out numberless hordes of ululating warriors in weird armor sporting feathers and bone. These invaders from beyond the sunset worship hellish demon gods, sacrificing the populations of entire towns on altars erected on top of pyramid shaped wooden edifices. They cut their victims' hearts out, carefully flay them, and let their devil priests wear the skins for many days...;Des bateaux exotiques sont arrivés par milliers à [From.SeaZone.GetName] et ils y débarquent d'innombrables guerriers hurlant et portant d'étranges armures ornées de plumes et d'ossements. Ces envahisseurs venus d'au-delà du crépuscule vénèrent des dieux démons infernaux en sacrifiant les habitants de villes entières sur des autels érigés sur des bâtiments de bois en forme de pyramides. Ils arrachent le cœur de leurs victimes, ils dépècent les corps soigneusement, et leurs prêtres du diable portent ensuite ces peaux pendant plusieurs jours...;Tausende bedrohlicher Schiffe sind bei [From.SeaZone.GetName] gelandet und entladen zahllose Horden brüllender Krieger in seltsamen, mit Federn und Knochen verzierten Rüstungen. Diese Eindringlinge von jenseits des Sonnenuntergangs huldigen höllischen Dämonengöttern und opfern die Bevölkerung ganzer Städte auf Altären, die auf der Spitze von hölzernen Pyramiden errichtet wurden. Sie schneiden ihren Opfern das Herz heraus, häuten sie fachkundig und lassen ihre teuflischen Priester die Haut ihrer Opfer etliche Tage lang tragen...;;Miles de barcos exóticos han llegado a [From.SeaZone.GetName], arrojando innumerables hordas de ululantes guerreros. Estos invasores, que lucen extrañas armaduras de caza hechas con huesos y plumas, provienen de más allá del ocaso, adoran dioses-demonios infernales y sacrifican la población de ciudades enteras en altares erigidos en la cima de edificios de madera con forma piramidal. A sus víctimas les arrancan el corazón, los despellejan cuidadosamente y entregan las pieles a sus sacerdotes para que las lleven como vestimenta durante días.;;;;;;;;;x
EVTOPTA_SSI_004;[This.Religion.GetRandomGodNameCap] have Mercy!;Que [This.Religion.GetRandomGodName] ait pitié de nous !;[This.Religion.GetRandomGodNameCap], hab Erbarmen!;; ¡[This.Religion.GetRandomGodNameCap] tenga Clemencia! ;;;;;;;;;x
EVTDESC_SSI_005;A forest of sails has appeared on the horizon - the terrible Aztec scourge has reached our shores!;Une forêt de voiles est apparue à l'horizon : le terrible fléau aztèque a atteint nos rives !;Ein ganzer Wald von Segeln ist am Horizont erschienen – der furchtbare, aztekische Schrecken hat unsere Küsten erreicht!;;Ha aparecido una profusión de velas en el horizonte – ¡el terrible azote azteca ha llegado a nuestras costas!;;;;;;;;;x
EVTOPTA_SSI_005;Saddle my Horse!;Que l'on prépare mon cheval !;Sattelt mein Pferd!;;¡Ensilla mi caballo!;;;;;;;;;x
EVTNAME_SSI_006;Sunset Invasion;Invasion du Soleil Couchant;Invasion aus dem Sonnenuntergang;; La invasion del Ocaso;;;;;;;;;x
EVTDESC_SSI_006;Another huge fleet of the bloodthirsty Aztecs has been sighted in [From.SeaZone.GetName]. The populace is fleeing in fear of the charnel altars of the foreign demon gods. The dreadful lord of the invaders has allegedly taken a vow to conquer the whole world in the name of Huitzilopochtli, the Aztec god of the sun, and of war...;Une autre immense flotte d'Aztèques assoiffés de sang a été aperçue en [From.SeaZone.GetName]. Les habitants fuient, terrorisés par les autels de sacrifice aux dieux démoniaques étrangers. L'effroyable Roi des envahisseurs aurait fait le serment de conquérir le monde entier au nom de Huitzilopochtli, le dieu aztèque du soleil, et de la guerre...;Eine weitere gewaltige Flotte der blutrünstigen Azteken wurde bei [From.SeaZone.GetName] gesichtet. Die Bevölkerung flieht in Todesangst vor den Knochenaltären der fremden, dämonischen Götter. Der unsägliche Anführer der Invasoren hat angeblich einen Eid geschworen, die gesamte Welt im Namen von Huitzilopochtli, dem aztekischen Sonnengott, und im Namen des Krieges zu unterjochen...;; Otra enorme flota de sanguinarios aztecas ha sido avistada en [From.SeaZone.GetName]. La población huye por miedo a los altares-osario de los dioses-demonio extranjeros. Supuestamente, el atroz señor de los invasores ha hecho la promesa de conquistar el mundo entero en nombre de Huitzilopochtli, el dios azteca del sol, y de la guerra ...;;;;;;;;;x
EVTOPTA_SSI_006;[This.Religion.GetRandomGodNameCap] have Mercy!;Que [This.Religion.GetRandomGodName] ait pitié de nous !;[This.Religion.GetRandomGodNameCap], hab Erbarmen!;;¡[This.Religion.GetRandomGodNameCap] tenga Clemencia!;;;;;;;;;x
EVTNAME_SSI_030;News From Across the Sea;Des nouvelles de par delà l'océan;Neuigkeiten von jenseits des Meeres;;Noticias de El Otro Lado del Mar;;;;;;;;;x
EVTDESC_SSI_030;Rumours have reached Europe of a titanic struggle taking place across the Great Sea in the homeland of the Aztecs. The Aztecs themselves rarely discuss it with outsiders, but it appears they have been locked in a deadly war for some time with the Tawantinsuyu, a great empire from the mountains and jungles far to the south of Tenochtitlan. They are ruled by the Sapa Inca, who is allegedly the direct descendant of some kind of sun god.\n\nIf the stories are to be believed, the warriors of the Inca are armed with mysterious thunder-sticks capable of felling a man from great distance. The Aztec have only recently been able to halt their advance, in large part thanks to their mounted warriors riding horses imported from Europe.;Des rumeurs selon lesquelles une lutte titanesque fait rage de l'autre côté du vaste océan, au pays des Aztèques, se sont répandues en Europe. Les Aztèques évoquent rarement de telles choses avec des étrangers, mais il semble qu'ils soient pris depuis quelque temps dans un conflit meurtrier avec les Tawantinsuyu, un grand empire venu des montagnes et des jungles, loin au sud de Ténochtitlan. Ceux-ci sont dirigés par le Sapa Inca, le présumé descendant d'un autre dieu du soleil.\n\nSi les rumeurs ont un fondement quelconque, les guerriers Incas seraient armés de bâtons-tonnerre permettant d'abattre un homme à grande distance. Ce n'est que tout récemment que les Aztèques ont réussi à freiner leur progression, ce qu'ils doivent en grande partie aux guerriers montés sur les chevaux importés d'Europe.;In Europa verbreiten sich Gerüchte einer gigantischen Schlacht in der Heimat der Azteken, jenseits des gewaltigen Meeres. Die Azteken selbst sprechen darüber nur selten mit Fremden. Doch wie es scheint, sind sie in einen tödlichen Krieg mit den Tawantinsuyu verstrickt, einem großen Imperium in den Bergen und Dschungeln weit im Süden von Tenochtitlan. Es wird von den Sapa Inka beherrscht, die laut Erzählungen direkte Nachfahren von irgendeinem Sonnengott sein sollen.\n\nWenn man diesen Geschichten Glauben schenken kann, so besitzen die Krieger der Inka mysteriöse Donnerstäbe, die einen Mann aus weiter Entfernung zu Boden strecken können. Die Azteken konnten erst vor Kurzem ihr Eindringen aufhalten, größtenteils dank ihrer berittenen Krieger, die Pferde aus Europa reiten.;;Se han extendido rumores por Europa de que al otro lado de El Gran Mar, en la patria azteca, tiene lugar una lucha colosal. Los aztecas raramente hablan del asunto con forasteros, pero parece ser que desde hace tiempo han sido llevados a una guerra a muerte con los Tawantinsuyu, un gran imperio de las lejanas montañas y junglas del sur de Tenochtitlan. Están bajo el dominio de Saba Inca, que según se dice, es descendiente directo de algún tipo de dios del Sol. \n\nSi damos crédito a estas historias, los guerreros del Inca estarían armados con palos-trueno capaces de hacer caer a un hombre a gran distancia. Sólo recientemente los aztecas han sido capaces de detenerlos en su avance;;;;;;;;;x
EVTOPTA_SSI_030;Thunder-sticks? Sun gods? I have no time for this nonsense.;Bâtons-tonnerre ? Dieux du soleil ? Je n'ai pas le temps pour ces absurdités.;Donnerstäbe? Sonnengötter? Ich habe keine Zeit für solch einen Unsinn.;;¿Palos-trueno? ¿Dioses del Sol? No tengo tiempo de estas estupideces.;;;;;;;;;x
EVTNAME_SSI_031;The Fall of the Great Plains;La chute des Grandes Plaines;Der Niedergang der großen Ebenen;; La Caída de las Grandes LLanuras;;;;;;;;;x
EVTDESC_SSI_031;The Aztec have come to terms with their fear of horses, and several breeders have been established in the valley of Anahuac in their homeland. There is precious little information from overseas, but from what can be pieced together it seems the Aztec have used their new cavalry regiments to great effect in finally pacifying their stubborn rivals on the northern plains.\n\nThe Shoshone Dominions and the Sioux Commonwealth have already been incorporated into their growing empire, and Aztec armies are now marching towards the last hold-outs of the Free Iroquis City-States on the Atlantic coast. It may only be a matter of time before the entire continent is ruled from the great imperial city of Tenochtitlan.;Les Aztèques, qui ne craignent maintenant plus les chevaux, ont établi plusieurs élevages dans la vallée d'Anahuac située dans leur pays natal. Même s'il y a très peu d'informations provenant de l'autre côté de l'océan, il semblerait tout de même que les Aztèques ont enfin pu mettre un terme aux conflits avec leurs coriaces rivaux des plaines du nord.\n\nLes terres de Shoshone et la fédération des Sioux ont déjà été incorporés à leur empire impérialiste et les armées aztèques se dirigent vers les dernières résistances des cités-états iroquoises libres de la côte atlantique. Ce n'est plus qu'une question de temps avant que tout le continent soit dirigé par la grande ville impériale de Tenochtitlan.;Die Azteken haben ihre Furcht vor Pferden bezwungen und etliche Pferdezüchter lassen sich im Tal von Anahuac in ihrer Heimat nieder. Wir erhalten nur wenige Informationen von Übersee, doch wie es scheint, konnten die Azteken ihre neuen Kavallerieregimenter mit großem Erfolg dazu einsetzen, endlich ihre widerspenstigen Rivalen in den nördlichen Ebenen zu befrieden.\n\nDie Herrschaftsgebiete der Schoschonen und der Bund der Sioux wurden dem wachsenden Imperium bereits angegliedert und die Azteken marschieren nun gegen die letzten Bastionen der freien Stadtstaaten der Irokesen an der atlantischen Küste. Es ist wohl nur noch eine Frage der Zeit, bis der gesamte Kontinent von der großen imperialen Stadt Tenochtitlan aus regiert wird.;;Los aztecas se han acostumbrado a los caballos, ya no tienen miedo de ellos, y varios criadores se han establecido en el valle de Anahuac, en su patria. Se ha obtenido poquísima información de ultramar, sin embargo, y por lo que se puede reconstruir, parece ser que los aztecas han utilizado sus nuevos regimientos de caballería para crear un gran efecto y finalmente lograr pacificar a sus persistentes rivales en las llanuras del norte. \n\nLos dominios de los shoshone y la comunidad de los sioux ya han sido incorporados a su creciente imperio, y los ejércitos azteca estan avanzando hacia los últimos reticentes de las Libres Ciudades-Estado Iroquis, en la costa Atlántica. Sólo es un cuestión de tiempo que todo el continente sea gobernado desde la gran cuidad imperial de Tenochtitlan.;;;;;;;;;x
EVTOPTA_SSI_031;The same must never happen here!;Cela ne doit jamais se produire ici !;Dies darf hier niemals geschehen!;;¡Eso nunca sucederá aquí!;;;;;;;;;x
EVTNAME_SSI_035;Delicacies From the Far West;Les Plaisirs de l'Ouest;Delikatessen aus dem fernen Westen;;Exquisiteces del Extremo Oriente;;;;;;;;;x
EVTDESC_SSI_035;War and disease are not the only things the Aztec have brought with them from Cemanahuac, their distant homeland. Their diet includes several strange plants that are supposedly edible, and many of these are now enjoyed as exotic delicacies in courts across Europe and the Middle East.\n\nAfter trading with Aztec merchants, enterprising farmers have sowed their fields with the seeds of a plant called potato, while others experiment with tomatoes and maize. Many nobles, however, have become enamored with a sweet drink called 'chocolate,' made of the beans of the cacoa tree.;La guerre et la maladie ne sont pas les seules choses qu'ont ramenées les Aztèques de Cemanahuac, leur lointain pays d'origine. Plusieurs plantes étranges réputées comestibles font partie de leur alimentation, et plusieurs de ces plantes sont considérées aujourd'hui comme des délices exotiques dans les Cours en Europe et au Moyen-Orient.\n\nAprès avoir troqué avec les marchands aztèques, des cultivateurs audacieux ont semé dans leurs champs des graines d'une plante appelée pomme de terre. D'autres tentent aussi l'expérience avec les tomates et le maïs. De plus, de nombreux nobles ont été séduits par un breuvage sucré appelé «chocolat» et fabriqué à partir des fèves du cacaoyer.;Die Azteken brachten nicht nur Krieg und Krankheiten mit aus ihrer fernen Heimat Cemanahuac. Ihre Verpflegung beinhaltet zahlreiche seltsame Pflanzen, die vermeintlich essbar sind. Nicht wenige davon werden nun als exotische Delikatessen an den Höfen Europas und des Mittleren Ostens angesehen.\n\nNach Handelsgeschäften mit aztekischen Händlern bauen nun geschäftstüchtige Bauern auf ihren Feldern sogenannte Kartoffeln an. Andere wiederum experimentieren mit Tomaten und Mais. Viele Adelige hingegen schwören auf ein süßes Getränk namens "Schokolade", welches aus den Bohnen des Cacaobaumes gewonnen wird.;;Los aztecas no sólo han llevado guerras y enfermedades de su lejana patria Cemanahuac. Su dieta incluye varias plantas extrañas supuestamente comestibles, y hoy en día muchas de ellas se disfrutan como exquisiteces exóticas en los palacios de Europa y de Oriente Medio. \n\n Después de comerciar con mercaderes aztecas, agricultores emprendedores han sembrado sus campos con semillas de una planta llamada patata, mientras que otros experimentan con tomates y maíz. Con todo, muchos nobles se han enamorado de una bebida dulce llamada 'chocolate,' que se hace de los granos del árbol de cacao.   ;;;;;;;;;x
EVTOPTA_SSI_035;A passing fad. It will never catch on.;Une mode passagère. Elle ne durera pas.;Eine schnelllebige Erscheinung...;;Será una moda de pasajera. Jamás va a cuajar.;;;;;;;;;x
EVTDESC_SSI_040;All of Iceland is now a colony of the Aztec Empire. The Vikings who sailed to Vinland met natives who warned them of a powerful empire to the south, but those warnings went unheeded. Aztec nobles out of favour with the Emperor may henceforth be appointed governors of this cold and barren island.;Toute l'Islande est maintenant devenue une colonie de l'Empire aztèque. Les Vikings qui naviguaient vers le Vinland ont croisé des indigènes qui les ont prévenus qu'un puissant empire arrivait par le sud, mais ces avertissements ont été pris à la légère. Les nobles aztèques tombés en disgrâce peuvent désormais être nommés gouverneurs de cette île froide et stérile.;Ganz Island ist nun eine Kolonie des aztekischen Imperiums. Die Wikinger, die nach Vinland segelten, begegneten Eingeborenen, die sie vor einem mächtigen Imperium im Süden warnten. Doch sie schlugen die Warnungen in den Wind. Aztekische Adelige, die die Gunst des Imperators verloren haben, können nun als Gouverneure in diesem kalten und kargen Land enden.;;Toda Islandia es, ahora, una colonia del Imperio Azteca. Los vikingos que navegan hacia Vinland encontraron indígenas que les advirtieron de un poderoso imperio en el sur, sin embargo hicieron caso omiso de aquellas advertencias. A partir de ahora los nobles aztecas pueden ser nombrados gobernadores de esta fría y árida isla sin el consentimiento del Emperador.;;;;;;;;;x
EVTOPTA_SSI_040;If only someone had listened...;Si seulement quelqu'un les avait écouté...;Wenn doch nur jemand zugehört hätte...;;Si alguien hubiera escuchado…;;;;;;;;;x
EVTDESC_SSI_041;The cruel Aztec invaders are now fully in control of Ireland. Thousands of Irishmen have already been sacrificed in celebration, and their Aztec overlords are now in the process of constructing new temples and pyramids where future rituals to please their gods will no doubt take place.;Les cruels envahisseurs aztèques contrôlent maintenant toute l'Irlande. Ils ont déjà sacrifié des milliers d'Irlandais pour célébrer et leurs seigneurs aztèques s'apprêtent à faire construire des temples et des pyramides où l'on pourra sans l'ombre d'un doute effectuer des rituels pour satisfaire la soif des dieux.;Die grausamen aztekischen Invasoren kontrollieren nun ganz Irland. Tausende Iren wurden bereits auf Siegesfeiern geopfert. Ihre aztekischen Lehnsherren bauen nun neue Tempel und Pyramiden, wo ohne Zweifel zukünftige Rituale zum Wohlgefallen ihrer Götter abgehalten werden.;;Los crueles invasores aztecas ahora dominan Irlanda por completo. Miles de Irlandeses han sido sacrificados para celebrarlo, y los caciques aztecas han emprendido el proceso de construir nuevos templos y pirámides donde sin lugar a dudas, van a tener lugar futuros rituales para complacer a sus dioses.;;;;;;;;;x
EVTOPTA_SSI_041;They must be thrown back into the sea!;On doit les renvoyer à la mer !;Jagt sie zurück ins Meer!;;¡Deben ser devueltos a la mar!;;;;;;;;;x
EVTDESC_SSI_042;The entirety of Britain, from the Scottish Highlands in the north to the White Cliffs of Dover in the south, has been incorporated into the great Aztec nation. This prosperous new colony will become the crown jewel of the Aztec colonial empire, and a springboard for future attacks against continental Europe.;Toute la Bretagne, depuis les Highlands d'Écosse au nord jusqu'aux falaises blanches de Douvres au sud, est maintenant intégrée à la grande nation aztèque. Cette nouvelle colonie prospère deviendra le joyau de l'empire colonial aztèque et servira de tremplin pour lancer de futures attaques contre l'Europe continentale.;Ganz Britannien, vom Schottischen Hochland im Norden bis hin zu den Kreidefelsen von Dover im Süden, wurde in die große aztekische Nation integriert. Diese vielversprechende neue Kolonie wird das Kronjuwel des aztekischen Kolonialreiches werden und ein Sprungbrett für zukünftige Angriffe gegen das kontinentale Europa sein.;;Bretaña por completo, desde las Tierras Altas de Escocia en el norte hasta los Acantilados Blancos de Dover en el sur, ha sido incorporada en la gran nación azteca. Esta nueva y próspera colonia devendrá la joya de la corona del imperio colonial azteca, y un trampolín para futuros ataques contra la Europa continental.;;;;;;;;;x
EVTOPTA_SSI_042;Imperialist scum!;Saleté d'impérialiste !;Imperialistischer Abschaum!;;¡Escoria imperialista!;;;;;;;;;x
EVTDESC_SSI_043;The city of London has fallen under Aztec rule. Five virgins and fifty clergymen were sacrificed in celebration, and Aztec priests have already commanded the construction of a large ceremonial pyramid on the banks of the Thames.;La ville de Londres est passée sous contrôle aztèque. Cinq vierges et cinquante religieux ont été sacrifiés en célébration. Les prêtres aztèques ont déjà ordonné la construction d'une grande pyramide cérémonielle sur les berges de la Tamise.;London ist in die Hände der Azteken gefallen. Fünf Jungfrauen und fünfzig Geistliche wurden anlässlich der Feierlichkeiten geopfert und aztekische Priester haben bereits den Bau einer gewaltigen Pyramide für ihre Zeremonien an den Ufern der Themse veranlasst.;;La ciudad de Londres ha sido sometida al dominio azteca.  Cinco vírgenes y cincuenta clérigos fueron sacrificados para celebrarlo, y sacerdotes aztecas ya han ordenado construir una gran pirámide ceremonial a las orillas del Támesis.;;;;;;;;;x
EVTOPTA_SSI_043;Disconcerting.;Déconcertant.;Beunruhigend.;;Desconcertante.;;;;;;;;;x
EVTDESC_SSI_044;The city of Paris has fallen under the cruel yoke of the Aztecs, and the Seine now runs red with the blood of the hundred unfortunate souls who were sacrificed to satisfy the demons masquerading as their gods. The Emperor himself has sent his accolades all the way from Tenochtitlan to the Aztec commanders involved.;La ville de Paris est tombée sous le joug cruel des Aztèques et l'eau de la Seine s'est teinte du sang des centaines de malheureux qui ont été sacrifiés pour contenter les démons qui se faisaient passer pour leurs dieux. L'Empereur lui-même a envoyé ses éloges depuis Tenochtitlan aux commandants concernés.;Paris ist unter das grauenhafte Joch der Azteken geraten. Die Seine fließt nun rot vom Blut der hundert unglücklichen Seelen, die zum Wohlgefallen der Dämonen, die sich als Götter ausgeben, geopfert wurden. Der Imperator selbst sandte seine Anerkennung aus dem fernen Tenochtitlan an die aztekischen Befehlshaber.;;La ciudad de Paris ha sido sometida al cruel yugo de los aztecas. El río Sena discurre, ahora, enrojecido por la sangre de cientos de almas desafortunadas que han sido sacrificadas para satisfacer a los demonios disfrazados de dioses. Desde el lejano Tenochtitlan, el mismísimo Emperador ha mandado sus galardones a los comandantes aztecas implicados.;;;;;;;;;x
EVTDESC_SSI_045;Aztec armies have reached Rome, and the city has been added to their empire. Terrible screams ring out from the Apostolic Palace as it is defiled by human sacrifice, while Aztec commanders touring the ancient Roman monuments lament the fact that they had no chance to prove themselves in battle against such a worthy foe.;L'armée aztèque a atteint la ville de Rome et l'a incorporée dans son empire. De terribles cris se font entendre depuis le Palais apostolique souillé par les sacrifices humains pendant que les commandants aztèques visitent les monuments antiques romains et déplorent le fait qu'ils n'auront jamais la chance de se mesurer au combat contre un antique adversaire aussi redoutable.;Die Azteken haben Rom erreicht und die Stadt ist nun Teil ihres Imperiums. Entsetzliche Schreie erschallen vom Apostolischen Palast, der durch Menschenopfer entweiht wird, während aztekische Befehlshaber, angesichts der alten römischen Monumente die Tatsache beklagen, dass sie keine Chance hatten, sich gegen diesen würdigen Gegner zu beweisen.;;Los ejércitos aztecas han alcanzado Roma, y la ciudad ha sido incluida en su imperio. Desde el Palacio Apóstolico resuenan gritos terribles a medida que va siendo profanando con sacrificios humanos, mientras los comandantes aztecas pasean por los antiguos monumentos de Roma, lamentan el hecho de no haber tenido la oportunidad de demostrar sus capacidades de luchar contra un enemigo tan respetable.;;;;;;;;;x
