#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
MODIFIER_LIEGE_OPINION;Liege Opinion;Opinion de la part du seigneur lige;Meinung über Lehnsherren;;Opinión de señor feudal;;;;;;;;;x
MODIFIER_SEX_APPEAL_OPINION;Sex Appeal;Charme;Attraktivität;;Atractivo sexual;;;;;;;;;x
REVOKE_HONORARY_TITLE_INTERACTION_TITLE;Revoke Honorary Title;Révoquer le titre honorifique;Entziehe einen Ehrentitel;; Revocar Título Honorífico;;;;;;;;;x
REVOKE_HONORARY_TITLE_INTERACTION_DESC;Revoke an honorary title previously awarded to a character;Révoquer un titre honorifique décerné à un personnage;Entziehe einem Charakter einen ihm früher verliehenen Ehrentitel;;Revocar un título honorífico  otorgado a un personaje anteriormente;;;;;;;;;x
REVOKE_HONORARY_TITLE_INTERACTION_LONG_DESC;You can revoke honorary titles that you have awarded to characters, depriving them of the prestige and income from those titles.;Vous pouvez révoquer les titres honorifiques que vous avez décernés à des personnages, ce qui les privera du prestige et des revenus provenant de ces titres.;Ihr könnt Charakteren Ehrentitel entziehen, die Ihr ihnen verliehen habt, wodurch sie das damit verbundene Prestige und Einkommen verlieren.;;Puedes revocar títulos honoríficos que hayas otorgado a personajes, privándolos del prestigio e ingresos de esos títulos.;;;;;;;;;x
REVOKE_HONORARY_TITLE_INTERACTION_0;Select an honorary title to revoke from §Y[Recipient.GetTitledFirstName]§W.;Choisissez le titre honorifique de §Y[Recipient.GetTitledFirstName]§W que vous souhaitez révoquer.;Wählt einen Ehrentitel aus, der §Y[Recipient.GetTitledFirstName]§W entzogen werden soll.;;Seleccione un título honorífico para revocar de §Y[Recipient.GetTitledFirstName]§W.;;;;;;;;;x
#REVOKE_HONORARY_TITLE_INTERACTION_1;Revoke the title of §Y[ThirdPartyTitle.GetFullName]§W from §Y[Recipient.GetTitledFirstName]§W. This will change [Recipient.GetPossPronoun] opinion of you by $OPINION$.;;Entzieht §Y[Recipient.GetTitledFirstName]§W den Titel des §Y[ThirdPartyTitle.GetFullName]§W. Dies ändert [Recipient.GetPossPronoun]e Meinung über Euch um $OPINION$.;;Revoca el título de §Y[ThirdPartyTitle.GetFullName]§W de §Y[Recipient.GetTitledFirstName]§W. Esto cambiará la opinión de [Recipient.GetPossPronoun] de ti en $OPINION$.;;;;;;;;;x
REVOKE_HONORARY_TITLE_INTERACTION_ACCEPT_SETUP;Honorary Title Revoked;Titre honorifique révoqué;Ehrentitel entzogen;;Título honorífico revocado;;;;;;;;;x
REVOKE_HONORARY_TITLE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W revoked the title of §Y[ThirdPartyTitle.GetFullName]§W from §Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W a révoqué le titre de §Y[ThirdPartyTitle.GetFullName]§W de §Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W entzog §Y[Recipient.GetBestName]§W den Titel des §Y[ThirdPartyTitle.GetFullName]§W.;;§Y[Actor.GetBestName]§W revocó el titulo de §Y[ThirdPartyTitle.GetFullName]§W de §Y[Recipient.GetBestName]§W;;;;;;;;;x
CANNOT_BUY_RET_TEMP_TITLE;\nYou cannot create this retinue, you hold a temporary title.;\nVous ne pouvez pas créer cette suite car vous détenez un titre temporaire.;\nIhr könnt dieses Gefolge nicht erstellen, da Ihr einen vorübergehenden Titel tragt.;; No puedes crear esta comitiva, tienes un título temporal.;;;;;;;;;x
#NOT_ALLOWED_INDIAN;Not allowed to play §YIndian§! without the Rajas of India DLC!;Vous ne pouvez pas jouer les §YIndien§! sans l'extension Rajas d'Inde !;Ohne den DLC "Rajas of India" können keine §YInder§! gespielt werden!;;No está permitido jugar como §YIndian§! sin los Rajás de India DLC;;;;;;;;;x
#NOT_ALLOWED_INDIAN_MP;§Y$PLAYER$§! not allowed to play §YIndian§! without the Rajas of India DLC;§Y$PLAYER$§! ne peut pas jouer les §YIndien§! sans l'extension Rajas d'Inde !;§Y$PLAYER$§! kann ohne den DLC "Rajas of India" keine §YInder§! spielen;;§Y$PLAYER$§! no pueden jugar como §YIndian§! sin los Rajás de India DLC;;;;;;;;;x
#RD_NOT_PLAYABLE_WITHOUT_ROI_DLC;The Indian religions are not playable without the Rajas of India DLC;Les religions indiennes ne sont pas jouables sans l'extension Rajas d'Inde.;Indische Religionen können nur mit dem DLC "Rajas of India" gespielt werden.;;Las religiones Indias no son jugable sin los Rajás de India DLC;;;;;;;;;x
#TEMP_T_HOLDER_CANT_DESTROY_T;Temporary title holders cannot destroy any titles;;Vorübergehende Titelträger können keine Titel zerstören;;Titulares temporales no pueden destruir ningún título;;;;;;;;;x
CANNOT_PLAY_INDIAN_WITHOUT_DLC;You cannot play an Indian religion without the Rajas of India DLC;Vous ne pouvez pas jouer une religion indienne sans l'extension Rajas of India.;Ihr könnt ohne den DLC "Rajas of India" keine indische Religion spielen.;;No puedes jugar a una religión india sin los Rajás de India DLC;;;;;;;;;x
CANNOT_PLAY_JUDAISM_WITHOUT_DLC;You cannot play a Jewish character without the Sons of Abraham DLC;Vous ne pouvez pas jouer un personnage juif sans l'extension Sons of Abraham.;Ihr könnt ohne den DLC "Sons of Abraham" keinen jüdischen Charakter spielen.;;No puedes jugar un personaje judío sin los Hijos de Abraham DLC;;;;;;;;;x
DESIGNATE_HEIR_ALLOWED_SUCCESSION;Succession Law must be either Gavelkind, Primogeniture, Ultimogeniture or Open;La loi de succession doit être, au choix, le partage salique, la primogéniture, l'ultimogéniture, ou ouverte.;Als Erbfolgeprinzip muss entweder Erbteilung, Primogenitur, Ultimogenitur oder Offen ausgewählt sein.;;La ley de sucesión debe ser Gavelkind, Primogenitura, Ultimogenitura o Abierta;;;;;;;;x
DESIGNATE_HEIR_ALLOWED_GENDER;Heir Designation must obey the Succession Gender Law;La désignation de l'héritier doit se conformer à la loi de succession;Die Einsetzung eines Erben muss die Geschlechtsbestimmungen des Erbfolgeprinzips beachten;;El nombramiento del heredero debe obedecer la ley de sucesión de género;;;;;;;;x
GRANT_LANDED_TITLE_CORRECT_CASTE;Character has the Correct Caste;Le personnage est de la bonne caste;Setzt diesen Charakter als Euren Erben ein;; Nombra a este personaje como tu heredero;;;;;;;;;x
#DESIGNATE_HEIR;Designate this Character as your Heir;Désigner ce personnage comme héritier;Charakter verfügt über die richtige Kaste;;El personaje tiene la Casta Correcta;;;;;;;;;x
opinion_former_lover;Former Lover;Ancienne liaison;Früherer Liebhaber;; Ex amante;;;;;;;;;x
IS_NOT_FORMER_LOVER_OF;Is NOT a Former Lover of §Y$WHO$§!;N'est pas une ancienne liaison de §Y$WHO$§!;Ist KEIN früherer Liebhaber von §Y$WHO$§!;; no es un ex amante ex de §Y$WHO$§!;;;;;;;;;x
IS_FORMER_LOVER_OF;Is a Former Lover of §Y$WHO$§!;Est une ancienne liaison de §Y$WHO$§!;Ist ein früherer Liebhaber von §Y$WHO$§!;;Es un ex amante de §Y$WHO$§!;;;;;;;;;x
EVTDESC60400;A brilliant Turkish mercenary and former slave warrior by the name of Sabuktigin has distinguished himself many times, leading his company of horsemen in battle and raids. My commanders think I should give him a more prominent position.;Un brillant mercenaire turc et ancien guerrier esclave du nom de Sabuktigin s'est distingué de nombreuses fois à la tête de sa compagnie de cavaliers dans plusieurs batailles et raids. Mes généraux pensent que je devrais lui donner plus d'importance.;Ein brillanter türkischer Söldner und ehemaliger Sklavenkrieger namens Sabuktigin hat sich viele Male ausgezeichnet. Mit seinen Reitern hat er an zahlreichen Schlachten und Überfällen teilgenommen. Meine Befehlshaber sind der Ansicht, dass ich ihn befördern sollte.;;Un brillante turco mercenario y ex guerrero esclavo por el nombre de Sabuktigin se ha distinguido varias veces, liderando su compañía de jinetes en la batalla y los ataques. Mis comandantes piensan que debería darle una posición más destacada.;;;;;;;;;x
EVTOPTA60401;Gandhara is best!;Gandhara est le meilleur choix !;Gandhara lohnt sich!;;Gandhara es el mejor!;;;;;;;;;x
EVTOPTB60401;Multan seems natural;Multan, ça tombe sous le sens;Multan scheint nahe zu liegen;;Multan parece natural;;;;;;;;;x
EVTOPTC60401;Lahore is rich and weak;Lahore, ses richesses, sa vulnérabilité...;Lahore ist reich und unbewacht;;Lahore es rico y débil;;;;;;;;;x
EVTOPTD60401;Bhakkar first!;Commençons par Bhakkar !;Zuerst Bhakkar!;;Bhakkar primero!;;;;;;;;;x
EVTNAME60406;Rise of the Ghaznavids;La montée des Ghaznévides;Aufstieg der Ghaznaviden;;Subida de los Gaznávidas;;;;;;;;;x
EVTDESC60406;A former Turkish mercenary and slave soldier is on the rise in the land of the Afghans. This Sabuktigin, a zealous man who loathes infidels, seems intent on creating an empire to rival that of the Caliphs of old, as he has just finished crushing [FromFrom.GetTitledName] in a brutal war. Tens of thousands of fierce tribesmen have gathered under his banner!;Un ancien mercenaire turc et guerrier esclave est apparu dans les terres afghanes. Ce Sabuktigin, un homme zélé qui déteste les infidèles, semble vouloir créer un empire destiné à rivaliser avec celui des anciens califes. Il vient d'écraser [FromFrom.GetTitledName] dans une guerre brutale. Des dizaines de milliers de fiers membres de tribus se sont unis sous sa bannière !;Ein ehemaliger türkischer Söldner und Sklavensoldat gewinnt zunehmend an Macht und Einfluss im Land der Afghanen. Dieser Sabuktigin, ein diensteifriger Mann, der Ungläubige verabscheut, scheint die Absicht zu haben, ein Reich zu errichten, das dem der alten Kalifen gleichkommt. Er hat gerade in einem brutalen Krieg [FromFrom.GetTitledName] geschlagen. Zehntausende wilde Stammeskrieger haben sich schon unter seinem Banner versammelt!;;Un ex soldado mercenario y esclavo turco está subiendo por las tierras de los Afganos. Este Sabuktigin, un hombre celoso que detesta a los infieles, parece decidido a crear un imperio capaz de rivalizar con los califas de antaño, ya que acaba de terminar de aplastar a [FromFrom.GetTitledName] en una guerra brutal. Decenas de miles de miembros violentos de la tribu se han reunido bajo su bandera!;;;;;;;;;x
EVTOPTA60406;Infidels beware!;Infidèles, prenez garde !;Nehmt euch in Acht, Ungläubige!;; Cuidado Infieles !;;;;;;;;;x
EVTOPTB60406;What a troubled region that is...;Quelle contrée troublée...;Was für eine unruhige Region...;;Qué región más agitado esta...;;;;;;;;;x
EVTOPTC451;[From.GetSheHeCap]'s not my type;[From.GetIlElleCap] n'est pas mon type;[From.GetSheHeCap] ist nicht mein Typ;;[From.GetSheHeCap] no es mi tipo;;;;;;;;;x
EVTOPTA450;Encourage [Root.Liege.GetHerHim];L'encourager;Ermutige [Root.Liege.GetHerHim];;Animar a [Root.Liege.GetHerHim];;;;;;;;;x
EVTOPTA454;How could [From.GetSheHe] resist my charms?;Comment a-t-[From.GetIlElle] pu résister à mes charmes ?;Wie konnte [From.GetSheHe] mir widerstehen?;;¿Cómo podría [From.GetSheHe] resistirse a mis encantos?;;;;;;;;;x
EVTDESC453;I went to [From.GetFirstName]'s chamber and gave [From.GetHerHim] a good tumble!;Je suis allé[Root.GetNoneE] dans ses appartements et nous avons passé un bon moment !;Ich besuchte das Gemach von [From.GetFirstName] und wir trieben es ordentlich!;;Fui a la recámara de [From.GetFirstName] y le di a [From.GetHerHim] una buena caída!;;;;;;;;;x
NOT_ALREADY_NEGOTIATED;Has NOT already negotiated;N'a pas encore négocié;Hat NICHT bereits verhandelt;;No se ha negociado todavía;;;;;;;;;x
force_back_tactic;Force Back;Forcer à reculer;Zurückschlagen;;Forzar atrás;;;;;;;;;x
gray_wall_tactic;Gray Wall;Mur gris;Graue Wand;;Pared gris;;;;;;;;;x
crushing_charge_tactic;Crushing Charge;Charge irrésistible;Vernichtender Angriff;;Carga Aplastante;;;;;;;;;x
EVTDESC_RoI_115;The four traditions of Hinduism are Shaivism, Vaishnavism, Shaktism and Smartism. You have decided to choose a new way, but which one shall it be?;Les quatre traditions de l'hindouisme sont le shivaïsme, le vishnouisme, le shaktisme et le smartisme. Vous avez décidé de choisir une nouvelle voix, mais laquelle ?;Die vier Traditionen des Hinduismus sind Shaivismus, Vaishnavismus, Shaktismus und Smartismus. Ihr habt Euch dazu entschlossen, einen neuen Weg einzuschlagen, aber welcher soll es sein?;;Las cuatro tradiciones del Hinduismo son Shaivismo, Vaishnavismo, Shaktismo y Smartismo. Te has decidido a seguir un camino nuevo, pero cuál será?;;;;;;;;;x
EVTDESC_RoI_116;The three great branches of Buddhism are Mahayana, Vajrayana and Theravada. You have decided to look for a new philosophy, but which one shall it be?;Les trois principales branches du bouddhisme sont Mahayana, Vajrayana et Theravada. Vous avez décidé de chercher une nouvelle philosophie, mais laquelle ?;Die drei großen Zweige des Buddhismus sind Mahayana, Vajrayana und Theravada. Ihr habt Euch dazu entschlossen, eine neue philosophische Perspektive einzunehmen, aber welche soll es sein?;;Las tres grandes ramas del budismo son Mahayana y Vajrayana Theravada. Te has decidido a buscar una nueva filosofía, pero cuál será?;;;;;;;;;x
MORAL_AUTHORITY_DESC;The moral authority of a religion affects the conversion chances of characters and counties and the susceptibility to heresies. A low authority value can prevent the chief pontiff from performing special actions like excommunication. It may also cause instability with various negative events in your realm as the religious institutions lose their grip on the populace.;L'autorité morale d'une religion affecte les chances de conversion des personnages et des comtés, ainsi que l'inclination aux hérésies. Une autorité faible peut empêcher le chef de la religion d'effectuer des actions spéciales comme les excommunications.  Cela pourraitt aussi causer de l'instabilité dans vos contrées par des évènements négatifs variés comme la perte de la mainmise des institutions religieuses sur la population.;Die moralische Autorität einer Religion beeinflusst die Konvertierungschancen von Charakteren und Provinzen und deren Anfälligkeit für Ketzereien. Ein niedriger Autoritätswert kann bewirken, dass der Oberpriester besondere Handlungen, wie zum Beispiel Exkommunikationen, nicht ausspricht. Wenn religiöse Institutionen die Kontrolle über die Bevölkerung verlieren, kann es in Eurem Reich zu Instabilität in Form negativer Ereignisse kommen.;;La autoridad moral de una religión afecta a las posibilidades de conversión de personajes y provincias y la susceptibilidad a las herejías. Un valor bajo de autoridad puede evitar que el jefe pontífice realice acciones especiales como la excomunión. También puede causar inestabilidad con varios acontecimientos negativos en tu reino como que las instituciones religiosas pierdan el control de la población.;;;;;;;;;x
MODIFIER_CHURCH_OPINION;Temple Vassal Opinion;Opinion de la part des vassaux religieux;Meinung der Kirchenvasallen;;Opinión de vasallo del Templo;;;;;;;;;x
CANNOT_AFFORD_THE_PIETY;§RWe do not have enough $PIETYNAME$!§W\n;§RNous n'avons pas assez de $PIETYNAME$!§W\n;§RWir haben nicht genügend $PIETYNAME$!§W\n;;§R No tenemos suficiente $PIETYNAME$!§W\n;;;;;;;;;x
HIRE_ORDER_DESC;Hire §Y$TITLE$§W for §Y$COST$§W $PIETYNAME$. (They will arrive in or nearby §Y$CAPITAL$§W.);Engager §Y$TITLE$§W pour §Y$COST$§W en $PIETYNAME$. (L'arrivée se fera à §Y$CAPITAL$§W ou à proximité).;§Y$TITLE$§W für §Y$COST$§W $PIETYNAME$ anwerben. (Sie treffen in oder nahe §Y$CAPITAL$§W ein.);;Alquilar §Y$TITLE$§W por §Y$COST$§W $PIETYNAME$. (Llegarán a §Y$CAPITAL$§W o cerca.);;;;;;;;;x
expel_the_jomsvikings_desc;I can drive the Jomsvikings from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser les Jomsvikings de mon pays et m'emparer de leurs commanderies. Ce serait par contre un acte des plus impies...;Ich kann die Jomswikinger aus meinem Reich vertreiben und mir ihre Burgen aneignen. Dies ist jedoch eine sehr unfromme Tat...;;Puedo echar a los Jomsvikings de mi reino y apoderarme de sus castillos. Sin embargo, es una acción muy impía...;;;;;;;;;x
