#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
## PRONOUNS
String_GetTTte_male;_;t;;;;;;;;;;;;x
String_GetTTte_female;_;tte;;;;;;;;;;;;x
## ELISIONS
String_GetLLa_male;_;l';;;;;;;;;;;;x
String_GetLLa_female;_;la ;;;;;;;;;;;;x
String_GetLLaOpp_male;_;la ;;;;;;;;;;;;x
String_GetLLaOpp_female;_;l';;;;;;;;;;;;x
String_GetLLaCap_male;_;L';;;;;;;;;;;;x
String_GetLLaCap_female;_;La ;;;;;;;;;;;;x
String_GetDDe_male;_;d';;;;;;;;;;;;x
String_GetDDe_female;_;de ;;;;;;;;;;;;x
String_GetSilSielle_male;_;s'il;;;;;;;;;;;;x
String_GetSilSielle_female;_;si elle;;;;;;;;;;;;x
String_GetSilSielleCap_male;_;S'il;;;;;;;;;;;;x
String_GetSilSielleCap_female;_;Si elle;;;;;;;;;;;;x
String_GetEluiElle_male;_;e lui;;;;;;;;;;;;x
String_GetEluiElle_female;_;'elle;;;;;;;;;;;;x
## PREPOSITIONS
String_GetAuAla_male;_;au;;;;;;;;;;;;x
String_GetAuAla_female;_;à la;;;;;;;;;;;;x
String_GetAuAlaCap_male;_;Au;;;;;;;;;;;;x
String_GetAuAlaCap_female;_;À la;;;;;;;;;;;;x
String_GetDuDela_male;_;du;;;;;;;;;;;;x
String_GetDuDela_female;_;de la;;;;;;;;;;;;x
String_preposition_de;_;de ;;;;;;;;;;;;x
String_preposition_del;_;de l';;;;;;;;;;;;x
String_preposition_dela;_;de la ;;;;;;;;;;;;x
String_preposition_des;_;des ;;;;;;;;;;;;x
String_preposition_du;_;du ;;;;;;;;;;;;x
String_preposition_chezles;_;chez les ;;;;;;;;;;;;x
String_preposition_dansl;_;dans l';;;;;;;;;;;;x
String_preposition_dansla;_;dans la ;;;;;;;;;;;;x
String_preposition_dansle;_;dans le ;;;;;;;;;;;;x
String_preposition_au;_;au ;;;;;;;;;;;;x
String_preposition_al;_;à l';;;;;;;;;;;;x
String_preposition_ala;_;à la ;;;;;;;;;;;;x
String_preposition_aux;_;aux ;;;;;;;;;;;;x
String_preposition_le;_;le ;;;;;;;;;;;;x
String_preposition_la;_;la ;;;;;;;;;;;;x
String_preposition_l;_;l';;;;;;;;;;;;x
String_preposition_les;_;les ;;;;;;;;;;;;x
String_preposition_le_Cap;_;Le ;;;;;;;;;;;;x
String_preposition_la_Cap;_;La ;;;;;;;;;;;;x
String_preposition_l_Cap;_;L';;;;;;;;;;;;x
String_preposition_les_Cap;_;Les ;;;;;;;;;;;;x
## ENGLISH COMMANDS WITH ARTICLE
# GetHoldingDuDela & GetCapitalHoldingDuDela
String_GetHoldingAuAla_Castle_1;_;au château;;;;;;;;;;;;x
String_GetHoldingAuAla_Castle_2;_;au château;;;;;;;;;;;;x
String_GetHoldingAuAla_Castle_3;_;au palais;;;;;;;;;;;;x
String_GetHoldingAuAla_City_1;_;à la cité;;;;;;;;;;;;x
String_GetHoldingAuAla_City_2;_;à la cité;;;;;;;;;;;;x
String_GetHoldingAuAla_City_3;_;à la métropole;;;;;;;;;;;;x
String_GetHoldingAuAla_Fallback_1;_;à la capitale;;;;;;;;;;;;x
String_GetHoldingAuAla_Nomad_1;_;au camp;;;;;;;;;;;;x
String_GetHoldingAuAla_Nomad_2;_;au campement;;;;;;;;;;;;x
String_GetHoldingAuAla_Nomad_3;_;au palais;;;;;;;;;;;;x
String_GetHoldingAuAla_settlement;_;à la colonie;;;;;;;;;;;;x
String_GetHoldingAuAla_Temple_1;_;au temple;;;;;;;;;;;;x
String_GetHoldingAuAla_Tribal_1;_;au village;;;;;;;;;;;;x
String_GetHoldingAuAla_Tribal_2;_;à la ville;;;;;;;;;;;;x
String_GetHoldingAuAla_Tribal_3;_;à la forteresse;;;;;;;;;;;;x
String_GetHoldingDuDela_Castle_1;_;du château;;;;;;;;;;;;x
String_GetHoldingDuDela_Castle_2;_;du château;;;;;;;;;;;;x
String_GetHoldingDuDela_Castle_3;_;du palais;;;;;;;;;;;;x
String_GetHoldingDuDela_City_1;_;de la cité;;;;;;;;;;;;x
String_GetHoldingDuDela_City_2;_;de la cité;;;;;;;;;;;;x
String_GetHoldingDuDela_City_3;_;de la métropole;;;;;;;;;;;;x
String_GetHoldingDuDela_Fallback_1;_;de la capitale;;;;;;;;;;;;x
String_GetHoldingDuDela_Nomad_1;_;du camp;;;;;;;;;;;;x
String_GetHoldingDuDela_Nomad_2;_;du campement;;;;;;;;;;;;x
String_GetHoldingDuDela_Nomad_3;_;du palais;;;;;;;;;;;;x
String_GetHoldingDuDela_settlement;_;de la colonie;;;;;;;;;;;;x
String_GetHoldingDuDela_Temple_1;_;du temple;;;;;;;;;;;;x
String_GetHoldingDuDela_Tribal_1;_;du village;;;;;;;;;;;;x
String_GetHoldingDuDela_Tribal_2;_;de la ville;;;;;;;;;;;;x
String_GetHoldingDuDela_Tribal_3;_;de la forteresse;;;;;;;;;;;;x
# GetSocietyNameDuDelaDes
String_hermetics_DuDelaDes;_;de la Société des Hermétistes;;;;;;;;;;;;x
String_secret_religious_society_aztec_DuDelaDes;_;de la Flamme cachée;;;;;;;;;;;;x
String_secret_religious_society_aztec_reformed_DuDelaDes;_;des Enfants du Soleil;;;;;;;;;;;;x
String_secret_religious_society_baltic_pagan_DuDelaDes;_;des Élus de Dievas;;;;;;;;;;;;x
String_secret_religious_society_baltic_pagan_reformed_DuDelaDes;_;des Enfants de Dievas;;;;;;;;;;;;x
String_secret_religious_society_bogomilist_DuDelaDes;_;des Bogomiles;;;;;;;;;;;;x
String_secret_religious_society_bon_DuDelaDes;_;des Bön;;;;;;;;;;;;x
String_secret_religious_society_buddhist_DuDelaDes;_;du Sentier Octuple;;;;;;;;;;;;x
String_secret_religious_society_cathar_DuDelaDes;_;des Bons Chrétiens;;;;;;;;;;;;x
String_secret_religious_society_catholic_DuDelaDes;_;de la Société de Jésus;;;;;;;;;;;;x
String_secret_religious_society_druze_DuDelaDes;_;des Sages;;;;;;;;;;;;x
String_secret_religious_society_finnish_pagan_DuDelaDes;_;des Haches d'Ukko;;;;;;;;;;;;x
String_secret_religious_society_finnish_pagan_reformed_DuDelaDes;_;des Interlocuteurs d'Ukko;;;;;;;;;;;;x
String_secret_religious_society_fraticelli_DuDelaDes;_;des Fraticelles;;;;;;;;;;;;x
String_secret_religious_society_hindu_DuDelaDes;_;du Sanatana Dharma;;;;;;;;;;;;x
String_secret_religious_society_hurufi_DuDelaDes;_;des Hurufites;;;;;;;;;;;;x
String_secret_religious_society_ibadi_DuDelaDes;_;des Ibadites;;;;;;;;;;;;x
String_secret_religious_society_iconoclast_DuDelaDes;_;des Briseurs d'icônes;;;;;;;;;;;;x
String_secret_religious_society_jain_DuDelaDes;_;des Inoffensifs;;;;;;;;;;;;x
String_secret_religious_society_jewish_DuDelaDes;_;des Fidèles de Dieu;;;;;;;;;;;;x
String_secret_religious_society_karaite_DuDelaDes;_;des Lecteurs;;;;;;;;;;;;x
String_secret_religious_society_khurmazta_DuDelaDes;_;des Khurmazta;;;;;;;;;;;;x
String_secret_religious_society_lollard_DuDelaDes;_;des Lollards;;;;;;;;;;;;x
String_secret_religious_society_manichean_DuDelaDes;_;des Manichéens;;;;;;;;;;;;x
String_secret_religious_society_mazdaki_DuDelaDes;_;des Mazdakites;;;;;;;;;;;;x
String_secret_religious_society_messalian_DuDelaDes;_;des Messaliens;;;;;;;;;;;;x
String_secret_religious_society_miaphysite_DuDelaDes;_;des Miaphysite;;;;;;;;;;;;x
String_secret_religious_society_monophysite_DuDelaDes;_;des Monophysites;;;;;;;;;;;;x
String_secret_religious_society_monothelite_DuDelaDes;_;des Monothélites;;;;;;;;;;;;x
String_secret_religious_society_nestorian_DuDelaDes;_;des Nestoriens;;;;;;;;;;;;x
String_secret_religious_society_norse_pagan_DuDelaDes;_;des Gardiens de l'Ancien;;;;;;;;;;;;x
String_secret_religious_society_norse_pagan_reformed_DuDelaDes;_;des Gardiens du Serment;;;;;;;;;;;;x
String_secret_religious_society_orthodox_DuDelaDes;_;des Anciens Chrétiens;;;;;;;;;;;;x
String_secret_religious_society_paulician_DuDelaDes;_;des Pauliciens;;;;;;;;;;;;x
String_secret_religious_society_samaritan_DuDelaDes;_;des Enfants d'Israël;;;;;;;;;;;;x
String_secret_religious_society_shiite_DuDelaDes;_;du Parti d'Ali;;;;;;;;;;;;x
String_secret_religious_society_slavic_pagan_DuDelaDes;_;des Guerriers de Péroun;;;;;;;;;;;;x
String_secret_religious_society_slavic_pagan_reformed_DuDelaDes;_;de la Vérité de Péroun;;;;;;;;;;;;x
String_secret_religious_society_sunni_DuDelaDes;_;de la Confrérie islamique;;;;;;;;;;;;x
String_secret_religious_society_taoist_DuDelaDes;_;des Taoïstes;;;;;;;;;;;;x
String_secret_religious_society_tengri_pagan_DuDelaDes;_;des Flèches de Tengri;;;;;;;;;;;;x
String_secret_religious_society_tengri_pagan_reformed_DuDelaDes;_;des Chevaucheurs du Ciel bleu;;;;;;;;;;;;x
String_secret_religious_society_waldensian_DuDelaDes;_;des Vaudois;;;;;;;;;;;;x
String_secret_religious_society_west_african_pagan_DuDelaDes;_;des Guerriers de l'Esprit;;;;;;;;;;;;x
String_secret_religious_society_west_african_pagan_reformed_DuDelaDes;_;des Gardiens des Esprits;;;;;;;;;;;;x
String_secret_religious_society_yazidi_DuDelaDes;_;des Enfants des Anges;;;;;;;;;;;;x
String_secret_religious_society_zikri_DuDelaDes;_;des Zikris;;;;;;;;;;;;x
String_secret_religious_society_zoroastrian_DuDelaDes;_;des Mages loyaux;;;;;;;;;;;;x
String_secret_religious_society_zun_pagan_DuDelaDes;_;des Flammes de Zun;;;;;;;;;;;;x
String_secret_religious_society_zun_pagan_reformed_DuDelaDes;_;du Feu Vivant de Zun;;;;;;;;;;;;x
String_the_Advaita_Matha_DuDelaDes;_;de l'Advaita Matha;;;;;;;;;;;;x
String_the_Assassins_DuDelaDes;_;des Assassins;;;;;;;;;;;;x
String_the_Benedictine_Order_DuDelaDes;_;de l'Ordre des Bénédictins;;;;;;;;;;;;x
String_the_Cold_Ones_DuDelaDes;_;des Sangs Froids;;;;;;;;;;;;x
String_the_Community_of_Saint_Abraham_DuDelaDes;_;de la Communauté de saint Abraham;;;;;;;;;;;;x
String_the_Community_of_Saint_Anthony_DuDelaDes;_;de la Communauté de saint Antoine;;;;;;;;;;;;x
String_the_Community_of_Saint_Basil_DuDelaDes;_;de la Communauté de saint Basile;;;;;;;;;;;;x
String_the_Cult_of_Kali_Purusha_DuDelaDes;_;des Adeptes de Kâli Purusha;;;;;;;;;;;;x
String_the_Dominican_Order_DuDelaDes;_;de l'Ordre des Dominicains;;;;;;;;;;;;x
String_the_Plaguebringers_DuDelaDes;_;des Porteurs de la Peste;;;;;;;;;;;;x
String_the_Satanists_DuDelaDes;_;des Adeptes de Lucifer;;;;;;;;;;;;x
String_the_Savaka_Sangha_DuDelaDes;_;du Savaka-Sangha;;;;;;;;;;;;x
String_the_Sravaka_Samgha_DuDelaDes;_;du Sravaka-Samgha;;;;;;;;;;;;x
String_the_Trollcrafters_DuDelaDes;_;des Faiseurs de Trolls;;;;;;;;;;;;x
# GetHouseOfWorshipDuDela
String_GetHouseOfWorshipDuDela_Christian;_;de l'église;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Muslim;_;de la mosquée;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Pagan;_;du temple;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Zoroastrian;_;du temple;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Jewish;_;de la synagogue;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Hindu;_;du temple;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Buddhist;_;du temple;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Jain;_;du temple;;;;;;;;;;;;x
String_GetHouseOfWorshipDuDela_Taoist;_;du temple;;;;;;;;;;;;x
# GetHouseOfWorshipUnUne
String_GetHouseOfWorshipUnUne_Christian;_;une église;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Muslim;_;une mosquée;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Pagan;_;un temple;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Zoroastrian;_;un temple;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Jewish;_;une synagogue;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Hindu;_;un temple;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Buddhist;_;un temple;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Jain;_;un temple;;;;;;;;;;;;x
String_GetHouseOfWorshipUnUne_Taoist;_;un temple;;;;;;;;;;;;x
#GetMatterOfImportanceOnA
String_GetMatterOfImportanceOnA_daughter;_;a fille;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_son;_;on fils;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_GetHusbandWifeOpp;_;[This.GetOnAOpp] [This.GetHusbandWifeOpp];;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_investments;_;es investissements;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_garden;_;es jardins;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_building_plans;_;es plans de construction;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_sword_practice;_;a pratique de l'épée;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_tome_collection;_;a collection de volumes;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_friends;_;es amis;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_love;_;on amour;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_dog;_;on chien;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_cat;_;on chat;;;;;;;;;;;;x
String_GetMatterOfImportanceOnA_health;_;a santé;;;;;;;;x
# GetDWSettlementAuAla
String_town_AuAla;_;à la ville;;;;;;;;;;;;x
String_camp_AuAla;_;au camp;;;;;;;;;;;;x
# GetComplimentAdjectiveMascFem
GetComplimentAdjectiveMascFem_COMPL_CLEVER_Fem;_;la sagace;;;;;;;;;;;;x
GetComplimentAdjectiveMascFem_COMPL_CLEVER_Masc;_;le sagace;;;;;;;;;;;;x
GetComplimentAdjectiveMascFem_COMPL_ELOQUENT_Fem;_;l'éloquente;;;;;;;;;;;;x
GetComplimentAdjectiveMascFem_COMPL_ELOQUENT_Masc;_;l'éloquent;;;;;;;;;;;;x
GetComplimentAdjectiveMascFem_COMPL_LEARNED_Fem;_;la savante;;;;;;;;;;;;x
GetComplimentAdjectiveMascFem_COMPL_LEARNED_Masc;_;le savant;;;;;;;;;;;;x
GetComplimentAdjectiveMascFem_COMPL_THRIFTY_Fem;_;l'économe;;;;;;;;;;;;x
GetComplimentAdjectiveMascFem_COMPL_THRIFTY_Masc;_;l'économe;;;;;;;;;;;;x
# GetJobTitle2
String_GetJobTitle2_job_chancellor;_;Chancelier;;;;;;;;;;;;x
String_GetJobTitle2_job_chancellor_arabic;_;Grand vizir;;;;;;;;;;;;x
String_GetJobTitle2_job_chancellor_aztec;_;Cihuacoatl;;;;;;;;;;;;x
String_GetJobTitle2_job_chancellor_greek;_;Maître des offices;;;;;;;;;;;;x
String_GetJobTitle2_job_chancellor_iranian;_;Grand vizir;;;;;;;;;;;;x
String_GetJobTitle2_job_chancellor_turkish;_;Grand vizir;;;;;;;;;;;;x
String_GetJobTitle2_job_chancellor_west_african;_;Grand vizir;;;;;;;;;;;;x
String_GetJobTitle2_job_chancellor_zoroastrian_group;_;Astabadh;;;;;;;;;;;;x
String_GetJobTitle2_job_marshal;_;Maréchal;;;;;;;;;;;;x
String_GetJobTitle2_job_marshal_aztec;_;Tlacateccatl;;;;;;;;;;;;x
String_GetJobTitle2_job_marshal_greek;_;Protostrator;;;;;;;;;;;;x
String_GetJobTitle2_job_marshal_zoroastrian_group;_;Eran Spahbod;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual;_;Chapelain;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_aztec;_;Sahagún;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_baltic_pagan;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_baltic_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_christian;_;Chapelain;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_finnish_pagan;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_finnish_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_hellenic_pagan;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_indian_group;_;Upadhyaya;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_jewish_group;_;Rabbin de la cour;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_muslim;_;Imam;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_norse_pagan_female;_;Voyante;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_norse_pagan_male;_;Voyant;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_norse_pagan_reformed_female;_;Voyante;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_norse_pagan_reformed_male;_;Voyant;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_orthodox;_;Sacristain;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_pagan;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_pagan_group;_;Médium en chef;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_shiite;_;Mollah de la Cour;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_slavic_pagan;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_slavic_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_tengri_pagan;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_tengri_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_zoroastrian;_;Mobad;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_zoroastrian_group;_;Mobad;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_zun_pagan;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spiritual_zun_pagan_reformed;_;Devin;;;;;;;;;;;;x
String_GetJobTitle2_job_spymaster;_;Maître-Espion;;;;;;;;;;;;x
String_GetJobTitle2_job_spymaster_aztec;_;Tillancalqui;;;;;;;;;;;;x
String_GetJobTitle2_job_spymaster_greek;_;Mystique;;;;;;;;;;;;x
String_GetJobTitle2_job_treasurer;_;Intendant;;;;;;;;;;;;x
String_GetJobTitle2_job_treasurer_aztec;_;Petlacalcatl;;;;;;;;;;;;x
String_GetJobTitle2_job_treasurer_greek;_;Sacellaire;;;;;;;;;;;;x
String_GetJobTitle2_job_treasurer_zoroastrian_group;_;Darik-Pat;;;;;;;;;;;;x
## VARIOUS STRINGS
# Strings Cultures
String_Culture_afghan_Fem;_;afghane;;;;;;;;;;;;x
String_Culture_afghan_Masc;_;afghan;;;;;;;;;;;;x
String_Culture_afghan_PlFem;_;afghanes;;;;;;;;;;;;x
String_Culture_afghan_PlMasc;_;afghans;;;;;;;;;;;;x
String_Culture_alan_Fem;_;alaine;;;;;;;;;;;;x
String_Culture_alan_Masc;_;alain;;;;;;;;;;;;x
String_Culture_alan_PlFem;_;alaines;;;;;;;;;;;;x
String_Culture_alan_PlMasc;_;alains;;;;;;;;;;;;x
String_Culture_andalusian_arabic_Fem;_;andalouse;;;;;;;;;;;;x
String_Culture_andalusian_arabic_Masc;_;andalous;;;;;;;;;;;;x
String_Culture_andalusian_arabic_PlFem;_;andalouses;;;;;;;;;;;;x
String_Culture_andalusian_arabic_PlMasc;_;andalous;;;;;;;;;;;;x
String_Culture_armenian_Fem;_;arménienne;;;;;;;;;;;;x
String_Culture_armenian_Masc;_;arménien;;;;;;;;;;;;x
String_Culture_armenian_PlFem;_;arméniennes;;;;;;;;;;;;x
String_Culture_armenian_PlMasc;_;arméniens;;;;;;;;;;;;x
String_Culture_ashkenazi_Fem;_;ashkénaze;;;;;;;;;;;;x
String_Culture_ashkenazi_Masc;_;ashkénaze;;;;;;;;;;;;x
String_Culture_ashkenazi_PlFem;_;ashkénazes;;;;;;;;;;;;x
String_Culture_ashkenazi_PlMasc;_;ashkénazes;;;;;;;;;;;;x
String_Culture_assamese_Fem;_;assamaise;;;;;;;;;;;;x
String_Culture_assamese_Masc;_;assamais;;;;;;;;;;;;x
String_Culture_assamese_PlFem;_;assamaises;;;;;;;;;;;;x
String_Culture_assamese_PlMasc;_;assamais;;;;;;;;;;;;x
String_Culture_assyrian_Fem;_;assyrienne;;;;;;;;;;;;x
String_Culture_assyrian_Masc;_;assyrien;;;;;;;;;;;;x
String_Culture_assyrian_PlFem;_;assyriennes;;;;;;;;;;;;x
String_Culture_assyrian_PlMasc;_;assyriens;;;;;;;;;;;;x
String_Culture_avar_Fem;_;avare;;;;;;;;;;;;x
String_Culture_avar_Masc;_;avar;;;;;;;;;;;;x
String_Culture_avar_PlFem;_;avares;;;;;;;;;;;;x
String_Culture_avar_PlMasc;_;avars;;;;;;;;;;;;x
String_Culture_baloch_Fem;_;baloutche;;;;;;;;;;;;x
String_Culture_baloch_Masc;_;baloutche;;;;;;;;;;;;x
String_Culture_baloch_PlFem;_;baloutches;;;;;;;;;;;;x
String_Culture_baloch_PlMasc;_;baloutches;;;;;;;;;;;;x
String_Culture_basque_Fem;_;basque;;;;;;;;;;;;x
String_Culture_basque_Masc;_;basque;;;;;;;;;;;;x
String_Culture_basque_PlFem;_;basques;;;;;;;;;;;;x
String_Culture_basque_PlMasc;_;basques;;;;;;;;;;;;x
String_Culture_bedouin_arabic_Fem;_;bédouine;;;;;;;;;;;;x
String_Culture_bedouin_arabic_Masc;_;bédouin;;;;;;;;;;;;x
String_Culture_bedouin_arabic_PlFem;_;bédouines;;;;;;;;;;;;x
String_Culture_bedouin_arabic_PlMasc;_;bédouins;;;;;;;;;;;;x
String_Culture_bengali_Fem;_;bengale;;;;;;;;;;;;x
String_Culture_bengali_Masc;_;bengale;;;;;;;;;;;;x
String_Culture_bengali_PlFem;_;bengales;;;;;;;;;;;;x
String_Culture_bengali_PlMasc;_;bengales;;;;;;;;;;;;x
String_Culture_bodpa_Fem;_;bodpa;;;;;;;;;;;;x
String_Culture_bodpa_Masc;_;bodpa;;;;;;;;;;;;x
String_Culture_bodpa_PlFem;_;bodpa;;;;;;;;;;;;x
String_Culture_bodpa_PlMasc;_;bodpa;;;;;;;;;;;;x
String_Culture_bohemian_Fem;_;bohémienne;;;;;;;;;;;;x
String_Culture_bohemian_Masc;_;bohémien;;;;;;;;;;;;x
String_Culture_bohemian_PlFem;_;bohémiennes;;;;;;;;;;;;x
String_Culture_bohemian_PlMasc;_;bohémiens;;;;;;;;;;;;x
String_Culture_bolghar_Fem;_;bolgare;;;;;;;;;;;;x
String_Culture_bolghar_Masc;_;bolgar;;;;;;;;;;;;x
String_Culture_bolghar_PlFem;_;bolgares;;;;;;;;;;;;x
String_Culture_bolghar_PlMasc;_;bolgars;;;;;;;;;;;;x
String_Culture_breton_Fem;_;bretonne;;;;;;;;;;;;x
String_Culture_breton_Masc;_;breton;;;;;;;;;;;;x
String_Culture_breton_PlFem;_;bretonnes;;;;;;;;;;;;x
String_Culture_breton_PlMasc;_;bretons;;;;;;;;;;;;x
String_Culture_bulgarian_Fem;_;bulgare;;;;;;;;;;;;x
String_Culture_bulgarian_Masc;_;bulgare;;;;;;;;;;;;x
String_Culture_bulgarian_PlFem;_;bulgares;;;;;;;;;;;;x
