#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
REL_CAPTOR;Captor;Ravisseur;Entführer;;Captor;;;;;;;;;x
fp_garden_2_desc;This scenic pond, often frequented by swans, is the centerpiece of the palace garden. A small fountain in its middle sprays water into the air while carps can be glimpsed just beneath the surface.;Ce bassin pittoresque, souvent visité par des cygnes, est la pièce maîtresse des jardins du palais. De l'eau jaillit d'une petite fontaine en son centre, tandis qu'on entr'aperçoit parfois des carpes à la surface.;Dieser malerische Teich, der häufig von Schwänen besucht wird, ist das Herzstück des Palastgartens. Ein kleiner Springbrunnen in der Mitte sprüht Wasser in die Luft, während unter der Wasseroberfläche Karpfen zu sehen sind.;;Este pintoresco estanque, a menudo frecuentado por cisnes, es el plato fuerte del jardín de palacio. Una pequeña fuente en el centro difumina agua en el aire mientras las carpas pueden atisbarse bajo la superficie.;;;;;;;;;x
fp_garden_3_desc;No self-respecting garden is complete without one. This intricate hedge maze delights visitors, and many dignitaries have spent hours navigating its twisting paths.;Aucun jardin digne de ce nom n'est complet sans un labyrinthe de haies. La complexité de celui-ci ravit les visiteurs, et de nombreux dignitaires ont passé des heures à errer dans ses dédales.;Kein anständiger Garten ist ohne ein solches vollständig. Dieses verschlungene Hecken-Labyrinth erfreut Besucher, und viele Würdenträger haben Stunden damit verbracht, durch seine verzwickten Pfade zu wandeln. ;;No hay jardín que se precie sin uno de estos. Este intrincado laberinto hace las delicias de los visitantes, y muchos dignatarios han gastado horas recorriendo sus retorcidos senderos.;;;;;;;;;x
fp_cellar_1_desc;A well-stocked wine cellar is an absolute must for any aristocrat of rank, and this one certainly doesn't disappoint. Some of the wines stored here date back decades.;Une cave à vins bien garnie est essentielle à tout aristocrate qui se respecte, et celle-ci ne décevra assurément personne. Certains de ses vins ont plusieurs décennies.;Ein gut bestückter Weinkeller ist ein absolutes Muss für jeden Adeligen von Rang und dieser enttäuscht auf keinen Fall. Einige der Weine lagern hier schon seit Jahrzehnten.;;Una bodega bien aprovisionada es necesaria para cualquier aristócrata de buen rango, y esta desde luego no decepciona. Algunos de los vinos que se almacenan aquí tienen décadas.;;;;;;;;;x
fp_cellar_2_desc;These catacombs located far beneath the palace contain the dynastic tombs. Here countless generations dating back centuries are joined in eternal slumber. May they rest in peace.;Cet hypogée, situé profondément sous le palais, renferme les tombes de la famille. Depuis des siècles, d'innombrables générations y sont réunies dans leur sommeil éternel. Qu'elles reposent en paix.;Diese Katakomben befinden sich unterhalb des Palastes und beinhalten die dynastischen Gruften. Hier vereinen sich Jahrhunderte alte Generationen im ewigen Schlaf. Mögen sie in Frieden ruhen.;;Estas catacumbas están situadas en las profundidades del palacio y contienen las tumbas de la dinastía. Aquí incontables generaciones de distintos siglos comparten el sueño eterno. En paz descansen.;;;;;;;;;x
fp_cellar_3_desc;This vast complex of dungeons is hidden away deep enough below the palace to block the cries of its unfortunate inhabitants. Every imaginable instrument of torture can be found within these cold and dark chambers.;Le vaste complexe de cachots est enfoui assez profondément sous le palais pour étouffer les hurlements de ses infortunés pensionnaires. On peut trouver dans ces salles obscures et glaciales tous les instruments de torture inimaginables.;Dieser weitläufige Kerkerkomplex ist tief genug unter dem Palast verborgen, dass die Schreie der bedauernswerten Bewohner ungehört bleiben. Jedes denkbare Folterinstrument kann in diesen kalten und dunklen Kammern gefunden werden. ;;Este vasto complejo de calabozos está oculto en lo más profundo del palacio para apagar los gritos de sus desafortunados inquilinos. Cada instrumento de tortura que se pueda imaginar puede encontrarse en estas lóbregas cámaras.;;;;;;;;;x
fp_shrine_1_desc;A secluded shrine hidden away in a quiet wing of the palace. Here men and women can spend their time in prayer and introspective soul-searching.;Un sanctuaire est niché bien à l'écart, dans une aile calme du palais. Chacun peut venir prier et faire leur examen de conscience.;Ein abgelegener Schrein, der sich in einem ruhigen Flügel des Palastes versteckt. Hier können Männer und Frauen ihre Zeit im Gebet und beschaulicher Seelensuche verbringen.;;Un recóndito santuario oculto en un ala tranquila de palacio. Aquí hombres y mujeres pueden pasar el tiempo en oración y recogimiento.;;;;;;;;;x
fp_shrine_2_desc;This gallery occupies a large chamber in one of the palace wings, and it contains all works of art accumulated by members of this dynasty over the years - from contemporary tapestries to ancient marble sculptures from Greece and Rome.;Cette galerie occupe une grande salle centrale de l'une des ailes du palais. Elle contient les oeuvres d'art accumulées par les membres de la famille au fil du temps, des tapisseries contemporaines aux antiques sculptures de marbre grecques et romaines.;Diese Galerie belegt eine große Kammer in einem der Palastflügel und beinhaltet alle Kunstwerke, die von Mitgliedern dieser Dynastie über Jahre angesammelt wurden - von zeitgenössischen Gobelins bis hin zu antiken Marmorskulpturen aus Griechenland und Rom.;;Esta galería ocupa una gran cámara en una de las alas de palacio, y contiene todas las obras de arte acumuladas por los miembros de la dinastía a lo largo de los años - desde tapices contemporáneos hasta antiguas esculturas de mármol de Grecia y Roma.;;;;;;;;;x
fp_shrine_3_desc;A huge library containing all sorts of dusty old tomes collected and purchased from all over the known world by members of this dynasty. They are in many different languages and no person alive has read them all, but at least here they will be protected for posterity.;Cette immense bibliothèque recèle toutes sortes de vieux volumes poussiéreux amassés et achetés par les membres de la famille aux quatre coins du monde connu. De nombreuses langues sont représentées ici. Même si aucune personne vivante n'a pu réussir à lire tous les volumes, au moins ces livres seront protégés pour la postérité.;Eine riesige Bibliothek, die allerlei verstaubte, alte Wälzer enthält, die auf der ganzen Welt von Mitgliedern dieser Dynastie gesammelt und gekauft worden sind. Sie sind in vielen unterschiedlichen Sprachen geschrieben und keine lebende Person hat jemals alle gelesen, doch hier sollten sie zumindest für die Nachwelt geschützt sein.;;Una inmensa biblioteca que contiene todo tipo de polvorientos tomos recogidos y comprados por los miembros de la dinastía alrededor del mundo. Están escritos en muchas lenguas y no hay persona con vida que los haya leído todos, pero al menos estarán protegidos para la posteridad.;;;;;;;;;x
fp_vault_1_desc;This fortified vault deep within the palace is where the dynasty keeps all of their treasures collected over the years. Only the head of the dynasty has access to the vault keys, but the stories of piles upon piles of golden coins, deep enough for a man to dive around in like a porpoise, or burrow through like a gopher, must surely be false.;Cette chambre forte, bien dissimulée au fond du palais, est le lieu où la famille cache depuis des lustres sa collection de trésors. Seul le chef de la famille en possède les clefs. La légende dit qu'elle contient assez de pièces d'or pour qu'un homme puisse y nager tel un marsouin ou y creuser telle une taupe, mais ce n'est sûrement que pure affabulation.;In dieser verstärkten Schatzkammer im Palast lagert die Dynastie all ihre Schätze, die sie über Jahre angesammelt haben. Nur der Kopf der Dynastie hat Zugriff auf die Schlüssel der Schatzkammer, doch die Geschichten über Berge an Goldmünzen, tief genug, dass ein Mann darin tauchen könnte wie ein Schweinswal, oder durch sie hindurchgraben könnte wie ein Erdhörnchen, müssen einfach falsch sein. ;;Esta cámara acorazada en las profundidades del palacio es el lugar en el que la dinastía conserva los tesoros adquiridos a lo largo de los años. Solo el jefe de la dinastía tiene acceso a las llaves de la cámara, aunque las leyendas que hablan de montañas de monedas de oro, suficientemente profundas para que un hombre nade a su antojo o se haga una madriguera, deben ser falsas.;;;;;;;;;x
fp_vault_2_desc;These secret passages run through the entire palace, and enable those in the know to quickly move from one end to the other without being seen. By pulling on the right candelabrum, an unassuming bookshelf or a lit fireplace might slide open. Perfect for escaping would-be assassins or awkward social gatherings.;Ces passages secrets permettent aux initiés de se faufiler rapidement d'un bout à l'autre du palais sans être vus. Tirez sur le bon candélabre pour faire basculer une modeste bibliothèque ou un âtre afin de vous permettre d'échapper à de potentiels assassins ou à une réunion qui dégénère.;Diese Geheimgänge laufen durch den gesamten Palast und erlauben es jenen, die darüber Kenntnis haben, schnell von einem Ende zum anderen zu huschen, ohne gesehen zu werden. Durch das Ziehen des rechten Kronleuchters könnte sich ein unscheinbares Bücherregal oder ein angezündeter Kamin öffnen. Ein perfekter Fluchtweg für angehende Attentäter oder heikle Zusammentreffen. ;;Estos pasadizos secretos recorren todo el palacio, y permiten que aquellos que los conocen se muevan rápidamente de una punta a otra sin ser vistos. Al tirar del candelabro adecuado, una estantería o una chimenea pueden abrirse. Perfectos para escapar de intentos de asesinato o incómodas reuniones sociales.;;;;;;;;;x
fp_vault_3_desc;This hidden chamber inside the palace can only be reached through one of the secret passages, and even then several special keys are required. It serves as a well-protected retreat for the head of the dynasty, where he or she can safely plot the conquest of the world without irritating distractions.;On ne peut entrer dans cette chambre secrète à l'intérieur du palais qu'en utilisant un des passages secrets, et même ainsi, plusieurs clefs sont alors requises. C'est un lieu de retraite bien protégé pour le chef de la famille, qui peut alors y préparer, en toute sécurité et sans distractions irritantes, la conquête du monde.;Dieser Geheimraum im Palast kann nur durch einen der Geheimgänge erreicht werden, und selbst dann sind verschiedene, besondere Schlüssel nötig. Er dient als gut geschützter Zufluchtsort für den Kopf der Dynastie, wo er oder sie sicher, ohne irritierende Ablenkung, die Eroberung der Welt planen kann.;;Esta cámara oculta dentro del palacio puede alcanzarse sólo desde uno de los pasadizos secretos, e incluso así se necesitan varias llaves especiales. Sirve tanto para proteger la retirada del jefe de la dinastía, como para que pueda tramar la conquista del mundo sin irritantes distracciones.;;;;;;;;;x
tr_port_1;Merchant Port;Port marchand;Handelshafen;;Puerto Mercante;;;;;;;;;x
tr_port_2;Merchant Port;Port marchand;Handelshafen;;Puerto Mercante;;;;;;;;;x
tr_port_3;Merchant Port;Port marchand;Handelshafen;;Puerto Mercante;;;;;;;;;x
tr_warehouse_1;Warehouse;Entrepôt;Lagerhaus;;Almacén;;;;;;;;;x
tr_warehouse_2;Warehouse;Entrepôt;Lagerhaus;;Almacén;;;;;;;;;x
tr_warehouse_3;Warehouse;Entrepôt;Lagerhaus;;Almacén;;;;;;;;;x
tr_enclave_1;Merchant Enclave;Enclave marchande;Handelsenklave;;Enclave Mercante;;;;;;;;;x
tr_enclave_2;Merchant Enclave;Enclave marchande;Handelsenklave;;Enclave Mercante;;;;;;;;;x
tr_enclave_3;Merchant Enclave;Enclave marchande;Handelsenklave;;Enclave Mercante;;;;;;;;;x
tr_garrison_1;Garrison;Garnison;Garnison;;Guarnición;;;;;;;;;x
tr_garrison_2;Garrison;Garnison;Garnison;;Guarnición;;;;;;;;;x
tr_garrison_3;Garrison;Garnison;Garnison;;Guarnición;;;;;;;;;x
tr_fort_1;Fort;Fort;Fort;;Fuerte;;;;;;;;;x
tr_fort_2;Fort;Fort;Fort;;Fuerte;;;;;;;;;x
tr_fort_3;Fort;Fort;Fort;;Fuerte;;;;;;;;;x
tr_port_1_desc;Merchant galleys load and off-load their cargo at this small port.;Les galères marchandes chargent et déchargent par ce petit quai du port.;Handelsschiffe ver- und entladen ihre Güter in diesem kleinen Hafen.;;Las galeras mercantes cargan y descargan en este pequeño puerto.;;;;;;;;;x
tr_port_2_desc;Merchant galleys load and off-load their cargo aided by a simple wooden harbor crane at this port.;Les galères marchandes chargent et déchargent leurs marchandises dans ce port à l'aide de cette grue en bois rudimentaire.;Handelsschiffe ver- und entladen ihre Güter in diesem Hafen, mithilfe eines einfachen Hafenkrans aus Holz.;;Las galeras mercantes cargan y descargan con ayuda de una sencilla grúa de madera en este puerto.;;;;;;;;;x
